job_id	entity_id	control_class	expected_behavior	conformation	docking_seed	state	representative_model	remote_representative_model_gz	job_hash	representative_pair_label	model_strict_a_fraction	haddock_score	native_hotspot_overlap	cross_hotspot_overlap	native_total_occlusion	cross_total_occlusion	native_cdr3_occlusion	cross_cdr3_occlusion
CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_8x6b_s917_08d0cea3bb94	CTRL_PATENT_008_case02_pos_08_39H2	positive_control	KNOWN_POSITIVE	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_8x6b_s917_08d0cea3bb94/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	08d0cea3bb94482e5b81e4da12cfdb9febeb43bfd375b861a9099c2ecf08278d	STRICT_A	0.666667	-80.102	18	18	682	648	116	108
CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_8x6b_s1931_5ed299cc90a8	CTRL_PATENT_008_case02_pos_08_39H2	positive_control	KNOWN_POSITIVE	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_8x6b_s1931_5ed299cc90a8/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	5ed299cc90a82cf46196112e44d240d56db09b7e44f0703af3fac92573cfc258	STRICT_A	0.5	-82.07570000000001	17	17	639	637	104	105
CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_8x6b_s3253_f57e8cda1237	CTRL_PATENT_008_case02_pos_08_39H2	positive_control	KNOWN_POSITIVE	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_8x6b_s3253_f57e8cda1237/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	f57e8cda1237288b9d89b8d002ea2e6be6024b65683b7e434e70bbc3082ce221	STRICT_A	0.5	-76.939	19	19	653	637	118	113
CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_9e6y_s917_968b6ed8e8e0	CTRL_PATENT_008_case02_pos_08_39H2	positive_control	KNOWN_POSITIVE	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_9e6y_s917_968b6ed8e8e0/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	968b6ed8e8e077ba65fcefcfc48b4c8c4fb29e9485200cda0f3b1e7700a0ff0d	SUPPORTED_AB	0.5	-76.38493	22	22	952	970	141	144
CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_9e6y_s1931_1f9ad9a1fc8f	CTRL_PATENT_008_case02_pos_08_39H2	positive_control	KNOWN_POSITIVE	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_9e6y_s1931_1f9ad9a1fc8f/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	1f9ad9a1fc8f0fe39a7ecec6e9d72c05be72e96980d4b45f6417792843193e65	STRICT_A	0.555556	-79.9271	17	17	656	662	113	116
CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_9e6y_s3253_80fa56364ebf	CTRL_PATENT_008_case02_pos_08_39H2	positive_control	KNOWN_POSITIVE	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_008_case02_pos_08_39H2_9e6y_s3253_80fa56364ebf/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	80fa56364ebf4945e0012242df3f3c02805e51166e9d88639180e85cb95735a0	STRICT_A	0.444444	-88.0246	16	16	654	666	111	114
CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_8x6b_s917_5f70e6a9f746	CTRL_PATENT_009_case02_pos_09_39H4	positive_control	KNOWN_POSITIVE	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_8x6b_s917_5f70e6a9f746/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	5f70e6a9f746b30dd52acbbe61673ce5d34a1cd5788f032e7fbcc28267dd628d	SUPPORTED_AB	0.2	-77.4932	19	19	667	645	93	86
CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_8x6b_s1931_d17f490642e5	CTRL_PATENT_009_case02_pos_09_39H4	positive_control	KNOWN_POSITIVE	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_8x6b_s1931_d17f490642e5/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	d17f490642e576a3a1d38b0624e36eab3dc19b2a0b19bca4b257f30f78272fb2	SUPPORTED_AB	0.2	-77.66409999999999	19	19	714	690	103	100
CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_8x6b_s3253_e68f0bf371ec	CTRL_PATENT_009_case02_pos_09_39H4	positive_control	KNOWN_POSITIVE	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_8x6b_s3253_e68f0bf371ec/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	e68f0bf371ecfcfcf938ff73293069995541dde580325be1753c3bb077bad611	SUPPORTED_AB	0.1	-78.3546	18	18	677	666	99	92
CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_9e6y_s917_377890c428bb	CTRL_PATENT_009_case02_pos_09_39H4	positive_control	KNOWN_POSITIVE	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_9e6y_s917_377890c428bb/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	377890c428bb35ce7978dda4d00fd748475ec9884171fa64ab72f33a79e74dba	SUPPORTED_AB	0.7	-88.13210000000001	17	17	735	740	94	99
CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_9e6y_s1931_368fa5465fd5	CTRL_PATENT_009_case02_pos_09_39H4	positive_control	KNOWN_POSITIVE	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_9e6y_s1931_368fa5465fd5/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	368fa5465fd5e61c6dcb0aca6827161bb426f9e3c1b0d47d9afcd0d11961946a	STRICT_A	0.2	-80.5619	17	17	658	663	111	115
CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_9e6y_s3253_9c11bd854383	CTRL_PATENT_009_case02_pos_09_39H4	positive_control	KNOWN_POSITIVE	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_009_case02_pos_09_39H4_9e6y_s3253_9c11bd854383/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	9c11bd8543830fd6645dca05fdf844e4171c1441b7026be19d5c9637df32e843	SUPPORTED_AB	0.5	-73.0278	16	16	732	741	97	97
CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_8x6b_s917_51f7c2b351e5	CTRL_PATENT_010_case02_pos_10_151H7	positive_control	KNOWN_POSITIVE	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_8x6b_s917_51f7c2b351e5/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	51f7c2b351e5e4e0de7f27c6f712edd3ea76d5949528d567e84ebf11b18f6099	STRICT_A	1.0	-63.44359999999999	20	20	614	577	171	155
CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_8x6b_s1931_b7c31a87e45f	CTRL_PATENT_010_case02_pos_10_151H7	positive_control	KNOWN_POSITIVE	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_8x6b_s1931_b7c31a87e45f/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	b7c31a87e45fbb89b1e171bccb7674bf207745d76f8d6438226cfa07e896af0a	SUPPORTED_AB	0.7	-66.428	10	10	178	166	34	32
CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_8x6b_s3253_1a4b0242c073	CTRL_PATENT_010_case02_pos_10_151H7	positive_control	KNOWN_POSITIVE	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_8x6b_s3253_1a4b0242c073/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	1a4b0242c07379f976e8b7df2674f0c42953f4cd4681073834f4ec69c29184bc	STRICT_A	0.7	-68.3029	16	16	649	632	168	162
CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_9e6y_s917_7509829a26a1	CTRL_PATENT_010_case02_pos_10_151H7	positive_control	KNOWN_POSITIVE	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_9e6y_s917_7509829a26a1/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	7509829a26a170672fc32d4b8dcae05864b21bb93c7145c06fb974946b561d75	STRICT_A	0.7	-64.78284	19	19	615	610	197	205
CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_9e6y_s1931_e8b2afe75f56	CTRL_PATENT_010_case02_pos_10_151H7	positive_control	KNOWN_POSITIVE	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_9e6y_s1931_e8b2afe75f56/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	e8b2afe75f5613cab7df90513a8986e234756bca11033945bac7f061d88b0b2e	STRICT_A	0.8	-68.02993	21	21	645	658	183	188
CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_9e6y_s3253_4eccafd86527	CTRL_PATENT_010_case02_pos_10_151H7	positive_control	KNOWN_POSITIVE	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_010_case02_pos_10_151H7_9e6y_s3253_4eccafd86527/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	4eccafd8652706e720904e84197316b0bea7a86fa15e5d962b442c734fcd5ec2	STRICT_A	0.9	-63.38554999999998	18	18	595	595	177	188
CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_8x6b_s917_a9c51e8930dc	CTRL_PATENT_011_case02_pos_11_151H8	positive_control	KNOWN_POSITIVE	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_8x6b_s917_a9c51e8930dc/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	a9c51e8930dce5669a73988e930af26100eaa097a1fa9002caac1003b53686a4	STRICT_A	0.4	-48.89301000000001	16	16	606	609	187	185
CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_8x6b_s1931_3dc6d5172e75	CTRL_PATENT_011_case02_pos_11_151H8	positive_control	KNOWN_POSITIVE	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_8x6b_s1931_3dc6d5172e75/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	3dc6d5172e75ebbc279dcb845411f4656c01417aab2ad20fa37b2fe94f2e107a	STRICT_A	0.7	-50.861700000000006	18	18	976	1008	211	220
CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_8x6b_s3253_16dc4908f6f5	CTRL_PATENT_011_case02_pos_11_151H8	positive_control	KNOWN_POSITIVE	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_8x6b_s3253_16dc4908f6f5/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	16dc4908f6f57b26f3089d69403293d0296bbd5a58bcdcc6e4d1f4dcd46e143c	STRICT_A	0.7	-69.1789	17	17	661	699	128	141
CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_9e6y_s917_a4a3e5e726ee	CTRL_PATENT_011_case02_pos_11_151H8	positive_control	KNOWN_POSITIVE	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_9e6y_s917_a4a3e5e726ee/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	a4a3e5e726ee848493e274448b37ac41f18f469f202ed9a8fac29a84545815e6	STRICT_A	0.8	-84.18530000000001	20	20	675	697	141	157
CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_9e6y_s1931_771eb1970378	CTRL_PATENT_011_case02_pos_11_151H8	positive_control	KNOWN_POSITIVE	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_9e6y_s1931_771eb1970378/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	771eb19703782f4e516cc405a9cbbdcb0f6e394285ad2b5e3168b5270b3cbc0c	STRICT_A	0.9	-61.908400000000015	20	20	1041	1010	219	222
CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_9e6y_s3253_2b747b48f581	CTRL_PATENT_011_case02_pos_11_151H8	positive_control	KNOWN_POSITIVE	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_PATENT_011_case02_pos_11_151H8_9e6y_s3253_2b747b48f581/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	2b747b48f5818f476f72f69ad56499f050a4b0653b901ebee8f398729373f445	STRICT_A	0.8	-69.6656	18	18	986	952	212	213
CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_8x6b_s917_b0ac859927e2	CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_8x6b_s917_b0ac859927e2/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	b0ac859927e2b5f014e87f8dfd6b85d8617923d6f5b1f818ec8a72cafc5c24f5	STRICT_A	0.75	-102.2289	19	19	713	693	122	117
CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_8x6b_s1931_6cfe99107ad5	CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_8x6b_s1931_6cfe99107ad5/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	6cfe99107ad58049fce5b17b64b34517b4594a571c259d54c12169e2a3f3ef09	STRICT_A	0.714286	-95.52870000000001	16	16	677	675	118	118
CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_8x6b_s3253_2e7c1e1420fd	CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_8x6b_s3253_2e7c1e1420fd/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	2e7c1e1420fd03cb318049408ed010e1645993205fa13c457fcc7e95dffb8eec	STRICT_A	0.4	-114.7474	19	19	692	685	116	112
CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_9e6y_s917_27cf07e2cb34	CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_9e6y_s917_27cf07e2cb34/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	27cf07e2cb34f9521a0704ab131e7389583c18375ba3e7946b23d7162e6cfd96	STRICT_A	0.8	-92.4674	18	18	744	764	113	124
CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_9e6y_s1931_372cf69c0a29	CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_9e6y_s1931_372cf69c0a29/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	372cf69c0a2909cf10cbad3150b908949bb8fdd17b72c87997506365c12fa462	SUPPORTED_AB	0.5	-92.62539999999998	17	17	430	469	68	73
CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_9e6y_s3253_100462abec6a	CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_003_mut_03_PVRIG-20_cdr3_arom_F99A_9e6y_s3253_100462abec6a/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	100462abec6acd62d9715ead9a800b20b37e8c02af5833eb857084e39ba7e253	STRICT_A	0.5	-83.99579999999997	18	18	737	749	119	122
CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_8x6b_s917_39409ce0566e	CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_8x6b_s917_39409ce0566e/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	39409ce0566e285c5fb3a3da08934f6e75a99224f8b143a7dd062fc6f703f8c9	SUPPORTED_AB	0.6	-93.50580000000001	17	17	582	560	96	85
CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_8x6b_s1931_a4add72e0650	CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_8x6b_s1931_a4add72e0650/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	a4add72e0650cfef10459063b5a3b007fcb414b35b581ba848472ee35e6952cb	STRICT_A	0.5	-72.42179999999999	15	15	629	632	106	103
CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_8x6b_s3253_e09d89be23d3	CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_8x6b_s3253_e09d89be23d3/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	e09d89be23d37b4de41958f9da59089e94e12ebc2a36797b91e82d7e79eef3f6	STRICT_A	0.4	-61.48518000000001	15	15	657	655	111	112
CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_9e6y_s917_adf35f742d1f	CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_9e6y_s917_adf35f742d1f/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	adf35f742d1f0dbb5d9caa55763003df09cfbb257eb30e54b0af8793fd768363	STRICT_A	0.888889	-91.9135	21	21	866	892	148	153
CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_9e6y_s1931_f696e0c33223	CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_9e6y_s1931_f696e0c33223/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	f696e0c332237b825decb1a5029031c438fbf9d5b045234136d291a4360d33ea	STRICT_A	0.555556	-96.3657	16	16	584	591	112	112
CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_9e6y_s3253_425d458b58e9	CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_004_mut_04_PVRIG-20_cdr3_center_ala_scan_9e6y_s3253_425d458b58e9/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	425d458b58e9c4562ceebb09fb9ca89939376efe064d12180207146452b3b659	STRICT_A	0.3	-81.83430000000001	21	21	812	840	128	138
CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_8x6b_s917_022e932f20d4	CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_8x6b_s917_022e932f20d4/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	022e932f20d4ec23703fff6a33a100abd19c47f2b01967d9d502e205735c7755	SUPPORTED_AB	0.0	-73.07149999999999	16	16	586	565	86	78
CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_8x6b_s1931_b2c4fe2d069e	CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_8x6b_s1931_b2c4fe2d069e/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	b2c4fe2d069e6157c620cc73dd600e65093e7a991891316f940886e200f00cc3	SUPPORTED_AB	0.1	-80.69480999999999	18	18	635	624	88	84
CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_8x6b_s3253_df4638c6a7b2	CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A	destructive_alanine	DISRUPTIVE_CONTROL	8x6b	3253	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_8x6b_s3253_df4638c6a7b2/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	df4638c6a7b2812bcfccc41f0ba49063ffaeeaeb43f603a6b2e542352a75f977	SUPPORTED_AB	0.1	-93.45869000000002	18	18	582	569	86	80
CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_9e6y_s917_a6b912d4280c	CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_9e6y_s917_a6b912d4280c/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	a6b912d4280c1256be9b86ee65fe046973b5f3ce30440e939cd77256cb9ed85e	SUPPORTED_AB	0.0	-94.25650999999999	17	17	560	585	77	84
CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_9e6y_s1931_9b3203dec423	CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A	destructive_alanine	DISRUPTIVE_CONTROL	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_v3_dual_conformation_redocking_20260714/runs/CONTROL_CTRL_MUTANT_009_mut_09_PVRIG-30_cdr3_arom_W100A_9e6y_s1931_9b3203dec423/haddock_run/6_seletopclusts/cluster_1_model_1.pdb.gz	9b3203dec423212ef5b7cc95877f4db972d1305b537d3f0e06f8574d34f96ce1	SUPPORTED_AB	0.0	-93.27200000000002	17	17	544	567	72	84
