candidate_id_a	submission_id_a	competition_rank_a	candidate_id_b	submission_id_b	competition_rank_b	weighted_jaccard_contact_similarity
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	NODE1GEN_100102_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb007_mpn10_arm_P5_ekg_L_backbone_P5_ekg_L_bb007_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_040	40	0.648148
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	NODE1GEN_109883_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb130_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb130_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_041	41	0.693780
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	P1MCPUFP__CPUFP500K_0030__00860	PVRIG_CAND_042	42	0.676190
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	P1MCPUFP__CPUFP500K_0029__00647	PVRIG_CAND_043	43	0.519313
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	P1MCPUFP__CPUFP500K_0090__00860	PVRIG_CAND_044	44	0.567686
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	P1MCPUFP__CPUFP500K_0289__00496	PVRIG_CAND_045	45	0.630901
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	P1MCPUFP__CPUFP500K_0091__00849	PVRIG_CAND_046	46	0.659193
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	P1MCPUFP__CPUFP500K_0388__00174	PVRIG_CAND_047	47	0.650442
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	P1MCPUFP__CPUFP500K_0487__00827	PVRIG_CAND_048	48	0.651376
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	P1MCPUFP__CPUFP500K_0188__00645	PVRIG_CAND_049	49	0.689189
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	PVRIG_CAND_006	6	NODE1GEN_128929_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb339_mpn06_arm_P6_ekg_L_backbone_P6_ekg_L_bb339_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_050	50	0.675799
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	0.763441
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	0.755319
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0100__00092	PVRIG_CAND_010	10	0.612150
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_154595_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9B999365EA60CCE9	PVRIG_CAND_011	11	0.539474
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0188__00282	PVRIG_CAND_012	12	0.807692
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	PVRIG_CAND_013	13	0.789474
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0090__00532	PVRIG_CAND_014	14	0.772727
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	PVRIG_CAND_015	15	0.787565
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	PVRIG_CAND_016	16	0.798969
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0287__00804	PVRIG_CAND_017	17	0.772727
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_018	18	0.679558
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0089__00735	PVRIG_CAND_019	19	0.788360
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	PVRIG_CAND_020	20	0.705263
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0299__00780	PVRIG_CAND_021	21	0.811111
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0189__00858	PVRIG_CAND_022	22	0.786096
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_174576_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D5384A7F42146722	PVRIG_CAND_023	23	0.555024
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_024	24	0.793103
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0380__00771	PVRIG_CAND_025	25	0.680851
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_217675_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__68DDB4A6D7CBCA89	PVRIG_CAND_026	26	0.806630
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0404__00029	PVRIG_CAND_027	27	0.841530
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0188__00549	PVRIG_CAND_028	28	0.783505
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0188__00481	PVRIG_CAND_029	29	0.784211
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_182669_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D4BBD3AB583903E7	PVRIG_CAND_030	30	0.835227
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_031	31	0.867403
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_218195_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__A6B62FDDBC1A99BE	PVRIG_CAND_032	32	0.811111
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_195165_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__499D245F888E5DC4	PVRIG_CAND_033	33	0.775401
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_235318_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__B52C2EC7CC64BFED	PVRIG_CAND_034	34	0.685000
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_076816_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb155_mpn03_arm_P4_ekg_L_backbone_P4_ekg_L_bb155_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_035	35	0.755319
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_136300_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb255_mpn02_arm_P6_qkg_L_backbone_P6_qkg_L_bb255_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_036	36	0.736041
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_095824_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb358_mpn04_arm_P4_qrg_L_backbone_P4_qrg_L_bb358_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_037	37	0.729064
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_017313_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn00_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_038	38	0.824176
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_109783_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb121_mpn06_arm_P5_qkg_L_backbone_P5_qkg_L_bb121_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_039	39	0.816667
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_100102_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb007_mpn10_arm_P5_ekg_L_backbone_P5_ekg_L_bb007_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_040	40	0.745856
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_109883_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb130_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb130_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_041	41	0.715847
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0030__00860	PVRIG_CAND_042	42	0.650794
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0029__00647	PVRIG_CAND_043	43	0.679144
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0090__00860	PVRIG_CAND_044	44	0.661458
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0289__00496	PVRIG_CAND_045	45	0.634615
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0091__00849	PVRIG_CAND_046	46	0.783784
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0388__00174	PVRIG_CAND_047	47	0.790323
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0487__00827	PVRIG_CAND_048	48	0.849711
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	P1MCPUFP__CPUFP500K_0188__00645	PVRIG_CAND_049	49	0.791444
P1MCPUFP__CPUFP500K_0100__00188	PVRIG_CAND_007	7	NODE1GEN_128929_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb339_mpn06_arm_P6_ekg_L_backbone_P6_ekg_L_bb339_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_050	50	0.739362
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	0.735450
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0100__00092	PVRIG_CAND_010	10	0.633333
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_154595_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9B999365EA60CCE9	PVRIG_CAND_011	11	0.558036
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0188__00282	PVRIG_CAND_012	12	0.721053
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	PVRIG_CAND_013	13	0.769634
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0090__00532	PVRIG_CAND_014	14	0.722222
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	PVRIG_CAND_015	15	0.741117
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	PVRIG_CAND_016	16	0.709360
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0287__00804	PVRIG_CAND_017	17	0.771429
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_018	18	0.650273
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0089__00735	PVRIG_CAND_019	19	0.846154
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	PVRIG_CAND_020	20	0.769231
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0299__00780	PVRIG_CAND_021	21	0.732620
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0189__00858	PVRIG_CAND_022	22	0.765957
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_174576_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D5384A7F42146722	PVRIG_CAND_023	23	0.567961
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_024	24	0.731844
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0380__00771	PVRIG_CAND_025	25	0.706522
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_217675_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__68DDB4A6D7CBCA89	PVRIG_CAND_026	26	0.756757
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0404__00029	PVRIG_CAND_027	27	0.744792
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0188__00549	PVRIG_CAND_028	28	0.711443
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0188__00481	PVRIG_CAND_029	29	0.728205
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_182669_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D4BBD3AB583903E7	PVRIG_CAND_030	30	0.735135
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_031	31	0.777778
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_218195_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__A6B62FDDBC1A99BE	PVRIG_CAND_032	32	0.760870
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_195165_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__499D245F888E5DC4	PVRIG_CAND_033	33	0.764706
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_235318_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__B52C2EC7CC64BFED	PVRIG_CAND_034	34	0.675000
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_076816_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb155_mpn03_arm_P4_ekg_L_backbone_P4_ekg_L_bb155_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_035	35	0.699482
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_136300_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb255_mpn02_arm_P6_qkg_L_backbone_P6_qkg_L_bb255_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_036	36	0.717172
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_095824_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb358_mpn04_arm_P4_qrg_L_backbone_P4_qrg_L_bb358_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_037	37	0.630841
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_017313_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn00_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_038	38	0.843575
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_109783_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb121_mpn06_arm_P5_qkg_L_backbone_P5_qkg_L_bb121_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_039	39	0.775956
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_100102_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb007_mpn10_arm_P5_ekg_L_backbone_P5_ekg_L_bb007_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_040	40	0.744444
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_109883_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb130_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb130_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_041	41	0.650794
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0030__00860	PVRIG_CAND_042	42	0.557789
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0029__00647	PVRIG_CAND_043	43	0.686486
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0090__00860	PVRIG_CAND_044	44	0.651042
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0289__00496	PVRIG_CAND_045	45	0.632850
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0091__00849	PVRIG_CAND_046	46	0.812155
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0388__00174	PVRIG_CAND_047	47	0.818681
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0487__00827	PVRIG_CAND_048	48	0.776536
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	P1MCPUFP__CPUFP500K_0188__00645	PVRIG_CAND_049	49	0.752632
P1MCPUFP__CPUFP500K_0002__00919	PVRIG_CAND_008	8	NODE1GEN_128929_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb339_mpn06_arm_P6_ekg_L_backbone_P6_ekg_L_bb339_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_050	50	0.625000
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0100__00092	PVRIG_CAND_010	10	0.691176
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_154595_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9B999365EA60CCE9	PVRIG_CAND_011	11	0.602740
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0188__00282	PVRIG_CAND_012	12	0.695876
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	PVRIG_CAND_013	13	0.857923
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0090__00532	PVRIG_CAND_014	14	0.752809
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	PVRIG_CAND_015	15	0.716418
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	PVRIG_CAND_016	16	0.780612
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0287__00804	PVRIG_CAND_017	17	0.733333
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_127352_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb203_mpn04_arm_P6_ekg_L_backbone_P6_ekg_L_bb203_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_018	18	0.679558
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0089__00735	PVRIG_CAND_019	19	0.769634
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_258472_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__2E2B33208D567583	PVRIG_CAND_020	20	0.670103
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0299__00780	PVRIG_CAND_021	21	0.791209
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0189__00858	PVRIG_CAND_022	22	0.721649
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_174576_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D5384A7F42146722	PVRIG_CAND_023	23	0.463964
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_002130_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_ekg_L_bb177_mpn10_arm_P1_ekg_L_backbone_P1_ekg_L_bb177_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_024	24	0.762712
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0380__00771	PVRIG_CAND_025	25	0.775281
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_217675_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__68DDB4A6D7CBCA89	PVRIG_CAND_026	26	0.748663
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0404__00029	PVRIG_CAND_027	27	0.764398
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0188__00549	PVRIG_CAND_028	28	0.774359
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	P1MCPUFP__CPUFP500K_0188__00481	PVRIG_CAND_029	29	0.774869
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_182669_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__D4BBD3AB583903E7	PVRIG_CAND_030	30	0.727273
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_128014_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_ekg_L_bb258_mpn01_arm_P6_ekg_L_backbone_P6_ekg_L_bb258_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_031	31	0.817204
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_218195_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__A6B62FDDBC1A99BE	PVRIG_CAND_032	32	0.791209
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_195165_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__499D245F888E5DC4	PVRIG_CAND_033	33	0.775401
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_235318_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__B52C2EC7CC64BFED	PVRIG_CAND_034	34	0.783069
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_076816_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_ekg_L_bb155_mpn03_arm_P4_ekg_L_backbone_P4_ekg_L_bb155_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_035	35	0.813187
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_136300_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb255_mpn02_arm_P6_qkg_L_backbone_P6_qkg_L_bb255_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_036	36	0.744898
P1MCPUFP__CPUFP500K_0288__00659	PVRIG_CAND_009	9	NODE1GEN_095824_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb358_mpn04_arm_P4_qrg_L_backbone_P4_qrg_L_bb358_status_NEEDS_RF2_AND_DOCKING	PVRIG_CAND_037	37	0.687500
