pose_id	source_candidate_id	source_molecule_name	source_pose_rank	source_pose	source_pose_sha256	normalized_pose_relpath	normalized_pose_sha256	normalized_vhh_chain	normalized_target_chain	vhh_length	target_length	loop_string	seqs_per_pose	temperature	physical_gpu	worker_slot	status	cdr_label_status
FPMPNN_042_case02_pos_05_PVRIG-39__pose06	case02_pos_05_PVRIG-39	PVRIG-39	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_05_PVRIG-39__pose06__cluster_1_model_6.pdb	7af25fb53077a9652cae084676ace6495e954649c218852ef5c6930e06936958	poses_ht_labeled/FPMPNN_042_case02_pos_05_PVRIG-39__pose06.pdb	793ee17de8552edc08e02ec06d921e61c8985eb4b55e47dc68191f20ad547f06	H	T	120	103	H1,H2,H3	1200	0.2	7	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_043_case02_pos_05_PVRIG-39__pose07	case02_pos_05_PVRIG-39	PVRIG-39	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_05_PVRIG-39__pose07__cluster_1_model_7.pdb	995a0d6e2aec4820b69a57be3a3270c0b4c0a7d41adbf8ba2b40778d575a6d86	poses_ht_labeled/FPMPNN_043_case02_pos_05_PVRIG-39__pose07.pdb	593284da61fc6f1418d249dd9b29cf820126043689e1569e55d2cad46f2226b0	H	T	120	103	H1,H2,H3	1200	0.2	1	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_044_case02_pos_05_PVRIG-39__pose08	case02_pos_05_PVRIG-39	PVRIG-39	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_05_PVRIG-39__pose08__cluster_1_model_8.pdb	3366c2ce5b92b6a1b7aacdc76cb611b0946c62fa4904b5936eac676ee131080f	poses_ht_labeled/FPMPNN_044_case02_pos_05_PVRIG-39__pose08.pdb	57dfd8cce441218dcd7b88f897c8c74e534b9d745b5492f224a5b2321de204d9	H	T	120	103	H1,H2,H3	1200	0.2	2	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_045_case02_pos_05_PVRIG-39__pose09	case02_pos_05_PVRIG-39	PVRIG-39	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_05_PVRIG-39__pose09__cluster_1_model_9.pdb	f4e9df66535820d7b12a8237fde93350ce810dc9da52930e5a2248bb3b339f60	poses_ht_labeled/FPMPNN_045_case02_pos_05_PVRIG-39__pose09.pdb	5686f0622c4502e4c6cdd083d39ac57e82872b42176df8dae3dc3d0031be2d68	H	T	120	103	H1,H2,H3	1200	0.2	3	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_046_case02_pos_06_20H5__pose01	case02_pos_06_20H5	20H5	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_06_20H5__pose01__cluster_1_model_1.pdb	e154fd6dbc70db87efbd004d2b0f08251255ee544b219e08ab30cad0fea1be4f	poses_ht_labeled/FPMPNN_046_case02_pos_06_20H5__pose01.pdb	0ef3914e644e1fb81a02d06011b6276bced9265c10656823ee9addc25a238b31	H	T	121	103	H1,H2,H3	1200	0.2	4	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_047_case02_pos_06_20H5__pose02	case02_pos_06_20H5	20H5	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_06_20H5__pose02__cluster_1_model_2.pdb	5cf9f47cb73c753c7ce1d7c384d684e7e3dacbae342f8f1669966eb85ded8f3f	poses_ht_labeled/FPMPNN_047_case02_pos_06_20H5__pose02.pdb	19b20297a1da190f33c97be01d6ba9463645a39d450b3c03ce7fff3909a36ca2	H	T	121	103	H1,H2,H3	1200	0.2	5	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_048_case02_pos_06_20H5__pose03	case02_pos_06_20H5	20H5	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_06_20H5__pose03__cluster_1_model_3.pdb	9219d11d8df7fcbbb372d2f7081de827089c713a350765c270a30aa06061c090	poses_ht_labeled/FPMPNN_048_case02_pos_06_20H5__pose03.pdb	fe0045f6f3bf055495efa0d4b678efeab20b3c881351398d7f4fece65bdccaac	H	T	121	103	H1,H2,H3	1200	0.2	6	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_049_case02_pos_06_20H5__pose04	case02_pos_06_20H5	20H5	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_06_20H5__pose04__cluster_1_model_4.pdb	b0b5cdc2815ceaf43cabd717a8ef694046773d7017f91aeb301f9906c63aedef	poses_ht_labeled/FPMPNN_049_case02_pos_06_20H5__pose04.pdb	cdf4545dc58b8ab36fbe56c53836dfa8ca2c334fa13ab50d41ea81cab572751e	H	T	121	103	H1,H2,H3	1200	0.2	7	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_050_case02_pos_06_20H5__pose05	case02_pos_06_20H5	20H5	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_06_20H5__pose05__cluster_1_model_5.pdb	9e5a9cc9b617963273ad4c0d451ccc3b4015e20890e31bb3359c04febde7b358	poses_ht_labeled/FPMPNN_050_case02_pos_06_20H5__pose05.pdb	34719db03f5b12833a653decf1e9f2d52ae91fd3a6ac8cf23d98cd3259dc06cb	H	T	121	103	H1,H2,H3	1200	0.2	1	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_051_case02_pos_06_20H5__pose06	case02_pos_06_20H5	20H5	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_06_20H5__pose06__cluster_1_model_6.pdb	6aef20970b66a57a0bd847f7630bf63ccdc4c19759d33af4509e3b64881b2c81	poses_ht_labeled/FPMPNN_051_case02_pos_06_20H5__pose06.pdb	9129a7004823e1c124ac2ec97d568b7953324e3db887ba8f8eb13b66016594d3	H	T	121	103	H1,H2,H3	1200	0.2	2	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_052_case02_pos_06_20H5__pose07	case02_pos_06_20H5	20H5	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_06_20H5__pose07__cluster_1_model_7.pdb	0fe21a4eb46deaff4e61e0ce5be631b48bdd8f2ecab764deaaf7416143c6d799	poses_ht_labeled/FPMPNN_052_case02_pos_06_20H5__pose07.pdb	5c26bbdbab810e7425e636f745ed7b1a33733a81181ede7f9323329ad25ddcc4	H	T	121	103	H1,H2,H3	1200	0.2	3	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_053_case02_pos_06_20H5__pose08	case02_pos_06_20H5	20H5	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_06_20H5__pose08__cluster_2_model_1.pdb	aac5ab624fde1bd1add6d7670293441a36e7630f3ebd426fd48b94e6c1992910	poses_ht_labeled/FPMPNN_053_case02_pos_06_20H5__pose08.pdb	fb5b1c7360bc38431e407b361b9f4aff5512e915443c0121ee2888e82d1b684b	H	T	121	103	H1,H2,H3	1200	0.2	4	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_054_case02_pos_06_20H5__pose09	case02_pos_06_20H5	20H5	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_06_20H5__pose09__cluster_3_model_1.pdb	3c127b35fc594f4f9c53133f7bafdb8217da8cb8463bc11af08de28777d1272b	poses_ht_labeled/FPMPNN_054_case02_pos_06_20H5__pose09.pdb	4ea9e11d303690b7cfa7b6eca847829c1155eafd8b659ccdc2d441ea4434c03a	H	T	121	103	H1,H2,H3	1200	0.2	5	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_055_case02_pos_07_30H2__pose01	case02_pos_07_30H2	30H2	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_07_30H2__pose01__cluster_1_model_1.pdb	16d3961d52699b03ecb8484aaea98361a90cadddbae264a4829b3293cf79202f	poses_ht_labeled/FPMPNN_055_case02_pos_07_30H2__pose01.pdb	04ebf545e272bcde6e68e8ba1e53588d2ff34ed3e8287baeb99b5dae10d58f92	H	T	121	103	H1,H2,H3	1200	0.2	6	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_056_case02_pos_07_30H2__pose02	case02_pos_07_30H2	30H2	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_07_30H2__pose02__cluster_2_model_1.pdb	7bbd43e0f5b152a2274dee2a9ee2279644425e98a9c455236ee6d3da1e36535d	poses_ht_labeled/FPMPNN_056_case02_pos_07_30H2__pose02.pdb	4a18a1b2e07eaf0adfec0744a4751e33ad076d260216bae9d639b4fe4a45b64b	H	T	121	103	H1,H2,H3	1200	0.2	7	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_057_case02_pos_07_30H2__pose03	case02_pos_07_30H2	30H2	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_07_30H2__pose03__cluster_2_model_2.pdb	20dec7698116bf6b530a31ba705c6077e42c4795991fc8003a9e8c198c0d737e	poses_ht_labeled/FPMPNN_057_case02_pos_07_30H2__pose03.pdb	dfd8a6a20aa0581bee66f84925b32173d56f20f7aafc81fe5a4979b5a1e845be	H	T	121	103	H1,H2,H3	1200	0.2	1	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_058_case02_pos_07_30H2__pose04	case02_pos_07_30H2	30H2	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_07_30H2__pose04__cluster_2_model_3.pdb	e74f8c65fc717085bb5628d4934d465acb20f797d6519e552c8db3e2123bc05e	poses_ht_labeled/FPMPNN_058_case02_pos_07_30H2__pose04.pdb	5570a01e71141b899cc870efbafe55f008e1f3a749f27aa0aee05e6bbe0508e6	H	T	121	103	H1,H2,H3	1200	0.2	2	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_059_case02_pos_07_30H2__pose05	case02_pos_07_30H2	30H2	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_07_30H2__pose05__cluster_2_model_4.pdb	9c238f1b715b8ff2146a08dbbdcfc217bb849718ffee2a5e32c61a8245866afd	poses_ht_labeled/FPMPNN_059_case02_pos_07_30H2__pose05.pdb	fedfa7397c4e686fced40e1462cf4df1860e3a907d1a57b2e56f1936d22fe6ec	H	T	121	103	H1,H2,H3	1200	0.2	3	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_060_case02_pos_07_30H2__pose06	case02_pos_07_30H2	30H2	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_07_30H2__pose06__cluster_3_model_1.pdb	efb343535f4bab5b53f25168219066ce87dc28f494a90cf99f0dba0286e733d5	poses_ht_labeled/FPMPNN_060_case02_pos_07_30H2__pose06.pdb	393c7d4c1c462df8aa91e03f2e1282229e8265af2ea8201644aa00eba3d90e0e	H	T	121	103	H1,H2,H3	1200	0.2	4	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_061_case02_pos_07_30H2__pose07	case02_pos_07_30H2	30H2	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_07_30H2__pose07__cluster_4_model_1.pdb	fea131c8f9f1c22cd60ac9a6fdb11247cd3e59d213522024a8368fcadec03ddf	poses_ht_labeled/FPMPNN_061_case02_pos_07_30H2__pose07.pdb	37df865dba334afa275f432f80246977fcf9fdaec6a1ceeb9c658413aae4493d	H	T	121	103	H1,H2,H3	1200	0.2	5	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_062_case02_pos_07_30H2__pose08	case02_pos_07_30H2	30H2	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_07_30H2__pose08__cluster_4_model_2.pdb	fdfcf8601eb37c08c0bd7c0983b123fb91020ef54cf4cfb1115095fae537d41d	poses_ht_labeled/FPMPNN_062_case02_pos_07_30H2__pose08.pdb	00b572556c48c030c595894dc84866530c51247703660cfdf6ca22f6af25708c	H	T	121	103	H1,H2,H3	1200	0.2	6	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_063_case02_pos_07_30H2__pose09	case02_pos_07_30H2	30H2	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_07_30H2__pose09__cluster_4_model_3.pdb	ace92bf0e74f0a25f6079dfec91af4664ade867ee3a714ee5b9e801ea5b66059	poses_ht_labeled/FPMPNN_063_case02_pos_07_30H2__pose09.pdb	f37ace55c3b50deb2e0f52bfef91ed82500248f0e882cc7a5a7b0f44bcf534d0	H	T	121	103	H1,H2,H3	1200	0.2	7	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_064_case02_pos_08_39H2__pose01	case02_pos_08_39H2	39H2	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_08_39H2__pose01__cluster_1_model_1.pdb	1f582aa5f33bd61baf87e0dca36fb89a256e6a208540b0acc8e504ecd06b63b2	poses_ht_labeled/FPMPNN_064_case02_pos_08_39H2__pose01.pdb	a39527f8fdb5eb70478049702f19326284f44327f611b6a2bca427908afa2a1d	H	T	120	103	H1,H2,H3	1200	0.2	1	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_065_case02_pos_08_39H2__pose02	case02_pos_08_39H2	39H2	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_08_39H2__pose02__cluster_2_model_1.pdb	96b7484d5ed4b370db01b50929e477082487870fbd2a942b93548bc078641bfd	poses_ht_labeled/FPMPNN_065_case02_pos_08_39H2__pose02.pdb	5fc1fad076c996c158a1e00b1bdb96812172b1e214cc00fa57a591a046c749d0	H	T	120	103	H1,H2,H3	1200	0.2	2	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_066_case02_pos_08_39H2__pose03	case02_pos_08_39H2	39H2	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_08_39H2__pose03__cluster_3_model_1.pdb	46cc0fd796c6f365a40ff5ada12605af159e6019aac2c737424baba203a8c75c	poses_ht_labeled/FPMPNN_066_case02_pos_08_39H2__pose03.pdb	399c7d65fb0672862a496e09f5966d39339c82f59b351b4ef4ad2c808588122d	H	T	120	103	H1,H2,H3	1200	0.2	3	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_067_case02_pos_08_39H2__pose04	case02_pos_08_39H2	39H2	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_08_39H2__pose04__cluster_3_model_2.pdb	4e79dc6d47414b457c943cafccb3addb4c963857e66c8e43a7fe7d4f363a3094	poses_ht_labeled/FPMPNN_067_case02_pos_08_39H2__pose04.pdb	3d7aa35c55320be1e0751adbb953d9319d35eef363579b5b5e809dbc9dc41f2e	H	T	120	103	H1,H2,H3	1200	0.2	4	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_068_case02_pos_08_39H2__pose05	case02_pos_08_39H2	39H2	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_08_39H2__pose05__cluster_4_model_1.pdb	af2cd1f6e6c798faa8baf21b35bed22939e29b66fa2845c8598e23cd9d483bcc	poses_ht_labeled/FPMPNN_068_case02_pos_08_39H2__pose05.pdb	9d74983c0d02f1f61b4103d8974bcb4929036cce9db6076744de3c8e9c2f507f	H	T	120	103	H1,H2,H3	1200	0.2	5	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_069_case02_pos_08_39H2__pose06	case02_pos_08_39H2	39H2	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_08_39H2__pose06__cluster_4_model_2.pdb	768979232c173d800934d653fde17fe0aef4272fb3a8d97e3cc7082f119c635e	poses_ht_labeled/FPMPNN_069_case02_pos_08_39H2__pose06.pdb	c3ea4845bed23c5efa03a7699f066f566f0cae5794d83a8cbe2d746a8da0912c	H	T	120	103	H1,H2,H3	1200	0.2	6	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_070_case02_pos_08_39H2__pose07	case02_pos_08_39H2	39H2	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_08_39H2__pose07__cluster_4_model_3.pdb	bccc7b8f07f462f2295114fb360ed82c50a01446cb35c3d130bac4c643d67bc0	poses_ht_labeled/FPMPNN_070_case02_pos_08_39H2__pose07.pdb	426c49b451b2349f019415db3c62b797a19b37af00ce811b27edb536ecac0689	H	T	120	103	H1,H2,H3	1200	0.2	7	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_071_case02_pos_08_39H2__pose08	case02_pos_08_39H2	39H2	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_08_39H2__pose08__cluster_5_model_1.pdb	156520f1dea567fa2f8fb34c6f7bb61dec303248aacc5c60afdc773267fb801b	poses_ht_labeled/FPMPNN_071_case02_pos_08_39H2__pose08.pdb	4d47c35cce246315996a23cb61e4a179ecd71acc086d75f5ef5e08e424c48257	H	T	120	103	H1,H2,H3	1200	0.2	1	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_072_case02_pos_08_39H2__pose09	case02_pos_08_39H2	39H2	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_08_39H2__pose09__cluster_6_model_1.pdb	d7a0a4dd4ff3011fc6446ba39d6ade7d60b3d86709d47aac7af8351fc334febe	poses_ht_labeled/FPMPNN_072_case02_pos_08_39H2__pose09.pdb	b1b2d80c574275a495774d5a2db4f8a23dc36d6b43698cedb968e5be80187c2e	H	T	120	103	H1,H2,H3	1200	0.2	2	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_073_case02_pos_09_39H4__pose01	case02_pos_09_39H4	39H4	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose01__cluster_1_model_1.pdb	d51d7d74554fec85431730828ba276ccdb1c5beae1ba02b1a35724b52520aa98	poses_ht_labeled/FPMPNN_073_case02_pos_09_39H4__pose01.pdb	49dd6906b75bb7f031346c85c3b9e2662ac3fb9f1cbf8882f4b630b19890d727	H	T	120	103	H1,H2,H3	1200	0.2	3	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_074_case02_pos_09_39H4__pose02	case02_pos_09_39H4	39H4	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose02__cluster_2_model_1.pdb	f5811082968c1ca2d0b9237f84e71fb374cdeb1fc164b21b36dd5b56374ad6de	poses_ht_labeled/FPMPNN_074_case02_pos_09_39H4__pose02.pdb	1540dafe6d4c4df13509bc49d84cb960ad08f0c8559d6fe1a2ec0c45f88c43f6	H	T	120	103	H1,H2,H3	1200	0.2	4	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_075_case02_pos_09_39H4__pose03	case02_pos_09_39H4	39H4	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose03__cluster_2_model_2.pdb	ec1f10ec0f33a64d5aacde8976f7f7063eb4f96a5e92313c5315c233ce79ed92	poses_ht_labeled/FPMPNN_075_case02_pos_09_39H4__pose03.pdb	7110fbcb543ea6b0b2516a2968d322ee2e8b5c6e5c8d750093acfec82eb6b8aa	H	T	120	103	H1,H2,H3	1200	0.2	5	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_076_case02_pos_09_39H4__pose04	case02_pos_09_39H4	39H4	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose04__cluster_2_model_3.pdb	f864d3cd58c01204137f234c528aa4c2da3e05c9c102198590146902fff311d4	poses_ht_labeled/FPMPNN_076_case02_pos_09_39H4__pose04.pdb	e3fd2d5adb8135907b0136aea756341209cce198758715e583df6eb3a4ea3471	H	T	120	103	H1,H2,H3	1200	0.2	6	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_077_case02_pos_09_39H4__pose05	case02_pos_09_39H4	39H4	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose05__cluster_2_model_4.pdb	11a5652dfa3bac2f2b644e33543f6ccee2de2d4a92ac1b7938a675be257d1df7	poses_ht_labeled/FPMPNN_077_case02_pos_09_39H4__pose05.pdb	4a8cbeafe55d7975e6e0350593a9e4f0e66c8addc31c6623e74a358d65225f00	H	T	120	103	H1,H2,H3	1200	0.2	7	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_078_case02_pos_09_39H4__pose06	case02_pos_09_39H4	39H4	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose06__cluster_2_model_5.pdb	af71a3db6e1d2591a179a167739da39ce7493f26d03f54d02c8013580b3b1c15	poses_ht_labeled/FPMPNN_078_case02_pos_09_39H4__pose06.pdb	6d3d6b9fdadf6c7d54edf5573d27d5393125dba694d2f3b78b8996dd407a5be0	H	T	120	103	H1,H2,H3	1200	0.2	1	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_079_case02_pos_09_39H4__pose07	case02_pos_09_39H4	39H4	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose07__cluster_2_model_6.pdb	4cc86b62414edfd374e22de1f252b271c910911a94c1422742fe92f4e89951e1	poses_ht_labeled/FPMPNN_079_case02_pos_09_39H4__pose07.pdb	61e37a2d02caa6442d5e560df89414093d298e07d8af9ccb162e20686442c08d	H	T	120	103	H1,H2,H3	1200	0.2	2	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_080_case02_pos_09_39H4__pose08	case02_pos_09_39H4	39H4	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose08__cluster_2_model_7.pdb	6a8f7d4baf4acd9754d11f17e138f23c4cd52b3eca918cf5bc43abd06bacd509	poses_ht_labeled/FPMPNN_080_case02_pos_09_39H4__pose08.pdb	b974f584f859a682185042a0d1b8416cce18f29c1eef1f8b1243ceaa9a5a9f17	H	T	120	103	H1,H2,H3	1200	0.2	3	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_081_case02_pos_09_39H4__pose09	case02_pos_09_39H4	39H4	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_09_39H4__pose09__cluster_3_model_1.pdb	56d7871f2b6045b127e6a21535fe00c4dd9b1bdc54f4707e98c8ba829448149a	poses_ht_labeled/FPMPNN_081_case02_pos_09_39H4__pose09.pdb	f892f5f0e156d0e97ff6c2040f44ea0fc88746212cd0458e91f666a193cc92a6	H	T	120	103	H1,H2,H3	1200	0.2	4	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_082_case02_pos_10_151H7__pose01	case02_pos_10_151H7	151H7	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose01__cluster_1_model_1.pdb	5b8fae335126f3d6a6fc698a0cd3175f0a66c35d431edf6192225938a90f7997	poses_ht_labeled/FPMPNN_082_case02_pos_10_151H7__pose01.pdb	843d1c6ff18efa0d1741ea2ec12b629688e65994f619a4b0d6c16f1c4a4f8440	H	T	127	103	H1,H2,H3	1200	0.2	5	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_083_case02_pos_10_151H7__pose02	case02_pos_10_151H7	151H7	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose02__cluster_1_model_2.pdb	e6d3d94cbcfa8e0c1cea398a8068956490e8ec4bb86c29af23d3334262f2c5df	poses_ht_labeled/FPMPNN_083_case02_pos_10_151H7__pose02.pdb	27c2d5ec764e4c64f821bf5530b31fb82c7e5d1da0963490cf8dae0f6b919a5e	H	T	127	103	H1,H2,H3	1200	0.2	6	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_084_case02_pos_10_151H7__pose03	case02_pos_10_151H7	151H7	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose03__cluster_1_model_3.pdb	c6944959b7aa432eb77c9f6fb0d5008e982cf544bfb04f1a6974e95c31a24b76	poses_ht_labeled/FPMPNN_084_case02_pos_10_151H7__pose03.pdb	a96930f291d26721524f68b3d22ba94ee6eec6ed31cedaefc6e9161712673eda	H	T	127	103	H1,H2,H3	1200	0.2	7	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_085_case02_pos_10_151H7__pose04	case02_pos_10_151H7	151H7	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_10_151H7__pose04__cluster_2_model_1.pdb	014df9761c4e392974a8803cc82e1205d161d752415195fdf14b6d12a0d9e830	poses_ht_labeled/FPMPNN_085_case02_pos_10_151H7__pose04.pdb	31ba8564e8cb9cef557f0a6a9475cc26f75593c443c70c2effc6165bfeecc440	H	T	127	103	H1,H2,H3	1200	0.2	1	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
