final_rank	top10_rank	candidate_id	conformation	seed	state	representative_model	pdb_path	pdb_sha256	archive_path	archive_symlink	archive_sha256	haddock_score	representative_pair_label
13		P1MCPUFP__CPUFP500K_0380__00771	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__8x6b__s1931__cluster_1_model_1.pdb	91eaccdf0f3c7ca9bdf6cf42ead603855bfb5a8391e44a413d791302116d2201	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_8x6b_s1931_4e14039fe9ae.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_8x6b_s1931_4e14039fe9ae.tar.gz	a22831ad91d6635be0d0d46e44037cb7a46b76de95d4efcd621dcdc0604be929	-72.645	STRICT_A
13		P1MCPUFP__CPUFP500K_0380__00771	8x6b	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__8x6b__s3047__cluster_1_model_1.pdb	9aab415b3f611acf3933620f8939048070b2c43ef5b6a5cd16c7d32e3ea0e75f	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_8x6b_s3047_7caa51129264.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_8x6b_s3047_7caa51129264.tar.gz	ba3d753d5dbea5563fe48ea1a787978181ea6251513db7253c0fd6d542fe218f	-69.10194	STRICT_A
13		P1MCPUFP__CPUFP500K_0380__00771	9e6y	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__9e6y__s42__cluster_1_model_1.pdb	f32cb6f2056ae3d83e6eb07a4b45b1ae015dd74df7866250382d37f8e196472a	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_9e6y_s42_1308c3ee4a42.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_9e6y_s42_1308c3ee4a42.tar.gz	f110e4c4cd5d8eb7f622aea4d7814c449be4aaa5daa55e370bc5def4462c95ca	-68.1763	STRICT_A
13		P1MCPUFP__CPUFP500K_0380__00771	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__9e6y__s917__cluster_1_model_1.pdb	b179cebc0274202a24e20ea18330cc30f1c059492194eb1a427c0dd8ffad331f	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_9e6y_s917_a7d3c8b45ed7.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_9e6y_s917_a7d3c8b45ed7.tar.gz	c8b916d0f75b22769e3f19355ed118c4379c8bfbaf5ddc3013edc6f5c4e53a19	-80.25059999999999	STRICT_A
13		P1MCPUFP__CPUFP500K_0380__00771	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__9e6y__s1931__cluster_1_model_1.pdb	43b1931b8a0b8ddfdbe874e29aeda95ec3178c1c22e1c133356847ec08b03327	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_9e6y_s1931_3b1e0df7ed87.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_9e6y_s1931_3b1e0df7ed87.tar.gz	de6e93d635cb84b4a8180417f517d264b482e4718edeedf9894bc273bd722998	-96.09540000000001	STRICT_A
13		P1MCPUFP__CPUFP500K_0380__00771	9e6y	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__9e6y__s3047__cluster_1_model_1.pdb	07c59269c6c3249292c2160d60be5ab21377a455d6d70802f85a02781ec95f34	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_9e6y_s3047_303524a6c349.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0380__00771_9e6y_s3047_303524a6c349.tar.gz	b981f507edf4b8d71f9e78a43a45c882c36b786920f6e2e4c32b884a67dcccb7	-65.41140000000001	STRICT_A
14		P1MCPUFP__CPUFP500K_0404__00029	8x6b	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__8x6b__s42__cluster_1_model_1.pdb	f16f7b8e63121984edddcdd2348b25efe7904677c49bbea2b83f409a9acda22c	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s42_c3f60105f2ed.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s42_c3f60105f2ed.tar.gz	1fbb96490dca8e0b2d02fe4287aa6eaf8f6861bf502aac775183d7544827708c	-83.4477	STRICT_A
14		P1MCPUFP__CPUFP500K_0404__00029	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__8x6b__s917__cluster_1_model_1.pdb	56959d0174579438a647d973298ea622b72bbe80cea3b5a3b21590027f3a6359	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s917_544f4c3d4f0b.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s917_544f4c3d4f0b.tar.gz	21ed893a25e588c23eec716ba4cd3bef81db8349961bc6adc3750aacfe3a3b7f	-90.0101	STRICT_A
14		P1MCPUFP__CPUFP500K_0404__00029	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__8x6b__s1931__cluster_1_model_1.pdb	64ef1fd2c1fe43b7140de03a695548390124d463c8870693a93b7eff55110c6e	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s1931_162787bb168d.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s1931_162787bb168d.tar.gz	aad985e163080a2f905cc41de446e9ac4425f2219e86b314bf18dbfd3314bf98	-78.19420000000002	STRICT_A
14		P1MCPUFP__CPUFP500K_0404__00029	8x6b	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__8x6b__s3047__cluster_1_model_1.pdb	52804a6286dff66abc117f2d4d12aedc2a926873b73c053e235863d4868ae6e1	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s3047_162b400ff92e.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s3047_162b400ff92e.tar.gz	6299892b467aed7ea0ed78139c9da8ce083f4466b81aa2b87875c477ddb86384	-65.2219	STRICT_A
14		P1MCPUFP__CPUFP500K_0404__00029	9e6y	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__9e6y__s42__cluster_1_model_1.pdb	07a93c24572fabf9842c2e77a452438d166a60d3528291c015b9af6689b0b2bb	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_9e6y_s42_28043d27ca14.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_9e6y_s42_28043d27ca14.tar.gz	e416986c3a17766f4a941fdaf1d6c46e16916fe9712285691a8d755b229fad8a	-73.7602	STRICT_A
14		P1MCPUFP__CPUFP500K_0404__00029	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__9e6y__s917__cluster_1_model_1.pdb	87750f81603eca35a294bcfe6d2ab720583bc9baeaa6c95f4aebd203b0a592ea	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_9e6y_s917_428d475a7ad5.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_9e6y_s917_428d475a7ad5.tar.gz	d1875b73927adc6fda4591ff1adfb77ada0d339b46a80a7ce02e905e066fa2fe	-59.122800000000005	STRICT_A
14		P1MCPUFP__CPUFP500K_0404__00029	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__9e6y__s1931__cluster_1_model_1.pdb	5e147c5ed0eb9df8c27a30e2e4f1e268956e6d073af563bdecd9eb37a1db638f	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_9e6y_s1931_08cdeabd4b81.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_9e6y_s1931_08cdeabd4b81.tar.gz	04925919297471be0a17030a484444d38b7cbe7cc3880e2c6d52edabb8d8a108	-59.74989	STRICT_A
14		P1MCPUFP__CPUFP500K_0404__00029	9e6y	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__9e6y__s3047__cluster_1_model_1.pdb	3e740f09d8aad3fb2453b8dde36c70ba344725ec6972fdc4d2f339b02b2ece79	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_9e6y_s3047_4f0b0c0e02aa.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_9e6y_s3047_4f0b0c0e02aa.tar.gz	6d0ebfeff7a960b1096e8cef8bf51a471f773c9bbf2ad90831791e8c496d7862	-71.56943000000001	STRICT_A
15		P1MCPUFP__CPUFP500K_0188__00549	8x6b	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__8x6b__s42__cluster_1_model_1.pdb	87cf97aba067a5ca45c6f784807a982161165578f263105e5ce10709295f838d	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_8x6b_s42_34b244170d60.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_8x6b_s42_34b244170d60.tar.gz	35ae253aa80ccd60a568305f0ce6a0c371df30e6dc64fdc68dcb0841cb05f3a2	-110.59700000000001	STRICT_A
15		P1MCPUFP__CPUFP500K_0188__00549	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__8x6b__s917__cluster_1_model_1.pdb	d19580c2d5bde9e95ce2e602e1c24862592509b48bfb8694e6ea19435883f996	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_8x6b_s917_2881411fb4f4.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_8x6b_s917_2881411fb4f4.tar.gz	9f0726a89c66e58def12b56c65f638c5464529b1be7847156d25404daebbaaaa	-95.21249999999999	STRICT_A
15		P1MCPUFP__CPUFP500K_0188__00549	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__8x6b__s1931__cluster_1_model_1.pdb	5771a4aafa31742fff2a4ce403bbc924b342b3d92ff785f36fd1cccf0edcbd21	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_8x6b_s1931_de830fe00bbf.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_8x6b_s1931_de830fe00bbf.tar.gz	d86229400ecfd8bcc8f11916e39979678bb0be012434b3fb221fc3395e65aabd	-104.9177	STRICT_A
15		P1MCPUFP__CPUFP500K_0188__00549	8x6b	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__8x6b__s3047__cluster_1_model_1.pdb	80637ab905360e6f0bc318a9a0a4834e31fc13c8e5f670f5d9044c8d25dab57f	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_8x6b_s3047_531f98faac2e.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_8x6b_s3047_531f98faac2e.tar.gz	035a8f06fbc431ab08a41fc28b630c951f857e6545db6c8680dfa792c2c2ef43	-94.9428	STRICT_A
15		P1MCPUFP__CPUFP500K_0188__00549	9e6y	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__9e6y__s42__cluster_1_model_1.pdb	f01dfb659ce0896b41a588d6161a10b92502f9777a248f6968c8e096953c8114	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_9e6y_s42_1bd605a088bc.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_9e6y_s42_1bd605a088bc.tar.gz	ced63ce019fec4c94ec016eae6c8b7cd7f95211be7f61e2cf1579f01d4e26bf4	-105.26950000000001	STRICT_A
15		P1MCPUFP__CPUFP500K_0188__00549	9e6y	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__9e6y__s917__cluster_1_model_1.pdb	3afb380012addae5df07fd9071f344cb6514ee6a37e2e8ea486f96521700b656	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_9e6y_s917_f6634c199d4f.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_9e6y_s917_f6634c199d4f.tar.gz	82b287e8e1247b0109eec2dddd31dd3c88a677544064bf8ac05324b377ed9dac	-86.89020000000002	STRICT_A
15		P1MCPUFP__CPUFP500K_0188__00549	9e6y	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__9e6y__s1931__cluster_1_model_1.pdb	fa4b74b4599cc6f004f0f0efc3f2e9db46e51ce2ae739243c1a8d6720df1002b	/data1/qlyu/projects/pvrig_c2_new6220_dualreceptor_2seed_docking_results_v1_20260723/c2_new4220/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_9e6y_s1931_a24379431c99.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_9e6y_s1931_a24379431c99.tar.gz	0a351696e9342cd0669954308044d58adba4f5294b199436fe731bb92129bfaf	-88.82190000000001	STRICT_A
15		P1MCPUFP__CPUFP500K_0188__00549	9e6y	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__9e6y__s3047__cluster_1_model_1.pdb	e2551bca299d0085a1954641eac78f059ae905ebd242d996434c65be3afe738c	/data1/qlyu/projects/pvrig_c2_new4220_seed42_3047_docking_results_v1_20260723/c2_new4220_seed42_3047/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_9e6y_s3047_ee614e9d888f.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0188__00549_9e6y_s3047_ee614e9d888f.tar.gz	935ee3ff5f2b1f7cb2c233ccfd2398fe291d82521b5d6570078fe53b2572738f	-95.202	STRICT_A
16		P1MCPUFP__CPUFP500K_0100__00383	8x6b	42	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__8x6b__s42__cluster_1_model_1.pdb	fac0c0b1915380d482c8d9890e95b476bb0d657972f88140dc3ae1f0f7aea2f4	/data1/qlyu/projects/pvrig_top200_common4_seed_completion106_docking_results_v1_20260725/top200_seed_completion/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0100__00383_8x6b_s42_bad4de10e471.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0100__00383_8x6b_s42_bad4de10e471.tar.gz	f1d642d5d807c7b07be7c5bfe61f3bc14ac11454692fe1f4fd5fb85b21705390	-65.52449999999999	STRICT_A
16		P1MCPUFP__CPUFP500K_0100__00383	8x6b	917	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__8x6b__s917__cluster_1_model_1.pdb	fed3cdfc897b2d3db96efb9fccf5d81274c731dea5d1194a8882d2895d8a4e47	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_docking_results_v1_20260722/top7500_25k/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0100__00383_8x6b_s917_29c9e267245d.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0100__00383_8x6b_s917_29c9e267245d.tar.gz	10da9353c42ddde7bcc94e07c62bbb306bf19098b234a10d15660b03205d4d8c	-62.459559999999996	STRICT_A
16		P1MCPUFP__CPUFP500K_0100__00383	8x6b	1931	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__8x6b__s1931__cluster_1_model_1.pdb	5059211a2f6526f0852781bddb9f3cd6b8f25dd4cbce7a19a9ba2f84d1731f5a	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_docking_results_v1_20260722/top7500_25k/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0100__00383_8x6b_s1931_53562365f0ab.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0100__00383_8x6b_s1931_53562365f0ab.tar.gz	721901dc41722ed2b91058baf714fa4ad59ec5a47529c6582df3a4e5f0dfa34a	-68.9424	STRICT_A
16		P1MCPUFP__CPUFP500K_0100__00383	8x6b	3047	SUCCESS	cluster_1_model_1.pdb.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__8x6b__s3047__cluster_1_model_1.pdb	bd4bc138b6fa084c3d15d8c2011131d74f7aed992b8f420c0e720fc2aad074a7	/data1/qlyu/projects/pvrig_top200_common4_seed_completion106_docking_results_v1_20260725/top200_seed_completion/compressed_queue/CANDIDATE_P1MCPUFP__CPUFP500K_0100__00383_8x6b_s3047_0a9cfbc45606.tar.gz	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/archives/CANDIDATE_P1MCPUFP__CPUFP500K_0100__00383_8x6b_s3047_0a9cfbc45606.tar.gz	701ce1e9b26067f8d0030ed992161aaffdc6bf54906562ae2831c78ea454ce0d	-69.95933000000001	STRICT_A
