schema_version	portfolio_role	candidate_id	sequence_sha256	parent_framework_cluster	target_patch_id	design_mode	sequence_prediction	structure_prediction	sequence_rank	structure_rank	sequence_rank_percentile	structure_rank_percentile	rank_delta_sequence_minus_structure	claim_boundary
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00231__B_LOWER__H1H3__B06__M00	c2b7de4a11363e6adc8a451678a35776557e604776973d407bbd364ef5499845	C0162	B_LOWER	H1H3	0.563424949859	0.548823520926	445	781	0.663381349507	0.408642911296	-336	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00231__B_LOWER__H3__B05__M02	8a4a2c9848affe5a79e7099fc91220b0aa2129c83dbd86bf577f6ff44dc15549	C0162	B_LOWER	H3	0.564730732742	0.558001332207	427	644	0.677028051554	0.512509476876	-217	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00231__B_LOWER__H3__B06__M02	a005270db0620dad0ae13fcfc9396fe4c7483c8effb64163e14e1c3ab5a9871b	C0162	B_LOWER	H3	0.569565418775	0.548116028644	358	793	0.729340409401	0.399545109932	-435	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00231__C_CROSS__H1H3__B11__M00	416149dd9d29af58fabd53b33086213b5ac64e33020acdf6a965ecc1f4260516	C0162	C_CROSS	H1H3	0.573186425186	0.555348031104	307	699	0.768006065201	0.470811220622	-392	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00231__C_CROSS__H1H3__B00__M02	3ef20ec155ccc6f63500251ce0d42911643e630932b815eeab30e0b9e07b0357	C0162	C_CROSS	H1H3	0.563190252802	0.545634665566	449	821	0.660348749052	0.378316906748	-372	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00231__C_CROSS__H3__B10__M01	4481de7affde3a09776975532ed859e3d0d7ecbf329b683449b55eee2bb81516	C0162	C_CROSS	H3	0.567448920209	0.549960768758	384	765	0.709628506444	0.420773313116	-381	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00231__C_CROSS__H3__B04__M02	f5ca1e9e0d9a5817a49c38bf8c8a84c2a9e1029660a201e33206ce6093e6dca1	C0162	C_CROSS	H3	0.555099535591	0.522769561754	633	1110	0.520849128127	0.159211523882	-477	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B04__M01	72af12716b0503d222f326cfb5b19ee97c60b3354a5c6fe0843c1475850dd22d	C0176	A_CENTER	H1H3	0.552358206972	0.579142416218	694	163	0.47460197119	0.877179681577	531	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00257__A_CENTER__H1H3__B00__M00	95458f11e7eff723554992da3353f88f689147e74caf2866965f31e8a8e8b277	C0176	A_CENTER	H1H3	0.537013533312	0.582406464034	997	131	0.244882486732	0.901440485216	866	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00257__A_CENTER__H3__B09__M01	c9ad310b150048f2a056290592b1bcfc81a121e4075da5d1400996f94b9cd606	C0176	A_CENTER	H3	0.551534556454	0.581550620903	722	140	0.453373768006	0.894617134193	582	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00257__A_CENTER__H3__B05__M02	d36e50cefb2838e503cfcd9e8d32ce4d5bffc7fb10222428b43c040275e2b483	C0176	A_CENTER	H3	0.537422355628	0.57956825568	991	155	0.249431387415	0.883244882487	836	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B10__M01	8dc6a09498e10903fd88ee22cb3d9ccca8f4b76461e40a85b7f28c22570c0aac	C0176	B_LOWER	H1H3	0.551335917721	0.582235289858	726	133	0.450341167551	0.899924184989	593	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00257__B_LOWER__H1H3__B00__M01	8bf862ff16cfbf197086348d7cb3f3819a8bf917cdac10cd28e6c9a629a2b4ef	C0176	B_LOWER	H1H3	0.540114494265	0.579860443132	951	152	0.279757391964	0.885519332828	799	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00257__B_LOWER__H3__B05__M01	0d2cba8e133eb94617eb5f75cf5d44b20442406464c3f637296b4a3dab29ef22	C0176	B_LOWER	H3	0.558936019249	0.576758236106	547	214	0.586050037908	0.838514025777	333	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00257__B_LOWER__H3__B11__M02	cbd298c13b8ad9c6c7322b3a4b36797a3c69b63a648d219be75524689e8fd7a0	C0176	B_LOWER	H3	0.539346244404	0.585085433185	965	121	0.269143290371	0.909021986353	844	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B05__M00	edef7ebd545ea09d5ad5e0c365fe7eac928020a998f80a86b2d2a89ed338ab96	C0176	C_CROSS	H1H3	0.553311403737	0.57785942433	677	194	0.487490523124	0.853677028052	483	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00257__C_CROSS__H1H3__B04__M02	7ebe0232a232ba106ab0fcab493f8e106acf74e94a38df552bb40db2d62e935e	C0176	C_CROSS	H1H3	0.535914690877	0.57630567984	1014	229	0.231993934799	0.827141774071	785	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00257__C_CROSS__H3__B10__M01	baa3aadf4ad90f78e45d36d7322e6a088cb659f3a8a0024bff21f6628ba2ea6a	C0176	C_CROSS	H3	0.559722759237	0.576220019815	529	232	0.599696739955	0.82486732373	297	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00257__C_CROSS__H3__B07__M00	ae0459a43cd5231852e274ca2c5931e3574e446bd7e9aec5af720a3317e7b6d2	C0176	C_CROSS	H3	0.542189251189	0.581741968774	915	137	0.307050796058	0.896891584534	778	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00423__A_CENTER__H1H3__B06__M00	033d111b376c4b8c3444b9db68767d361ddcbd6e801f0ff15370ec3c26bf3fc5	C0283	A_CENTER	H1H3	0.613348035477	0.611751234478	5	7	0.996967399545	0.995451099318	-2	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00423__A_CENTER__H1H3__B07__M01	36828ec7dd8b513e725368d432cc7c5652ef6bb6d104810b616cb3ffb106106b	C0283	A_CENTER	H1H3	0.58048282506	0.595176002524	220	91	0.833965125095	0.931766489765	129	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00423__A_CENTER__H3__B09__M00	d7b1267f805e405aa51dfded5073e2ee5a087ea98638627dfee0392b0c0d0418	C0283	A_CENTER	H3	0.605673137816	0.613175707727	28	3	0.979529946929	0.998483699773	25	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00423__A_CENTER__H3__B08__M01	68f7a532c232903de8f9625cca5136b4b6a407a218ae174e3f4b6450de123ad0	C0283	A_CENTER	H3	0.609932651374	0.594160241495	6	94	0.996209249431	0.929492039424	-88	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00423__B_LOWER__H1H3__B06__M01	d7ba1cfc76dd494000af470e329f424fc8d9142f2eecee1ca777e13d569a4181	C0283	B_LOWER	H1H3	0.606227363907	0.610658729614	23	11	0.983320697498	0.992418498863	12	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00423__B_LOWER__H1H3__B09__M02	99790cd828efd6a88778bf2da1f2c7e80766931277e7b47f0248e9635824d7b0	C0283	B_LOWER	H1H3	0.587329802905	0.599959451973	154	63	0.8840030326	0.952994692949	91	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00423__B_LOWER__H3__B09__M01	def977e7554b0f25921fabaada53896709eeb6bc36b8ba282e8db498f677144f	C0283	B_LOWER	H3	0.608797823172	0.611801276484	12	6	0.991660348749	0.996209249431	6	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00423__B_LOWER__H3__B02__M00	a75254cc81dc1b4b2a0c62b52598e2a4604381716b4f51967dbcfd86c26938f6	C0283	B_LOWER	H3	0.607780861615	0.581036789868	16	144	0.988627748294	0.891584533738	-128	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00423__C_CROSS__H1H3__B06__M02	8cd3964c08db2d66caf7e84d7f85f6d0a69ab39c4e2642007944a7638f7e6959	C0283	C_CROSS	H1H3	0.601668577404	0.612996557815	60	4	0.95526914329	0.997725549659	56	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00423__C_CROSS__H1H3__B11__M02	3eb8333307dc19a1cde3aba17e715f79765c50c9caf985699eb055c5f0cf066a	C0283	C_CROSS	H1H3	0.586135145628	0.60910880673	168	17	0.873388931008	0.98786959818	151	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00423__C_CROSS__H3__B11__M02	90e660de255e707fa6deccc2d833551e6cb0772b04f035c3df15c78eb125d12e	C0283	C_CROSS	H3	0.609353909002	0.61193663061	10	5	0.993176648976	0.996967399545	5	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00423__C_CROSS__H3__B06__M02	0435f8202230fbd15eda68bfb25f2e1a5e1d76a8f3465ba9f7930b0dd31f4609	C0283	C_CROSS	H3	0.60549618884	0.579031497985	30	165	0.978013646702	0.87566338135	-135	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00508__A_CENTER__H1H3__B00__M00	42ea7c6a5497209e86788cc7b8db4905548b79ef0a6bf1783965124889a4a6ab	C0348	A_CENTER	H1H3	0.562338841617	0.572518044362	461	312	0.651250947688	0.764215314632	149	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00508__A_CENTER__H1H3__B03__M01	bc95ca5654ed970e792b63de10ac8461ce79eb88af326bcf49f91eaaf1c220e5	C0348	A_CENTER	H1H3	0.548879623473	0.581495666027	782	141	0.407884761183	0.893858984079	641	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00508__A_CENTER__H3__B10__M02	a30f45b7d2cbcb953875ff35a1527f1920389374ab6942f0f92f9ae61ab5999c	C0348	A_CENTER	H3	0.555188039561	0.580259291948	625	148	0.526914329037	0.888551933283	477	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00508__A_CENTER__H3__B05__M02	c35ee49cfdc9703340d2388d6c9e6d8413f8f273e96dddb5bd427ef258abcb85	C0348	A_CENTER	H3	0.55061222416	0.583759362894	742	123	0.438210765732	0.907505686126	619	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00508__B_LOWER__H1H3__B03__M00	fc89f0fb25d0e1f8bd83e42b8b9cbb3ac436fc946c2b63ac9b5821dc8bc0dae0	C0348	B_LOWER	H1H3	0.560748144268	0.57752209041	499	197	0.622441243366	0.85140257771	302	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00508__B_LOWER__H1H3__B09__M00	d70bf517d312eb500dcd5a1a8af4d4086cc11903ac7e0b6e30f2fc309ac93224	C0348	B_LOWER	H1H3	0.546410133099	0.56987986801	834	390	0.368460955269	0.705079605762	444	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00508__B_LOWER__H3__B00__M02	03a285a4a3bf27dff9d3f7f118c3ecb48a2d822bb3639d52f9000a6c3e88aa50	C0348	B_LOWER	H3	0.564317464581	0.576393866986	435	224	0.670962850644	0.83093252464	211	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00508__B_LOWER__H3__B06__M01	e65f9b2ae87d379d67965e070e4763b75a0f95ade321c2a77d58dae4b8217589	C0348	B_LOWER	H3	0.553418662118	0.57806059066	675	184	0.489006823351	0.861258529189	491	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00508__C_CROSS__H1H3__B01__M00	26baf1a6de3220089eeac47fb203f6e72e5299428e496f2b68234b276f67828e	C0348	C_CROSS	H1H3	0.554066995232	0.574173266006	659	267	0.501137225171	0.79833206975	392	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00508__C_CROSS__H1H3__B11__M01	38561be98f0d46b64d71016b17d324c6590751bfce43af53e07a621b6778d5eb	C0348	C_CROSS	H1H3	0.539580316408	0.576593901214	962	218	0.271417740713	0.835481425322	744	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00508__C_CROSS__H3__B09__M02	955e3fffbc4e30293e01a23b1b647f40cd246b612689e9c35340afed90cf4177	C0348	C_CROSS	H3	0.564496217914	0.5763155685	430	228	0.674753601213	0.827899924185	202	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00508__C_CROSS__H3__B11__M00	3216ffd60ef050c4485eda4aed5c0bdba19aea2a137e292e34ebd32508225ef6	C0348	C_CROSS	H3	0.547557674665	0.579062912447	811	164	0.385898407885	0.876421531463	647	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00531__A_CENTER__H1H3__B03__M01	24b8474b1a289292f3a5e11cb471a19e7103f279e6d2322b5df8c81fd03ee2bd	C0360	A_CENTER	H1H3	0.600991731787	0.585101918978	67	120	0.949962092494	0.909780136467	-53	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00531__A_CENTER__H1H3__B07__M00	8a8610e5cb8c556c45715ca0e3364cee8901d8a844308d069a37484f80510672	C0360	A_CENTER	H1H3	0.589416455027	0.552159716505	135	736	0.898407884761	0.442759666414	-601	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00531__A_CENTER__H3__B10__M02	d5cf69f31195a4e993e9829aee261f9f751b46900f946f9e669a506c254c56b5	C0360	A_CENTER	H3	0.595037688228	0.573883120092	102	274	0.923426838514	0.793025018954	-172	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00531__A_CENTER__H3__B03__M01	ab9632e67dbd94db6058b73ad005dbecc92eed3bad11a6f5a5a2877f41f631f2	C0360	A_CENTER	H3	0.581880516456	0.549942668752	211	766	0.840788476118	0.420015163002	-555	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00531__B_LOWER__H1H3__B03__M00	536f7432f9613ea59220fe6d2b0dede495ceaf3a9882d21812c7f050360817cd	C0360	B_LOWER	H1H3	0.598977309398	0.582367069034	82	132	0.938589840788	0.900682335102	-50	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00531__B_LOWER__H1H3__B02__M01	304e2917b6df67d75126d7c034a0be7d950977d52b79ccc4155e51d01625babb	C0360	B_LOWER	H1H3	0.574298485281	0.546757102769	291	809	0.78013646702	0.387414708112	-518	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00531__B_LOWER__H3__B10__M00	4818ae28c643a506003e7cf9bc2a8d3cd5c91a0f5698bef2914d17503ae329c1	C0360	B_LOWER	H3	0.591150848346	0.574722170211	125	259	0.905989385898	0.80439727066	-134	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00531__B_LOWER__H3__B08__M01	e639f493748e59a5eebf4d61813ae60265c3d79024a15cce5675dceea1d68c7a	C0360	B_LOWER	H3	0.592979741921	0.55517597877	113	701	0.915087187263	0.469294920394	-588	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00531__C_CROSS__H1H3__B03__M02	24f67123737eaf6166dd3afec71fe7b75288b2911771771693c2d304f6024c1a	C0360	C_CROSS	H1H3	0.590480220203	0.577887758507	130	191	0.90219863533	0.855951478393	-61	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00531__C_CROSS__H1H3__B02__M02	5d6215b5df7ef7fb042f7492f03d00438f7095875c29ff14b7b6aa26638649d8	C0360	C_CROSS	H1H3	0.582105705445	0.549296263948	206	773	0.844579226687	0.414708112206	-567	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
