candidate_id	final_rank	top10_rank	pdb_path	vhh_chain	chain_identity_proxy	mapped_sequence_fraction	free_vhh_sasa_a2	bound_vhh_sasa_a2	binding_buried_sasa_a2	largest_hydrophobic_patch_residues	largest_hydrophobic_patch_free_sasa_a2	largest_positive_patch_residues	largest_positive_patch_free_sasa_a2	largest_negative_patch_residues	largest_negative_patch_free_sasa_a2	c_terminal_target_min_distance_a	c_terminal_target_contact_4p5a	motif_type	motif	seq_index_1based	region	pdb_residue	free_residue_sasa_a2	bound_residue_sasa_a2	bound_to_free_sasa_fraction	pvrig_contact_4p5a
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s1931.pdb	A	1.000000	1.000000	6252.071309	5283.632815	968.438494	7	240.110063	3	407.429151	3	255.457161	27.437692	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s3047.pdb	A	1.000000	1.000000	6369.879379	5352.317015	1017.562363	6	439.054517	3	400.059268	2	188.471118	29.317443	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	4.025427	4.025427	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s42.pdb	A	1.000000	1.000000	6293.663273	5358.021268	935.642005	6	471.706723	3	390.872434	2	185.639495	28.552700	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	2.012714	2.012714	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s917.pdb	A	1.000000	1.000000	6226.312385	5292.859505	933.452880	8	509.963279	6	420.352197	2	188.673185	28.306281	False	OXIDATION_RESIDUE	W	38	FRAMEWORK	A:41	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s1931.pdb	A	1.000000	1.000000	6276.494071	5356.514288	919.979783	6	468.949159	3	211.487745	2	195.241522	29.089281	False	ISOMERIZATION	DS	63	FRAMEWORK	A:69	111.901939	111.901939	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s3047.pdb	A	1.000000	1.000000	6274.120640	5285.384169	988.736470	5	204.172400	3	378.251086	2	198.813052	30.095283	False	ISOMERIZATION	DS	63	FRAMEWORK	A:69	111.758933	111.758933	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s42.pdb	A	1.000000	1.000000	6199.107219	5254.903223	944.203997	6	464.010701	3	400.117513	2	172.685243	27.200245	False	ISOMERIZATION	DS	63	FRAMEWORK	A:69	116.805336	116.805336	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s917.pdb	A	1.000000	1.000000	6341.431796	5445.570690	895.861106	9	553.537127	3	397.317830	2	194.644619	28.881291	False	ISOMERIZATION	DS	63	FRAMEWORK	A:69	117.259234	117.259234	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s1931.pdb	A	1.000000	1.000000	6252.071309	5283.632815	968.438494	7	240.110063	3	407.429151	3	255.457161	27.437692	False	ISOMERIZATION	DS	63	FRAMEWORK	A:69	117.032285	117.032285	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s3047.pdb	A	1.000000	1.000000	6369.879379	5352.317015	1017.562363	6	439.054517	3	400.059268	2	188.471118	29.317443	False	ISOMERIZATION	DS	63	FRAMEWORK	A:69	116.889280	116.889280	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s42.pdb	A	1.000000	1.000000	6293.663273	5358.021268	935.642005	6	471.706723	3	390.872434	2	185.639495	28.552700	False	ISOMERIZATION	DS	63	FRAMEWORK	A:69	115.103515	115.103515	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s917.pdb	A	1.000000	1.000000	6226.312385	5292.859505	933.452880	8	509.963279	6	420.352197	2	188.673185	28.306281	False	ISOMERIZATION	DS	63	FRAMEWORK	A:69	109.746220	109.746220	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s1931.pdb	A	1.000000	1.000000	6276.494071	5356.514288	919.979783	6	468.949159	3	211.487745	2	195.241522	29.089281	False	ISOMERIZATION	DS	64	FRAMEWORK	A:70	56.210151	56.210151	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s3047.pdb	A	1.000000	1.000000	6274.120640	5285.384169	988.736470	5	204.172400	3	378.251086	2	198.813052	30.095283	False	ISOMERIZATION	DS	64	FRAMEWORK	A:70	55.840197	55.840197	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s42.pdb	A	1.000000	1.000000	6199.107219	5254.903223	944.203997	6	464.010701	3	400.117513	2	172.685243	27.200245	False	ISOMERIZATION	DS	64	FRAMEWORK	A:70	58.254804	58.254804	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s917.pdb	A	1.000000	1.000000	6341.431796	5445.570690	895.861106	9	553.537127	3	397.317830	2	194.644619	28.881291	False	ISOMERIZATION	DS	64	FRAMEWORK	A:70	52.781626	52.781626	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s1931.pdb	A	1.000000	1.000000	6252.071309	5283.632815	968.438494	7	240.110063	3	407.429151	3	255.457161	27.437692	False	ISOMERIZATION	DS	64	FRAMEWORK	A:70	58.032798	58.032798	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s3047.pdb	A	1.000000	1.000000	6369.879379	5352.317015	1017.562363	6	439.054517	3	400.059268	2	188.471118	29.317443	False	ISOMERIZATION	DS	64	FRAMEWORK	A:70	53.151580	53.151580	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s42.pdb	A	1.000000	1.000000	6293.663273	5358.021268	935.642005	6	471.706723	3	390.872434	2	185.639495	28.552700	False	ISOMERIZATION	DS	64	FRAMEWORK	A:70	52.184723	52.184723	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s917.pdb	A	1.000000	1.000000	6226.312385	5292.859505	933.452880	8	509.963279	6	420.352197	2	188.673185	28.306281	False	ISOMERIZATION	DS	64	FRAMEWORK	A:70	51.592763	51.592763	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s1931.pdb	A	1.000000	1.000000	6276.494071	5356.514288	919.979783	6	468.949159	3	211.487745	2	195.241522	29.089281	False	OXIDATION_RESIDUE	M	84	FRAMEWORK	A:91	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s3047.pdb	A	1.000000	1.000000	6274.120640	5285.384169	988.736470	5	204.172400	3	378.251086	2	198.813052	30.095283	False	OXIDATION_RESIDUE	M	84	FRAMEWORK	A:91	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s42.pdb	A	1.000000	1.000000	6199.107219	5254.903223	944.203997	6	464.010701	3	400.117513	2	172.685243	27.200245	False	OXIDATION_RESIDUE	M	84	FRAMEWORK	A:91	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s917.pdb	A	1.000000	1.000000	6341.431796	5445.570690	895.861106	9	553.537127	3	397.317830	2	194.644619	28.881291	False	OXIDATION_RESIDUE	M	84	FRAMEWORK	A:91	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s1931.pdb	A	1.000000	1.000000	6252.071309	5283.632815	968.438494	7	240.110063	3	407.429151	3	255.457161	27.437692	False	OXIDATION_RESIDUE	M	84	FRAMEWORK	A:91	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s3047.pdb	A	1.000000	1.000000	6369.879379	5352.317015	1017.562363	6	439.054517	3	400.059268	2	188.471118	29.317443	False	OXIDATION_RESIDUE	M	84	FRAMEWORK	A:91	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s42.pdb	A	1.000000	1.000000	6293.663273	5358.021268	935.642005	6	471.706723	3	390.872434	2	185.639495	28.552700	False	OXIDATION_RESIDUE	M	84	FRAMEWORK	A:91	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s917.pdb	A	1.000000	1.000000	6226.312385	5292.859505	933.452880	8	509.963279	6	420.352197	2	188.673185	28.306281	False	OXIDATION_RESIDUE	M	84	FRAMEWORK	A:91	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s1931.pdb	A	1.000000	1.000000	6276.494071	5356.514288	919.979783	6	468.949159	3	211.487745	2	195.241522	29.089281	False	ISOMERIZATION	DT	91	FRAMEWORK	A:98	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s3047.pdb	A	1.000000	1.000000	6274.120640	5285.384169	988.736470	5	204.172400	3	378.251086	2	198.813052	30.095283	False	ISOMERIZATION	DT	91	FRAMEWORK	A:98	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s42.pdb	A	1.000000	1.000000	6199.107219	5254.903223	944.203997	6	464.010701	3	400.117513	2	172.685243	27.200245	False	ISOMERIZATION	DT	91	FRAMEWORK	A:98	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s917.pdb	A	1.000000	1.000000	6341.431796	5445.570690	895.861106	9	553.537127	3	397.317830	2	194.644619	28.881291	False	ISOMERIZATION	DT	91	FRAMEWORK	A:98	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s1931.pdb	A	1.000000	1.000000	6252.071309	5283.632815	968.438494	7	240.110063	3	407.429151	3	255.457161	27.437692	False	ISOMERIZATION	DT	91	FRAMEWORK	A:98	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s3047.pdb	A	1.000000	1.000000	6369.879379	5352.317015	1017.562363	6	439.054517	3	400.059268	2	188.471118	29.317443	False	ISOMERIZATION	DT	91	FRAMEWORK	A:98	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s42.pdb	A	1.000000	1.000000	6293.663273	5358.021268	935.642005	6	471.706723	3	390.872434	2	185.639495	28.552700	False	ISOMERIZATION	DT	91	FRAMEWORK	A:98	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s917.pdb	A	1.000000	1.000000	6226.312385	5292.859505	933.452880	8	509.963279	6	420.352197	2	188.673185	28.306281	False	ISOMERIZATION	DT	91	FRAMEWORK	A:98	0.000000	0.000000		False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s1931.pdb	A	1.000000	1.000000	6276.494071	5356.514288	919.979783	6	468.949159	3	211.487745	2	195.241522	29.089281	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	46.262591	46.262591	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s3047.pdb	A	1.000000	1.000000	6274.120640	5285.384169	988.736470	5	204.172400	3	378.251086	2	198.813052	30.095283	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	40.451398	40.451398	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s42.pdb	A	1.000000	1.000000	6199.107219	5254.903223	944.203997	6	464.010701	3	400.117513	2	172.685243	27.200245	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	40.308393	40.308393	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s917.pdb	A	1.000000	1.000000	6341.431796	5445.570690	895.861106	9	553.537127	3	397.317830	2	194.644619	28.881291	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	38.068731	38.068731	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s1931.pdb	A	1.000000	1.000000	6252.071309	5283.632815	968.438494	7	240.110063	3	407.429151	3	255.457161	27.437692	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	38.295679	38.295679	1.000000	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_top20_plus_top10_fusion_developability_v2_20260726/fusion_panel_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s3047.pdb	A	1.000000	1.000000	6369.879379	5352.317015	1017.562363	6	439.054517	3	400.059268	2	188.471118	29.317443	False	ISOMERIZATION	DT	92	FRAMEWORK	A:99	43.056072	43.056072	1.000000	False
