group_type	group_value	n	any_consensus_a_count	stable_consensus_a_count	strict_good_count	stable_strict_good_count	any_9e6y_a_count	best_haddock_le_m80_count	best_haddock_le_m90_count	any_consensus_a_rate	stable_consensus_a_rate	strict_good_rate	stable_strict_good_rate	any_9e6y_a_rate	best_haddock_le_m80_rate	best_haddock_le_m90_rate	any_consensus_a_wilson95_low	any_consensus_a_wilson95_high	strict_good_wilson95_low	strict_good_wilson95_high	any_consensus_a_lift	strict_good_lift	consensus_a_pose_count	9e6y_a_pose_count	median_best_haddock	mean_best_haddock
backbone_group	P1_ekg_L_bb004	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-84.10804999999999	-84.7079
backbone_group	P1_ekg_L_bb005	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-62.6673	-62.18713333333333
backbone_group	P1_ekg_L_bb006	3	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-83.0647	-81.51486666666666
backbone_group	P1_ekg_L_bb007	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-67.4424	-68.23466666666667
backbone_group	P1_ekg_S_bb000	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-64.1681	-62.01579999999999
backbone_group	P1_ekg_S_bb001	4	0	0	0	0	0	4	1	0.0	0.0	0.0	0.0	0.0	1.0	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-82.37965	-86.027875
backbone_group	P1_ekg_S_bb002	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-63.631	-63.06925
backbone_group	P1_ekg_S_bb003	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6576280471103807	0.0	0.6576280471103807	0.0	0.0	0	0	-63.38665	-63.38665
backbone_group	P1_ekg_S_bb004	4	0	0	0	0	0	4	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-85.0316	-84.330025
backbone_group	P1_ekg_S_bb005	4	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-76.41735	-79.791175
backbone_group	P1_ekg_S_bb006	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-67.2974	-70.1119
backbone_group	P1_ekg_S_bb007	4	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-61.07415	-67.42830000000001
backbone_group	P1_qkg_L_bb000	4	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-76.21244999999999	-78.1457
backbone_group	P1_qkg_L_bb001	4	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-71.61725	-77.25135
backbone_group	P1_qkg_L_bb002	4	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-79.01599999999999	-78.388975
backbone_group	P1_qkg_L_bb003	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-70.22015	-70.2912
backbone_group	P1_qkg_L_bb004	4	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-81.47285	-84.096075
backbone_group	P1_qkg_L_bb005	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-66.4575	-64.04003333333333
backbone_group	P1_qkg_L_bb006	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-70.9178	-76.79513333333334
backbone_group	P1_qkg_L_bb007	3	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-80.6622	-82.4436
backbone_group	P1_qkg_S_bb000	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-63.0309	-58.81203333333334
backbone_group	P1_qkg_S_bb001	4	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-85.3423	-84.725825
backbone_group	P1_qkg_S_bb002	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-74.325	-74.83283333333334
backbone_group	P1_qkg_S_bb003	2	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.6576280471103807	0.0	0.6576280471103807	0.0	0.0	0	0	-79.61744999999999	-79.61744999999999
backbone_group	P1_qkg_S_bb004	4	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-82.76585	-82.151675
backbone_group	P1_qkg_S_bb006	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-71.8205	-71.12036666666667
backbone_group	P1_qkg_S_bb007	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-69.33285000000001	-69.40495
backbone_group	P1_qrg_L_bb000	4	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-88.21815000000001	-84.74375
backbone_group	P1_qrg_L_bb001	4	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-87.96285	-86.09035
backbone_group	P1_qrg_L_bb002	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-82.356	-81.15282499999999
backbone_group	P1_qrg_L_bb004	4	0	0	0	0	0	4	3	0.0	0.0	0.0	0.0	0.0	1.0	0.75	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-97.06395	-96.586625
backbone_group	P1_qrg_L_bb005	3	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-70.0739	-73.00166666666667
backbone_group	P1_qrg_L_bb007	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-72.388	-74.76206666666667
backbone_group	P1_qrg_S_bb000	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6576280471103807	0.0	0.6576280471103807	0.0	0.0	0	0	-52.81345	-52.81345
backbone_group	P1_qrg_S_bb001	4	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-72.8646	-76.43605
backbone_group	P1_qrg_S_bb002	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-75.148	-76.51893333333334
backbone_group	P1_qrg_S_bb003	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6576280471103807	0.0	0.6576280471103807	0.0	0.0	0	0	-69.149	-69.149
backbone_group	P1_qrg_S_bb004	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-82.6114	-83.493925
backbone_group	P1_qrg_S_bb005	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-78.2237	-77.29293333333334
backbone_group	P1_qrg_S_bb006	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-70.40425	-68.52105
backbone_group	P1_qrg_S_bb007	4	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-75.92009999999999	-76.171025
backbone_group	P2_ekg_L_bb000	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-75.57159999999999	-77.21525
backbone_group	P2_ekg_L_bb002	4	0	0	0	0	0	4	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-86.50855	-86.016825
backbone_group	P2_ekg_L_bb004	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-75.87015	-74.19437500000001
backbone_group	P2_ekg_L_bb005	3	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-87.8867	-93.7679
backbone_group	P2_ekg_L_bb007	3	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-80.1748	-78.27956666666667
backbone_group	P2_ekg_S_bb000	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-72.4752	-71.93156666666667
backbone_group	P2_ekg_S_bb001	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-70.0085	-73.314675
backbone_group	P2_ekg_S_bb002	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-68.9814	-69.17723333333333
backbone_group	P2_ekg_S_bb003	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-78.2573	-78.12963333333333
backbone_group	P2_ekg_S_bb004	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-77.7162	-75.6884
backbone_group	P2_ekg_S_bb006	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-64.5376	-72.30776666666667
backbone_group	P2_ekg_S_bb007	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-84.23405	-84.71192500000001
backbone_group	P2_qkg_L_bb000	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-78.8538	-80.423525
backbone_group	P2_qkg_L_bb001	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-74.42065	-74.3501
backbone_group	P2_qkg_L_bb002	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-85.99105	-86.635525
backbone_group	P2_qkg_L_bb004	4	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-80.50975	-80.973725
backbone_group	P2_qkg_L_bb005	4	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-79.6834	-79.54147499999999
backbone_group	P2_qkg_L_bb007	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-72.6627	-70.0138
backbone_group	P2_qkg_S_bb000	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.7934567085261071	0.0	0.7934567085261071	0.0	0.0	0	0	-84.3295	-84.3295
backbone_group	P2_qkg_S_bb001	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-86.5249	-86.374725
backbone_group	P2_qkg_S_bb002	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-66.4066	-70.87425
backbone_group	P2_qkg_S_bb003	3	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-84.825	-83.7046
backbone_group	P2_qkg_S_bb004	4	0	0	0	0	0	4	1	0.0	0.0	0.0	0.0	0.0	1.0	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-87.16884999999999	-87.937325
backbone_group	P2_qkg_S_bb005	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-73.22285	-73.4597
backbone_group	P2_qkg_S_bb006	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-68.3966	-67.88316666666667
backbone_group	P2_qkg_S_bb007	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-81.75965	-83.87967499999999
backbone_group	P2_qrg_L_bb000	4	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-82.0799	-81.860225
backbone_group	P2_qrg_L_bb001	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-72.79145	-74.856725
backbone_group	P2_qrg_L_bb002	4	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-81.87100000000001	-78.102025
backbone_group	P2_qrg_L_bb005	3	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-79.5638	-86.64743333333332
backbone_group	P2_qrg_L_bb006	3	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-84.3257	-84.10953333333333
backbone_group	P2_qrg_S_bb000	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7934567085261071	0.0	0.7934567085261071	0.0	0.0	0	0	-79.6825	-79.6825
backbone_group	P2_qrg_S_bb001	4	0	0	0	0	0	3	2	0.0	0.0	0.0	0.0	0.0	0.75	0.5	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-90.1287	-88.33987499999999
backbone_group	P2_qrg_S_bb002	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-75.72895	-74.437575
backbone_group	P2_qrg_S_bb003	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-77.36115000000001	-76.63017500000001
backbone_group	P2_qrg_S_bb004	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-75.9676	-75.8784
backbone_group	P2_qrg_S_bb005	4	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-83.48554999999999	-83.201475
backbone_group	P2_qrg_S_bb006	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-68.4715	-67.27113333333334
backbone_group	P2_qrg_S_bb007	4	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-81.3326	-81.84845
backbone_group	P3_ekg_L_bb000	4	0	0	0	0	0	3	2	0.0	0.0	0.0	0.0	0.0	0.75	0.5	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-89.1914	-86.13232500000001
backbone_group	P3_ekg_L_bb001	4	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-80.4125	-78.829025
backbone_group	P3_ekg_L_bb004	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-84.979	-82.43335
backbone_group	P3_ekg_L_bb006	4	0	0	0	0	0	4	2	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-89.1485	-93.5738
backbone_group	P3_ekg_L_bb007	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-75.6695	-79.07143333333333
backbone_group	P3_ekg_S_bb000	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-63.5429	-63.61613333333333
backbone_group	P3_ekg_S_bb001	4	0	0	0	0	0	3	2	0.0	0.0	0.0	0.0	0.0	0.75	0.5	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-89.0339	-84.70745
backbone_group	P3_ekg_S_bb002	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-57.4067	-63.8879
backbone_group	P3_ekg_S_bb003	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-76.9287	-78.54813333333334
backbone_group	P3_ekg_S_bb004	4	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-82.77535	-79.835625
backbone_group	P3_ekg_S_bb006	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-71.8096	-69.53656666666667
backbone_group	P3_ekg_S_bb007	4	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-77.3172	-77.441475
backbone_group	P3_qkg_L_bb000	4	0	0	0	0	0	4	2	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-88.3115	-90.93084999999999
backbone_group	P3_qkg_L_bb001	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-75.5403	-77.02212499999999
backbone_group	P3_qkg_L_bb002	3	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-98.2561	-100.25316666666667
backbone_group	P3_qkg_L_bb005	3	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-85.9969	-84.43769999999999
backbone_group	P3_qkg_L_bb007	3	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	1.0	0.3333333333333333	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-88.4057	-87.6243
backbone_group	P3_qkg_S_bb000	3	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-58.3585	-64.39489999999999
backbone_group	P3_qkg_S_bb001	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-77.08619999999999	-77.86189999999999
backbone_group	P3_qkg_S_bb002	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7934567085261071	0.0	0.7934567085261071	0.0	0.0	0	0	-73.4234	-73.4234
backbone_group	P3_qkg_S_bb003	4	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-81.4718	-79.64305
backbone_group	P3_qkg_S_bb004	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-86.8596	-81.282475
backbone_group	P3_qkg_S_bb005	4	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-84.3861	-81.664075
backbone_group	P3_qkg_S_bb006	4	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-81.1982	-82.34755
backbone_group	P3_qkg_S_bb007	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-83.6831	-85.865025
backbone_group	P3_qrg_L_bb000	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-75.99525	-78.10845
backbone_group	P3_qrg_L_bb002	4	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-88.36675	-87.973625
backbone_group	P3_qrg_L_bb004	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-73.17134999999999	-72.618275
backbone_group	P3_qrg_L_bb005	3	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-88.2753	-83.22256666666668
backbone_group	P3_qrg_S_bb000	3	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-55.8259	-62.8171
backbone_group	P3_qrg_S_bb001	4	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.25	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-78.3938	-83.324125
backbone_group	P3_qrg_S_bb002	2	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.6576280471103807	0.0	0.6576280471103807	0.0	0.0	0	0	-83.1921	-83.1921
backbone_group	P3_qrg_S_bb003	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-67.03219999999999	-67.75659999999999
backbone_group	P3_qrg_S_bb004	3	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.5615060804490177	0.0	0.5615060804490177	0.0	0.0	0	0	-84.6595	-84.6398
backbone_group	P3_qrg_S_bb005	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-62.95955	-64.3252
backbone_group	P3_qrg_S_bb006	4	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-76.0035	-76.21600000000001
backbone_group	P3_qrg_S_bb007	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-74.25745	-74.7322
backbone_group	P4_ekg_L_bb001	4	0	0	0	0	0	3	1	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-83.3555	-82.95157499999999
