candidate_id	final_rank	top10_rank	pdb_path	vhh_chain	chain_identity_proxy	mapped_sequence_fraction	free_vhh_sasa_a2	bound_vhh_sasa_a2	binding_buried_sasa_a2	largest_hydrophobic_patch_residues	largest_hydrophobic_patch_free_sasa_a2	largest_positive_patch_residues	largest_positive_patch_free_sasa_a2	largest_negative_patch_residues	largest_negative_patch_free_sasa_a2	c_terminal_target_min_distance_a	c_terminal_target_contact_4p5a
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s1931.pdb	A	1.000000	1.000000	6276.494071	5356.514288	919.979783	6	468.949159	3	211.487745	2	195.241522	29.089281	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s3047.pdb	A	1.000000	1.000000	6274.120640	5285.384169	988.736470	5	204.172400	3	378.251086	2	198.813052	30.095283	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s42.pdb	A	1.000000	1.000000	6199.107219	5254.903223	944.203997	6	464.010701	3	400.117513	2	172.685243	27.200245	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__8x6b__s917.pdb	A	1.000000	1.000000	6341.431796	5445.570690	895.861106	9	553.537127	3	397.317830	2	194.644619	28.881291	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s1931.pdb	A	1.000000	1.000000	6252.071309	5283.632815	968.438494	7	240.110063	3	407.429151	3	255.457161	27.437692	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s3047.pdb	A	1.000000	1.000000	6369.879379	5352.317015	1017.562363	6	439.054517	3	400.059268	2	188.471118	29.317443	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s42.pdb	A	1.000000	1.000000	6293.663273	5358.021268	935.642005	6	471.706723	3	390.872434	2	185.639495	28.552700	False
NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD	8		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R08__NODE1GEN_256613_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__0A1B353F72DFABBD__9e6y__s917.pdb	A	1.000000	1.000000	6226.312385	5292.859505	933.452880	8	509.963279	6	420.352197	2	188.673185	28.306281	False
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	9		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R09__NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C__8x6b__s1931.pdb	A	1.000000	1.000000	6337.823300	5436.340859	901.482441	10	486.433148	3	237.035930	2	182.238093	30.249549	False
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	9		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R09__NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C__8x6b__s3047.pdb	A	1.000000	1.000000	6433.554037	5554.134980	879.419057	10	499.327396	6	475.574715	2	254.438427	25.953070	False
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	9		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R09__NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C__8x6b__s42.pdb	A	1.000000	1.000000	6386.167426	5627.798772	758.368654	11	507.828441	3	229.550039	2	182.095088	32.345784	False
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	9		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R09__NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C__8x6b__s917.pdb	A	1.000000	1.000000	6357.387087	5504.654896	852.732191	7	310.516798	3	218.472553	2	169.426846	29.975468	False
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	9		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R09__NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C__9e6y__s1931.pdb	A	1.000000	1.000000	6451.383748	5477.577571	973.806177	10	441.096468	3	224.071918	2	180.526093	28.801166	False
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	9		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R09__NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C__9e6y__s3047.pdb	A	1.000000	1.000000	6456.874477	5543.783642	913.090836	15	800.231298	3	242.250220	2	250.025809	31.824981	False
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	9		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R09__NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C__9e6y__s42.pdb	A	1.000000	1.000000	6314.343581	5428.341065	886.002516	6	310.384558	6	442.387328	2	234.114165	28.723895	False
NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C	9		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R09__NODE1GEN_183154_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__E25C2338B83B903C__9e6y__s917.pdb	A	1.000000	1.000000	6370.858404	5527.777709	843.080695	11	493.322493	6	449.313911	2	174.044233	32.038420	False
P1MCPUFP__CPUFP500K_0188__00282	10		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R10__P1MCPUFP__CPUFP500K_0188__00282__8x6b__s1931.pdb	A	1.000000	1.000000	6338.310059	5625.845539	712.464519	15	728.273265	4	363.494082	2	191.450688	36.927487	False
P1MCPUFP__CPUFP500K_0188__00282	10		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R10__P1MCPUFP__CPUFP500K_0188__00282__8x6b__s3047.pdb	A	1.000000	1.000000	6184.835906	5461.105301	723.730606	6	379.909972	4	333.506575	2	201.822447	35.092625	False
P1MCPUFP__CPUFP500K_0188__00282	10		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R10__P1MCPUFP__CPUFP500K_0188__00282__8x6b__s42.pdb	A	1.000000	1.000000	6304.013396	5558.480955	745.532442	6	354.310830	4	369.431169	4	331.510680	32.853071	False
P1MCPUFP__CPUFP500K_0188__00282	10		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R10__P1MCPUFP__CPUFP500K_0188__00282__8x6b__s917.pdb	A	1.000000	1.000000	6308.929256	5395.605125	913.324130	9	488.307611	4	404.684970	4	294.626162	35.621118	False
P1MCPUFP__CPUFP500K_0188__00282	10		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R10__P1MCPUFP__CPUFP500K_0188__00282__9e6y__s1931.pdb	A	1.000000	1.000000	6163.928335	5440.774274	723.154060	8	489.863788	4	343.502725	2	196.812926	36.608816	False
P1MCPUFP__CPUFP500K_0188__00282	10		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R10__P1MCPUFP__CPUFP500K_0188__00282__9e6y__s3047.pdb	A	1.000000	1.000000	6357.890998	5535.979402	821.911596	7	402.791846	4	404.225836	2	201.647083	37.259713	False
P1MCPUFP__CPUFP500K_0188__00282	10		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R10__P1MCPUFP__CPUFP500K_0188__00282__9e6y__s42.pdb	A	1.000000	1.000000	6304.682409	5521.592290	783.090119	8	484.758323	4	388.608142	2	202.905186	36.310477	False
P1MCPUFP__CPUFP500K_0188__00282	10		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R10__P1MCPUFP__CPUFP500K_0188__00282__9e6y__s917.pdb	A	1.000000	1.000000	6302.819591	5395.529245	907.290346	8	449.240733	4	373.589004	2	200.347574	36.704976	False
NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	11		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R11__NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47__8x6b__s1931.pdb	A	1.000000	1.000000	6575.314573	5734.883623	840.430950	12	643.024577	3	226.274111	2	178.439614	33.315933	False
NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	11		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R11__NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47__8x6b__s3047.pdb	A	1.000000	1.000000	6707.469228	5830.492026	876.977202	15	781.568101	6	428.255229	2	173.082319	33.700998	False
NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	11		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R11__NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47__8x6b__s42.pdb	A	1.000000	1.000000	6655.990484	5766.372853	889.617630	16	774.615107	3	228.847139	2	174.725079	31.398106	False
NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	11		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R11__NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47__8x6b__s917.pdb	A	1.000000	1.000000	6619.326422	5765.768097	853.558325	8	336.148885	3	217.594415	2	173.817284	30.811903	False
NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	11		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R11__NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47__9e6y__s1931.pdb	A	1.000000	1.000000	6617.455750	5809.836997	807.618753	7	307.333820	3	225.423557	2	173.082319	33.570701	False
NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	11		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R11__NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47__9e6y__s3047.pdb	A	1.000000	1.000000	6680.106564	5817.129744	862.976820	10	412.399067	3	217.283523	2	179.401528	32.956667	False
NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	11		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R11__NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47__9e6y__s42.pdb	A	1.000000	1.000000	6627.754959	5817.774964	809.979995	7	310.223269	3	222.613695	2	176.964741	33.437324	False
NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47	11		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R11__NODE1GEN_191476_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__310934EF4B70CA47__9e6y__s917.pdb	A	1.000000	1.000000	6579.753937	5762.278081	817.475856	13	645.106113	6	440.173092	2	176.547726	31.544806	False
P1MCPUFP__CPUFP500K_0090__00532	12		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R12__P1MCPUFP__CPUFP500K_0090__00532__8x6b__s1931.pdb	A	1.000000	1.000000	6404.630776	5802.843372	601.787404	5	248.146382	3	264.413109	2	275.216585	38.211091	False
P1MCPUFP__CPUFP500K_0090__00532	12		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R12__P1MCPUFP__CPUFP500K_0090__00532__8x6b__s3047.pdb	A	1.000000	1.000000	6486.560811	5751.669613	734.891197	10	552.831358	3	260.783229	2	253.794463	35.162396	False
P1MCPUFP__CPUFP500K_0090__00532	12		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R12__P1MCPUFP__CPUFP500K_0090__00532__8x6b__s42.pdb	A	1.000000	1.000000	6424.622405	5650.274166	774.348240	9	536.140516	3	258.791983	2	252.425713	36.661829	False
P1MCPUFP__CPUFP500K_0090__00532	12		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R12__P1MCPUFP__CPUFP500K_0090__00532__8x6b__s917.pdb	A	1.000000	1.000000	6472.435288	5827.604274	644.831014	8	500.744988	3	260.603342	2	248.400286	38.220942	False
P1MCPUFP__CPUFP500K_0090__00532	12		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R12__P1MCPUFP__CPUFP500K_0090__00532__9e6y__s1931.pdb	A	1.000000	1.000000	6442.963945	5755.004833	687.959112	9	521.503794	3	264.766538	2	253.333508	34.576289	False
P1MCPUFP__CPUFP500K_0090__00532	12		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R12__P1MCPUFP__CPUFP500K_0090__00532__9e6y__s3047.pdb	A	1.000000	1.000000	6440.775302	5758.759141	682.016161	10	525.297330	3	265.881217	2	258.046839	35.511666	False
P1MCPUFP__CPUFP500K_0090__00532	12		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R12__P1MCPUFP__CPUFP500K_0090__00532__9e6y__s42.pdb	A	1.000000	1.000000	6576.189946	5966.161747	610.028199	6	317.495218	3	257.132699	2	250.639948	38.214629	False
P1MCPUFP__CPUFP500K_0090__00532	12		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R12__P1MCPUFP__CPUFP500K_0090__00532__9e6y__s917.pdb	A	1.000000	1.000000	6412.517723	5746.104470	666.413253	4	289.317226	3	251.141618	2	255.119273	34.938708	False
NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	13		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R13__NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913__8x6b__s1931.pdb	A	1.000000	1.000000	6957.206848	6017.515414	939.691434	13	861.006078	3	232.994963	3	152.106450	36.942917	False
NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	13		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R13__NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913__8x6b__s3047.pdb	A	1.000000	1.000000	6999.926791	6100.355757	899.571034	12	791.117056	2	249.428571	3	275.631359	36.668287	False
NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	13		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R13__NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913__8x6b__s42.pdb	A	1.000000	1.000000	6839.224127	5961.796357	877.427769	13	851.576650	2	233.649754	3	267.723510	37.209045	False
NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	13		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R13__NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913__8x6b__s917.pdb	A	1.000000	1.000000	6890.502605	6038.460245	852.042360	20	1268.620227	3	252.567315	3	156.782899	37.617895	False
NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	13		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R13__NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913__9e6y__s1931.pdb	A	1.000000	1.000000	6966.469311	6077.117354	889.351956	13	884.614686	2	233.136795	3	149.353828	37.624134	False
NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	13		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R13__NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913__9e6y__s3047.pdb	A	1.000000	1.000000	7082.121871	6208.477857	873.644014	13	860.688421	2	244.875482	3	168.669115	33.323808	False
NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	13		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R13__NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913__9e6y__s42.pdb	A	1.000000	1.000000	6998.304786	6178.584954	819.719833	20	1355.211380	3	233.338213	3	143.668404	30.926797	False
NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913	13		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R13__NODE1GEN_177961_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__8431DA62B813A913__9e6y__s917.pdb	A	1.000000	1.000000	7100.992475	6291.639207	809.353268	19	1397.713128	2	248.937791	4	183.665905	30.209704	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s1931.pdb	A	1.000000	1.000000	6452.523895	5615.792359	836.731536	10	607.274091	3	241.124944	2	182.240208	34.406770	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s3047.pdb	A	1.000000	1.000000	6431.281221	5656.385946	774.895275	6	373.733119	3	243.132714	2	188.732247	36.730585	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s42.pdb	A	1.000000	1.000000	6338.160603	5494.043936	844.116666	10	562.354489	3	245.372377	2	191.479926	36.766495	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__8x6b__s917.pdb	A	1.000000	1.000000	6376.368590	5585.599517	790.769072	7	432.126698	3	244.521822	2	180.358499	32.856062	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s1931.pdb	A	1.000000	1.000000	6450.051148	5768.823317	681.227831	10	579.006396	3	260.243399	2	193.598762	31.146184	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s3047.pdb	A	1.000000	1.000000	6507.808072	5706.801848	801.006224	11	658.658902	3	242.725878	2	187.871513	33.979734	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s42.pdb	A	1.000000	1.000000	6380.095482	5674.510946	705.584536	11	511.201444	3	227.786034	2	186.766594	30.323480	False
P1MCPUFP__CPUFP500K_0100__00188	14		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R14__P1MCPUFP__CPUFP500K_0100__00188__9e6y__s917.pdb	A	1.000000	1.000000	6497.073836	5600.873334	896.200503	11	661.431587	3	247.538275	2	187.787570	33.951467	False
NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F	15		/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/qc397_final50_fusion_developability_v1_20260726/final50_common4_bundle/representative_complexes/R15__NODE1GEN_206644_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__53F648E960398F2F__8x6b__s1931.pdb	A	1.000000	1.000000	6450.408766	5727.126696	723.282070	6	335.903820	3	221.346000	2	178.787389	30.202939	False
