candidate_id	sequence_sha256	parent_framework_cluster	fast_hard_fail	reason_summary	official_validator_failed_reason	census_role
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B00__M00	8b440c62344683b5467190bf2dcf8ce65d9d1b11ea2c167fddbbb6dd08b0faec	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B00__M01	74ecbacf0e9708a78e19bf91e0d98c0270d334a5f1e92a3d37beb8d2866da2b7	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B00__M02	ebab28a5fede0666a3cc30963669c0b718531be09a647024d626e392e821aa2b	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B01__M00	720b0384fc5b74c0a8bdb019a1cf6b82b6a513c83c53ff433d8a10654dd23a6b	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B01__M01	de64730bd3d80a1bf8ed742a73561880977b7a08eadf518d5abd1f69b863d5da	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B01__M02	f2b29bfe741dd7b0ab15fd0bc4719febe6a9bb0b8fec06c5d5665f3349ff61a0	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B02__M00	059dc3980ebd6b6f32f2e41b93f1254c7806ca2d560e4f175898a82ec7b2444d	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B02__M01	25b2db18d870041ac6ae107cb42dc2c3057204ba27326faf35e78599a6cad8bb	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B02__M02	aa3f04c1ffec1abd86a1bfd7494152caf08a019ebb446e1468f05aeeb2a193f5	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B03__M00	3b8e810fc0503ce1b748608db13f12199c839c8953ffb298648f9a57761ccd9e	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B03__M01	fc7afb7cd280f9ecc6f68d3d384b8643ad4bfe9b5b0bd2eaa80b0f24233f1cb0	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B04__M00	89cfbd85205af91f5291a5634f12ae6f8df484bf0b06f7cbcfacf2cab0bad986	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B04__M02	793d4c46af3b982cc85aea7032b5ec0aae62a213c3145fe48ebf98275cd8e7d4	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B05__M00	8f39402c50b2568b477a05a9cc5b0472b58028b1896b31d32dae7f6d277d87bb	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B05__M01	8fbceb3d8ddbc09db8eabeb8970559b11d5b14d8c40571f3b87819a8c6821b63	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B05__M02	d592073dcbfcbe94329b58e9fa7cf73d38305933c8ac37986431579dba15a321	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B06__M00	b949125c0c6db7d76a8869d949ce5852829745803f68e5cb10570e33462bcba6	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B06__M01	b05f9b356a7f27ad42ad7a34aae4e7846c0aca8d3897d824ca8cde7af7f31ef1	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B06__M02	3d4143625c977249aeaa5765e635dd097557962071f8cf7892f4dc02a42fdcc5	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B07__M00	3c72a73872de9f7406a8baa817550bdd9888b82012796b838f3bced92e37ab68	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B07__M01	ee49e3776251cc6e8e9b91414ac7c2c8685839db8072548f6f4d391d4bd9a41a	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B07__M02	569076a7fb271d813f0a88efe771a975f8a5478d7c55aeef52a7f576ad5665d1	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B08__M00	bfce27d10326ee293dfcd430504b0f92225d5125edda119ed431a8128b920854	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B08__M01	4b4b0b7d34463d153e0d0146c85aeb4b232190d5adfb5d01d5c00a32224527ae	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B08__M02	ffa5c27019395d5214207c5cd3a8517093b9f5292a85e7b46ce75bb118017c4d	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B09__M00	27bdbc6d5f211ce3cac9b4c49516c630dc761887eb85d04dbae9f63db6c47698	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B09__M01	28515e155391abcb99d048faf2e1ef4188a00bc0168bb95990e8c7a7089ec38a	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B09__M02	1e1ea22de63c0cc8e17005dd5f823661842e6263e267e4efb49fd6206aedbcf1	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B10__M00	8a53c6214be66b4ff1c8963065b81e42a1b883990e7e23a8d028abfd924a5817	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B10__M01	68161eba7489e61aa7a15379feb6f0e0dd40beef72d4715e3811c591d6122a1f	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B10__M02	b3d7cd59f876648f909519bb47b2e9b9cec4178d016f0555a884805ddca8993e	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H1H3__B11__M02	54e4c7dc50d4e07967d6e6daac33eeb0082f1ef2e8860021c048a77947bb00df	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B00__M00	b980c76432f5a0903e0520b8b5464adfe75e063790ed6c2a8246516571bcad03	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B00__M01	cb9da593b63deaeb8ed46358445f3637b8f82c547b9b276c13dfe7325d8714ea	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B00__M02	c83f55609f8ad7507a7c0b645d98ea3db640367a560cc07c9761f0388011bb59	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B01__M00	8c672d6dfa30d2275c9c493792f0130f454e15f6a4334b2a7f438b22e2b70325	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B01__M01	e2991481c48e96a2a697b63d85f8a4094bf97fddef70e0a2cc65747f7661590d	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B01__M02	8d3e9b3636fd0b6550b702fbc94a2565ff6c41a30e493e50721ee1142a51e71c	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B02__M00	450bab5c9d03e8851d70a1401511319bddd3b8b864f91e0a8bfa9cd791e6876c	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B02__M01	29e031495f09341bfa82018926cdc83bfbf7ea55bdd56828217f29c817b044dc	C0072	True	numbering_or_framework_failed;odd_cysteine_count;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B02__M02	d4370edd350ea12819fd8d31769b9e592eb4df0abea83bbe00cb99d30e021b2a	C0072	True	numbering_or_framework_failed;odd_cysteine_count;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B03__M00	3d55ab74227e768bea8eb060ebc9f7efe63dc7b0c1e79439a8e47ea021f54edb	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B03__M01	ef8e423afffca135ad2f47d5069c94a8ceb830c12cef6c7eeea6d8a431d17f85	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B04__M00	f81d2620933e81bc55faaa66a52d01c0fe36c6dd87bce9f6685adbc8149fe57b	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B04__M01	15dd7177211810ca074a3313931a47dcebe4ecd62c66076f178baceaed71c3f7	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B04__M02	385eca3fe5c4b526ea1c7674740eb453fe21fb45185a60b0ecc2bec36d3ac752	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B05__M00	77145f282927e0b0fd381b15321d6925373a304c0f230df56bd1ac399c917d44	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B05__M01	73e3a370fe40b56afa0406de86b7a4315dec99a485d75d56d161902681e1f286	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B05__M02	3093b76ea076b9c8686fb8f9bdb554f9a43848df5e006f5dc9b298816efa5a9e	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B06__M00	d43afaad4f540d2840b00c41f27ce7e2f42439f729d14d418785ab87b8b6dcd1	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B06__M01	240b387b0c511b9179a6e3728425f257c0bf5d2de8b81eff4262bd9ad643295e	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B06__M02	5cfe929b5458e5d128bc74c8cafc56807954e81662cf7208d9eddedeef4ec121	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B07__M00	260dca1a34a62b6bd490d1a0151bee5808488df545d3a4bbeb461114e2e2913f	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B07__M01	ef14050ca05732e17953e88a5954cc0320d875c90323460c801c1da7e40c16d0	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B07__M02	2d2cf9991d917fc2a1e1b3427a469effafdb247a1f0271e077b089911484d4d3	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B08__M00	0c00e391160c513600b16ed21f09e7477a0811ac4aad2a3862fc6b87a5f5c756	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B08__M02	63b0030d05cce26939f9b1dc7bc0a55e8a30b047ef8ead711f2c1b07aa2b9e01	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B09__M00	606eca34b4f8cc7a01abfe1e5747e9020562744159dc965b1eff06b040072370	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B09__M01	2a2e33b66bac794a7970d9797687e15f391fb0a1dd5dc1d8ed71a5a823af1dd6	C0072	True	numbering_or_framework_failed;odd_cysteine_count;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B09__M02	8018d044db7bfa815d55f727febfa18e632d33eda8ac2c9f955f837aaba1cbfb	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B10__M00	35a7e15bcb422de3fc73d4c92ac8afbb76fd1f93c76017788eefcefc2e7e6c6f	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B10__M01	bf13ab51959f4fc5eb0dc85987d37980e11ccf905271cb9b2dfdbf2f2f6da524	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B10__M02	7e0fdade787391b6e0d2252bc057d393ec88e09111caa49900333903e98e998f	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B11__M00	590a4360d228d341aa4156d8eee846d03a00764478fac1b37afda092ed0adef8	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B11__M01	f54657381b2f2f1b7f0fa0dca411de7b0bb972bf4e9be8774cad124f93f8c400	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__B_LOWER__H3__B11__M02	209ec7c229e2565a0144b8a1be66adb465a0f0da302f2014de9d917429d0ea15	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B00__M01	2b62729d7bc49a8804aa63cef3df9ed266d0f1faa024862e3fec127918b2115c	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B00__M02	5872da940bcd95866dacfaac7f5cea1024e971ca34938440e9c0d23191c8dba6	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B01__M00	6933521e67688df592ce4a87e6aa88ab8c9820297d397c421fbca74902017e61	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B01__M01	1f8fb4aed5b7de87817a5335d210d4f659b9ba79e668e32baab6224f821e90ac	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B02__M01	25e85d54dd3c352dbb26a626a9dc367c364c91066d52a0599784ac4a869cde0e	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B02__M02	73648caf445cea86d08fa9dfe7365fb0008f01d2f6852a60b0890d061b0889d0	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B03__M00	2bb79268810102b1e94190f0cac65d84892a61385dbeaf2f73ac185f851c2c4a	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B03__M01	87890eab0e70072b21a1cb250af757050a0756d1ba516c04b00e7a69488aedf3	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B04__M00	80190a53d0794f0c02a7312347c0069c12118b95d5712a1dad734dda51dce486	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B04__M02	5f340c89a6e78c7127270c62a37a59719b5db65881ca5e80983c4285c9980690	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B05__M00	9d872d39d95c36ff370a0ba1e9d38e3e65d46da3ee62bd38d204faf0a4bea559	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B05__M01	007446a6c86629b61685dacd49b9c2c1effd23cc9599ed0923abdd23ba47be8a	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B05__M02	5f50dfc49c33639938d5cb41bb8196780f831f4e1e8ecc1c36a00234314f702f	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B06__M00	d3b511459257c601937632deb224bc7eaea3a46ea8c7062cb62d31bba7feefdb	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B06__M01	f2989e905998538ff4e0db93dbcb6e6ad9899477ff2839bf055873774beca8bf	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B06__M02	81bb5c8f5e1d8377459cde81bfacec553ec5f030c2ba8941c055a6de8a9c681c	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B07__M01	9036bef8a345d3f836c4aeaa555aa9dd2d65d776d997a84e3d4195ba77587e34	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B08__M02	58aa0bdd34631f546202b2b5589bc94bc7764936838fd2e691eb7f6cda9c8f00	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B09__M00	42d3de37588f3126a8719b2edfcd63b9f73da598896efe0967b8597d4b1fa2ee	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B09__M01	c7b45f088a85702d71bf2950e1fc2e6bc91838e3a1dace413dcbefd773bf64ad	C0072	True	numbering_or_framework_failed;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B09__M02	5a60695636ee21346e9608c6a025dbbb7b48ffdf3c21b1083af5e2f56e861c84	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B10__M00	d0fc436a66a12fffed9f6f661f2af86515d7b1f9d2753580a702a5f8fe8d4b4d	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B10__M01	ab6695c91aeb14bf5945d9368180ba50e18351389b6638ec855f84191f9f181e	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M00	669c12b3d53947ba5188c4bd5950e31f32c0197d36efca8b2d0f7b2768f5476c	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M01	41deea19cd9f059c18ee8cc004515df3124b9fe7c25eb611b6e795abbe40c3b6	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H1H3__B11__M02	4c6fe3aca7951e4f688762ce64f75fe011caf7377704de4eec25e4a94e30bf64	C0072	True	numbering_or_framework_failed		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B00__M00	3b3640f2861a19e3f65f3e29541e057c936d625fc294cd0b56d456546322b22b	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B00__M01	19ca21387299cac3105ceb8537831738d9517208927759a535bfc221c4dfe9aa	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B00__M02	4fa5ab6e914fe2d4481126b4ccc4d0d3237fd248cc7b151aa10937fcb8a6679b	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B01__M00	ef372cfc217e429ee53328ce23871485d28916880c1fd9bafdedd06508e79e0b	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B01__M01	70ffd1c966f8eb962aede9990d28fd4906faa12fb3aa2ef35ee7c9d87a993cd2	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B02__M00	224507adac2669aeb564913d8a60b0578a066d850c4dc61ccf02e085c6d79b08	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B02__M01	455dd5581223bc643314d10352d16b487917735c80e4c57ca78f40447f50957e	C0072	True	numbering_or_framework_failed;odd_cysteine_count;hydrophobic_run		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B02__M02	ce89e50effb4495c5870f6906a98023fbf6ce3d28135a0b550dd72092650de6e	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B03__M01	c64eae8e7c86fc242b6e4e32272c79627910520b317381db0d2fc22b6127f484	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B03__M02	ed989f29274b0a4edafee50d8c6cfa9837fcbe7fc4b740bb441b7c3be4c0196c	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B04__M00	192a40cfb3c3417a0c641be1898fddaa93c9da8ed5c57e4e1859d82d5a5b4287	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B04__M01	bd272e9b24f5978d4ffc099b32fbd03c4366f57d86789f9a366d7632e9a44ece	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B04__M02	7c672581033d0c2c493cc2fcae0116c7e4e3c0a43158ba044142211c1b9268ed	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B05__M00	54ea05af554bbbadf408486b4b0fac1e3f0935f995eba266ae495ac38e5bfc0a	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B05__M01	ffb88d689fce1803f556c097df3c1888713c56ae0575f3b5d2f929509cbfbf43	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B05__M02	f7ead861d9d5dc8640dbbd5023945682af4e3ab5a8b2e82c9324fd578d010cec	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B06__M00	0bd71721f0ca6d5d7357ed12cd740bbb102c38a4d7ca02adbc5ea59b00731faf	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B06__M01	a97b1c8141399247cba255446f207183e795971103f1a1251605ec99c4ebbd44	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B06__M02	e5f6696c58dcd551e9ad5af10bfb9f087e0afb608c89efc20b0b921fdff8f042	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B07__M00	c500aceb1ac1be9e033faf2f37fe511e812f176b8caa0807fac4ea93e2c29564	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B07__M01	6e0b72851930692de5a2e25494926b1bea3c8257297b2b8be4ead30d20d151e9	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B07__M02	e978e2f01e5f82f15912d247d70145e32cc635b35553a13f8305dfe3f6325ddc	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B08__M00	2cf6886d9219af5fba17f50aeb37c4abb6efdd8610c039f1216e2e8cc62c90ba	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B08__M01	e2580042d6978aedefe43aa52409c21fa80afe8d660acd907791781270883167	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B08__M02	192b4f8b436b180a7c0b4ce58d144dbab15e431d53e4ea32474a4d0a9c7a2dd2	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B10__M00	820222c817422cd29f20d4fc19c2f4a3ac529bfa2afaff236d94dbd0290c0efe	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
RFV1__PLDNANO_VHH_00107__C_CROSS__H3__B10__M01	e2e52363ac8563d27f4ca96c90867fd50dd7a18f2512e6e1870836765ee1ca47	C0072	True	numbering_or_framework_failed;odd_cysteine_count		RESERVE2_PARENT
