cluster_id,representative_record_id,member_count,sources_present,max_pairwise_identity,mean_score_v1_1,selected_for_top_200,selection_reason,diversity_notes
C0193,PLDNANO_VHH_00286,2,PLAbDab-nano:GenBank,0.944,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0194,PLDNANO_VHH_00288,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0195,PLDNANO_VHH_00289,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0196,PLDNANO_VHH_00290,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0197,PLDNANO_VHH_00291,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0198,PLDNANO_VHH_00292,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0199,PLDNANO_VHH_00293,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0200,PLDNANO_VHH_00294,3,PLAbDab-nano:GenBank,0.991,0.969,no,not_selected,greedy_sequence_identity_threshold_0.90
C0201,PLDNANO_VHH_00295,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0202,PLDNANO_VHH_00296,3,PLAbDab-nano:GenBank,0.977,0.969,no,not_selected,greedy_sequence_identity_threshold_0.90
C0203,PLDNANO_VHH_00297,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0204,PLDNANO_VHH_00301,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0205,PLDNANO_VHH_00302,1,PLAbDab-nano:GenBank,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0206,PLDNANO_VHH_00304,2,PLAbDab-nano:GenBank,0.984,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0207,PLDNANO_VHH_00309,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0208,PLDNANO_VHH_00310,1,PLAbDab-nano:GenBank,1.000,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0209,PLDNANO_VHH_00311,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0210,PLDNANO_VHH_00312,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0211,PLDNANO_VHH_00313,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0212,PLDNANO_VHH_00315,1,PLAbDab-nano:GenBank,1.000,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0213,PLDNANO_VHH_00316,1,PLAbDab-nano:GenBank,1.000,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0214,PLDNANO_VHH_00317,1,PLAbDab-nano:GenBank,1.000,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0215,PLDNANO_VHH_00318,1,PLAbDab-nano:GenBank,1.000,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0216,PLDNANO_VHH_00319,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0217,PLDNANO_VHH_00320,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0218,PLDNANO_VHH_00321,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0219,PLDNANO_VHH_00322,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0220,PLDNANO_VHH_00323,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0221,PLDNANO_VHH_00324,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0222,PLDNANO_VHH_00325,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0223,PLDNANO_VHH_00326,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0224,PLDNANO_VHH_00327,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0225,PLDNANO_VHH_00328,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0226,PLDNANO_VHH_00332,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0227,PLDNANO_VHH_00333,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0228,PLDNANO_VHH_00334,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0229,PLDNANO_VHH_00335,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0230,PLDNANO_VHH_00339,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0231,PLDNANO_VHH_00340,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0232,PLDNANO_VHH_00341,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0233,PLDNANO_VHH_00345,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0234,PLDNANO_VHH_00346,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0235,PLDNANO_VHH_00347,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0236,PLDNANO_VHH_00348,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0237,PLDNANO_VHH_00349,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0238,PLDNANO_VHH_00350,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0239,PLDNANO_VHH_00352,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0240,PLDNANO_VHH_00353,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0241,PLDNANO_VHH_00354,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0242,PLDNANO_VHH_00355,3,PLAbDab-nano:GenBank,0.952,0.969,no,not_selected,greedy_sequence_identity_threshold_0.90
C0243,PLDNANO_VHH_00358,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0244,PLDNANO_VHH_00359,5,PLAbDab-nano:GenBank,0.992,0.954,no,not_selected,greedy_sequence_identity_threshold_0.90
C0245,PLDNANO_VHH_00362,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0246,PLDNANO_VHH_00363,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0247,PLDNANO_VHH_00366,5,PLAbDab-nano:GenBank,0.992,0.942,no,not_selected,greedy_sequence_identity_threshold_0.90
C0248,PLDNANO_VHH_00371,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0249,PLDNANO_VHH_00372,2,PLAbDab-nano:GenBank,0.928,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0250,PLDNANO_VHH_00375,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0251,PLDNANO_VHH_00376,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0252,PLDNANO_VHH_00377,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0253,PLDNANO_VHH_00378,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0254,PLDNANO_VHH_00379,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0255,PLDNANO_VHH_00380,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0256,PLDNANO_VHH_00382,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0257,PLDNANO_VHH_00383,2,PLAbDab-nano:GenBank,0.976,0.945,no,not_selected,greedy_sequence_identity_threshold_0.90
C0258,PLDNANO_VHH_00384,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0259,PLDNANO_VHH_00386,1,PLAbDab-nano:GenBank,1.000,0.983,no,not_selected,greedy_sequence_identity_threshold_0.90
C0260,PLDNANO_VHH_00387,2,PLAbDab-nano:GenBank,0.992,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0261,PLDNANO_VHH_00389,8,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.992,0.943,no,not_selected,greedy_sequence_identity_threshold_0.90
C0262,PLDNANO_VHH_00395,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0263,PLDNANO_VHH_00400,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0264,PLDNANO_VHH_00401,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0265,PLDNANO_VHH_00402,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0266,PLDNANO_VHH_00403,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0267,PLDNANO_VHH_00404,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0268,PLDNANO_VHH_00405,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0269,PLDNANO_VHH_00406,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0270,PLDNANO_VHH_00408,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0271,PLDNANO_VHH_00409,2,PLAbDab-nano:GenBank,0.993,0.940,no,not_selected,greedy_sequence_identity_threshold_0.90
C0272,PLDNANO_VHH_00410,1,PLAbDab-nano:GenBank,1.000,0.983,no,not_selected,greedy_sequence_identity_threshold_0.90
C0273,PLDNANO_VHH_00411,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0274,PLDNANO_VHH_00412,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0275,PLDNANO_VHH_00413,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0276,PLDNANO_VHH_00414,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0277,PLDNANO_VHH_00416,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0278,PLDNANO_VHH_00417,1,PLAbDab-nano:GenBank,1.000,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0279,PLDNANO_VHH_00418,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0280,PLDNANO_VHH_00419,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0281,PLDNANO_VHH_00421,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0282,PLDNANO_VHH_00422,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0283,PLDNANO_VHH_00423,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0284,PLDNANO_VHH_00424,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0285,PLDNANO_VHH_00425,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0286,PLDNANO_VHH_00426,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0287,PLDNANO_VHH_00427,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0288,PLDNANO_VHH_00428,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0289,PLDNANO_VHH_00429,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0290,PLDNANO_VHH_00431,2,PLAbDab-nano:GenBank,0.945,0.965,no,not_selected,greedy_sequence_identity_threshold_0.90
C0291,PLDNANO_VHH_00433,2,PLAbDab-nano:GenBank,0.944,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0292,PLDNANO_VHH_00434,3,PLAbDab-nano:GenBank,0.992,0.949,no,not_selected,greedy_sequence_identity_threshold_0.90
C0293,PLDNANO_VHH_00437,3,PLAbDab-nano:GenBank,0.992,0.949,no,not_selected,greedy_sequence_identity_threshold_0.90
C0294,PLDNANO_VHH_00440,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0295,PLDNANO_VHH_00444,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0296,PLDNANO_VHH_00445,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0297,PLDNANO_VHH_00446,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0298,PLDNANO_VHH_00447,2,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.984,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0299,PLDNANO_VHH_00449,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0300,PLDNANO_VHH_00450,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0301,PLDNANO_VHH_00453,3,PLAbDab-nano:GenBank,0.984,0.956,no,not_selected,greedy_sequence_identity_threshold_0.90
C0302,PLDNANO_VHH_00454,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0303,PLDNANO_VHH_00455,1,PLAbDab-nano:GenBank,1.000,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0304,PLDNANO_VHH_00456,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0305,PLDNANO_VHH_00457,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0306,PLDNANO_VHH_00458,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0307,PLDNANO_VHH_00459,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0308,PLDNANO_VHH_00460,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0309,PLDNANO_VHH_00462,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0310,PLDNANO_VHH_00463,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0311,PLDNANO_VHH_00464,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0312,PLDNANO_VHH_00466,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0313,PLDNANO_VHH_00467,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0314,PLDNANO_VHH_00468,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0315,PLDNANO_VHH_00470,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0316,PLDNANO_VHH_00471,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0317,PLDNANO_VHH_00474,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0318,PLDNANO_VHH_00475,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0319,PLDNANO_VHH_00476,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0320,PLDNANO_VHH_00477,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0321,PLDNANO_VHH_00478,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0322,PLDNANO_VHH_00479,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0323,PLDNANO_VHH_00480,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0324,PLDNANO_VHH_00481,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0325,PLDNANO_VHH_00482,2,PLAbDab-nano:GenBank,0.945,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0326,PLDNANO_VHH_00484,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0327,PLDNANO_VHH_00485,1,PLAbDab-nano:GenBank,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0328,PLDNANO_VHH_00486,2,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.992,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0329,PLDNANO_VHH_00487,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0330,PLDNANO_VHH_00488,2,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.992,0.945,no,not_selected,greedy_sequence_identity_threshold_0.90
C0331,PLDNANO_VHH_00490,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0332,PLDNANO_VHH_00491,2,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.992,0.935,no,not_selected,greedy_sequence_identity_threshold_0.90
C0333,PLDNANO_VHH_00492,1,PLAbDab-nano:GenBank,1.000,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0334,PLDNANO_VHH_00493,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0335,PLDNANO_VHH_00494,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0336,PLDNANO_VHH_00495,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0337,PLDNANO_VHH_00496,1,PLAbDab-nano:GenBank,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0338,PLDNANO_VHH_00498,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0339,PLDNANO_VHH_00499,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0340,PLDNANO_VHH_00500,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0341,PLDNANO_VHH_00501,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0342,PLDNANO_VHH_00502,1,PLAbDab-nano:GenBank,1.000,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0343,PLDNANO_VHH_00503,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0344,PLDNANO_VHH_00504,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0345,PLDNANO_VHH_00505,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0346,PLDNANO_VHH_00506,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0347,PLDNANO_VHH_00507,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0348,PLDNANO_VHH_00508,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0349,PLDNANO_VHH_00509,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0350,PLDNANO_VHH_00511,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0351,PLDNANO_VHH_00512,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0352,PLDNANO_VHH_00513,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0353,PLDNANO_VHH_00514,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0354,PLDNANO_VHH_00515,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0355,PLDNANO_VHH_00516,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0356,PLDNANO_VHH_00517,2,PLAbDab-nano:GenBank,0.977,0.940,no,not_selected,greedy_sequence_identity_threshold_0.90
C0357,PLDNANO_VHH_00519,8,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.992,0.958,no,not_selected,greedy_sequence_identity_threshold_0.90
C0358,PLDNANO_VHH_00520,5,PLAbDab-nano:GenBank,0.992,0.962,no,not_selected,greedy_sequence_identity_threshold_0.90
C0359,PLDNANO_VHH_00533,2,PLAbDab-nano:GenBank,0.952,0.965,no,not_selected,greedy_sequence_identity_threshold_0.90
C0360,PLDNANO_VHH_00531,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0361,PLDNANO_VHH_00535,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0362,PLDNANO_VHH_00536,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0363,PLDNANO_VHH_00537,2,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.966,0.945,no,not_selected,greedy_sequence_identity_threshold_0.90
C0364,PLDNANO_VHH_00538,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0365,PLDNANO_VHH_00542,2,PLAbDab-nano:GenBank,0.984,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0366,PLDNANO_VHH_00543,2,PLAbDab-nano:GenBank,0.992,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0367,PLDNANO_VHH_00548,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0368,PLDNANO_VHH_00550,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0369,PLDNANO_VHH_00551,1,PLAbDab-nano:GenBank,1.000,0.955,no,not_selected,greedy_sequence_identity_threshold_0.90
C0370,PLDNANO_VHH_00552,1,PLAbDab-nano:GenBank,1.000,0.983,no,not_selected,greedy_sequence_identity_threshold_0.90
C0371,PLDNANO_VHH_00553,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0372,PLDNANO_VHH_00554,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0373,PLDNANO_VHH_00557,2,PLAbDab-nano:GenBank,0.992,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0374,PLDNANO_VHH_00558,2,PLAbDab-nano:GenBank;PLAbDab-nano:SAbDab,0.992,0.975,no,not_selected,greedy_sequence_identity_threshold_0.90
C0375,PLDNANO_VHH_00559,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0376,PLDNANO_VHH_00560,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0377,PLDNANO_VHH_00562,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0378,PLDNANO_VHH_00564,1,PLAbDab-nano:GenBank,1.000,0.970,no,not_selected,greedy_sequence_identity_threshold_0.90
C0379,PLDNANO_VHH_00565,1,PLAbDab-nano:GenBank,1.000,0.990,yes,top_scoring_cluster_representative,greedy_sequence_identity_threshold_0.90
C0380,PLDNANO_VHH_00567,1,PLAbDab-nano:GenBank,1.000,0.960,no,not_selected,greedy_sequence_identity_threshold_0.90
C0381,PLDNANO_VHH_00568,1,PLAbDab-nano:GenBank,1.000,0.930,no,not_selected,greedy_sequence_identity_threshold_0.90
C0382,PLDNANO_VHH_00572,1,PLAbDab-nano:GenBank,1.000,0.950,no,not_selected,greedy_sequence_identity_threshold_0.90
C0383,PLDNANO_VHH_00573,1,PLAbDab-nano:GenBank,1.000,0.980,no,not_selected,greedy_sequence_identity_threshold_0.90
C0384,PLDNANO_VHH_00574,1,PLAbDab-nano:GenBank,1.000,0.930,no,not_selected,greedy_sequence_identity_threshold_0.90
