job_id	priority	entity_type	entity_id	control_class	expected_behavior	conformation	seed	sequence_sha256	cdr1_range	cdr2_range	cdr3_range	cdr_residues	monomer_source	monomer_source_kind	monomer_source_chain	receptor_pdb	receptor_chain	ligand_chain	vhh_chain	numbering	cfg_hash	restraint_hash	protocol_core_sha256	protocol_hash	job_hash	job_hash_basis
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00_8x6b_s3253_00dea8c8a850	27	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00		CANDIDATE_UNKNOWN	8x6b	3253	e153ff9495d773f048a2bcfdc30cf478ad551fea631379c59467318b8f644ae7	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	00dea8c8a8508e450bcbdcb4830d15beac3ebdb1eeab0ff3482a9c0675efc6aa	"{""cfg_hash"":""bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00_9e6y_s917_17d405d30379	28	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00		CANDIDATE_UNKNOWN	9e6y	917	e153ff9495d773f048a2bcfdc30cf478ad551fea631379c59467318b8f644ae7	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	17d405d3037924993e1e33c5e2e27db69b834998435969926e5556b401ac64a3	"{""cfg_hash"":""e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00_9e6y_s1931_94d79e6c5f6c	29	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00		CANDIDATE_UNKNOWN	9e6y	1931	e153ff9495d773f048a2bcfdc30cf478ad551fea631379c59467318b8f644ae7	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	94d79e6c5f6c2f1c2690c3a7453dea2b65dbe97597b5f585c74f58c71df108a1	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00_9e6y_s3253_8365182d0b12	30	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00		CANDIDATE_UNKNOWN	9e6y	3253	e153ff9495d773f048a2bcfdc30cf478ad551fea631379c59467318b8f644ae7	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	8365182d0b12375f83c9d4e1d8f552319128d032d418e5649b9171eae28f3402	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01_8x6b_s917_29f2fb17b623	31	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01		CANDIDATE_UNKNOWN	8x6b	917	91cfa2666511c345d7c1c9e03b2eec8b13eb9843de807cd4f4b84cc5f22e5d50	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	29f2fb17b623a867d0a9111c316c467a9c7b480778ebe16d1f87b984f3b76a58	"{""cfg_hash"":""5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01_8x6b_s1931_9693b21112d2	32	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01		CANDIDATE_UNKNOWN	8x6b	1931	91cfa2666511c345d7c1c9e03b2eec8b13eb9843de807cd4f4b84cc5f22e5d50	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	9693b21112d2101f51302d0aecb08d29d46967bca0c34a8d694b21e390faec12	"{""cfg_hash"":""f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01_8x6b_s3253_ddd3892e4086	33	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01		CANDIDATE_UNKNOWN	8x6b	3253	91cfa2666511c345d7c1c9e03b2eec8b13eb9843de807cd4f4b84cc5f22e5d50	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	ddd3892e4086ad412eed8a235c768faa1e2d118fb43174b801e418af4080e269	"{""cfg_hash"":""bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01_9e6y_s917_2f95a3e25427	34	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01		CANDIDATE_UNKNOWN	9e6y	917	91cfa2666511c345d7c1c9e03b2eec8b13eb9843de807cd4f4b84cc5f22e5d50	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	2f95a3e25427b8844108d918216dedaf170a53a1f09c9b7a3a085aea8e8fd141	"{""cfg_hash"":""e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01_9e6y_s1931_46d00e5e7364	35	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01		CANDIDATE_UNKNOWN	9e6y	1931	91cfa2666511c345d7c1c9e03b2eec8b13eb9843de807cd4f4b84cc5f22e5d50	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	46d00e5e7364fe4c50764812e19cfde94daeb6032a5a4bb69d2f52f71079d40f	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01_9e6y_s3253_b6b8c057239e	36	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01		CANDIDATE_UNKNOWN	9e6y	3253	91cfa2666511c345d7c1c9e03b2eec8b13eb9843de807cd4f4b84cc5f22e5d50	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	b6b8c057239eb7fdcee15a26c959bc8f2b8391e3f42c1bf3c957b6a234d7bcf4	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B07__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01_8x6b_s917_1ac26ef1172e	37	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01		CANDIDATE_UNKNOWN	8x6b	917	d4fd0f54729f7008347457d67e7c108d1ddee79438cb55430d02ad43bdd0ff09	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	1ac26ef1172ea3c6ac5219e3b32e746c83d68f6475868e4136612ea4974d82c9	"{""cfg_hash"":""5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01_8x6b_s1931_8782f1c94529	38	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01		CANDIDATE_UNKNOWN	8x6b	1931	d4fd0f54729f7008347457d67e7c108d1ddee79438cb55430d02ad43bdd0ff09	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	8782f1c945293fe8d9c7dfb7676d9c5ee9f726e39bb7d498c18938648ee6def6	"{""cfg_hash"":""f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01_8x6b_s3253_a859343c055a	39	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01		CANDIDATE_UNKNOWN	8x6b	3253	d4fd0f54729f7008347457d67e7c108d1ddee79438cb55430d02ad43bdd0ff09	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	a859343c055a45130d86d643cb395d7c2acfce76b5ca60d8b43efe95367ea9b9	"{""cfg_hash"":""bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01_9e6y_s917_8c53f2a8a890	40	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01		CANDIDATE_UNKNOWN	9e6y	917	d4fd0f54729f7008347457d67e7c108d1ddee79438cb55430d02ad43bdd0ff09	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	8c53f2a8a8905d412414686246e107ecff4bad7ae865f81baa812a4eb174cc8a	"{""cfg_hash"":""e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01_9e6y_s1931_0d5168b6bf65	41	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01		CANDIDATE_UNKNOWN	9e6y	1931	d4fd0f54729f7008347457d67e7c108d1ddee79438cb55430d02ad43bdd0ff09	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	0d5168b6bf65748b4f7350bf9f3cf32c02dcd3cb7674200707ab4acdeaddaf02	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01_9e6y_s3253_d69efb94926c	42	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01		CANDIDATE_UNKNOWN	9e6y	3253	d4fd0f54729f7008347457d67e7c108d1ddee79438cb55430d02ad43bdd0ff09	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	d69efb94926c8abd438a93c060f28d1297ef8ea1016dfbbfc5e776e35c69cc83	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H3__B01__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
