job_id	entity_id	entity_type	control_class	expected_behavior	conformation	seed	state	attempts	selected_model_count	pose_score_model_count	pose_backed_2x2	representative_model	haddock_score	air_energy	native_class	cross_class	representative_pair_label	model_pair_consensus_fraction	model_native_cross_support_agreement_fraction	model_strict_a_fraction	native_hotspot_overlap	cross_hotspot_overlap	native_holdout_overlap	cross_holdout_overlap	native_total_occlusion	cross_total_occlusion	native_cdr3_occlusion	cross_cdr3_occlusion	native_cdr3_fraction	cross_cdr3_fraction	anomaly_flag	anomaly_reason	job_hash
CANDIDATE_V29_GEN__C0052__AE53B9494E36752B_9e6y_s917_69c6a43b079b	V29_GEN__C0052__AE53B9494E36752B	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-83.2198	304.325	B	B	SUPPORTED_AB	0.7	1.0	0.3	14	14	7	7	299	320	58	68	0.19398	0.2125	false		69c6a43b079b38da408e9ab1b6674d6c6beba3343f515c89d16a9523ec91f375
CANDIDATE_V29_GEN__C0052__C88ADBB0B8D04F0C_8x6b_s917_65681406aa45	V29_GEN__C0052__C88ADBB0B8D04F0C	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-72.33670000000001	394.643	B	B	SUPPORTED_AB	0.7	1.0	0.7	16	16	9	9	436	437	127	119	0.291284	0.272311	false		65681406aa45204e7354a24e731f7263e8842bb804c489f32a578019a6b743a8
CANDIDATE_V29_GEN__C0052__C88ADBB0B8D04F0C_9e6y_s917_34a1f5e6ab10	V29_GEN__C0052__C88ADBB0B8D04F0C	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-65.3435	456.544	A	A	STRICT_A	0.9	1.0	0.9	16	16	9	9	617	623	143	145	0.231767	0.232745	false		34a1f5e6ab10e555575d1540b59c3bb5bd9b88d494266bbdee12a4ef0655cb82
CANDIDATE_V29_GEN__C0052__E50C04F71F2E37B5_8x6b_s917_5684be1f6a54	V29_GEN__C0052__E50C04F71F2E37B5	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-57.75639999999999	260.76	A	A	STRICT_A	0.8	1.0	0.8	17	17	9	9	788	777	131	123	0.166244	0.158301	false		5684be1f6a545a300464d4c45efbc5ba0c5e9ca5b35c81f702693579fa676b5d
CANDIDATE_V29_GEN__C0052__E50C04F71F2E37B5_9e6y_s917_cda1763eb84a	V29_GEN__C0052__E50C04F71F2E37B5	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-65.79144000000001	273.738	B	B	SUPPORTED_AB	1.0	1.0	0.0	19	19	9	9	514	502	77	79	0.149805	0.157371	false		cda1763eb84a3e43279f8f19490d26a7d7dc4559dee976a1a300dd7ff1ae2e92
CANDIDATE_V29_GEN__C0052__EEDC248576F4BBC9_8x6b_s917_a59c3fdcd7a0	V29_GEN__C0052__EEDC248576F4BBC9	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-47.61575	329.93	A	A	STRICT_A	0.6	1.0	0.6	18	18	9	9	539	538	165	168	0.306122	0.312268	false		a59c3fdcd7a0f0a0c5cf5a3dba1e24cfa867f853c610413b6538b30a44b420df
CANDIDATE_V29_GEN__C0052__EEDC248576F4BBC9_9e6y_s917_4a224c8b88b8	V29_GEN__C0052__EEDC248576F4BBC9	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-39.91385	377.963	A	A	STRICT_A	0.8	1.0	0.8	16	16	6	6	551	548	174	178	0.315789	0.324818	false		4a224c8b88b89e0897431f5415c5fd70b730d01dcb3ec26b4257e4023fcf79fe
CANDIDATE_V29_GEN__C0052__F984331825753F34_8x6b_s917_5c33bb851ce5	V29_GEN__C0052__F984331825753F34	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-87.42070000000001	233.0	A	A	STRICT_A	0.6	1.0	0.4	18	18	9	9	594	561	142	132	0.239057	0.235294	false		5c33bb851ce5b06700ef95218b4f7550d875f8d2f62b4055913a636e5f1c4d4c
CANDIDATE_V29_GEN__C0052__F984331825753F34_9e6y_s917_443dbda6d922	V29_GEN__C0052__F984331825753F34	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-71.71694	242.756	B	B	SUPPORTED_AB	0.5	1.0	0.5	17	17	9	9	461	472	72	83	0.156182	0.175847	false		443dbda6d922254f559a81adeac5593fd6d70218275cb0331c81bcc2170bdf32
CANDIDATE_V29_GEN__C0054__00274CADACE89796_8x6b_s917_7a870f31500b	V29_GEN__C0054__00274CADACE89796	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-87.5377	217.508	A	A	STRICT_A	0.7	1.0	0.7	20	20	10	10	526	509	157	154	0.298479	0.302554	false		7a870f31500b19d0b4c32b72b8e4e6ac7a8dbd5422e0c93c5b584dc9c5150ee6
CANDIDATE_V29_GEN__C0054__00274CADACE89796_9e6y_s917_3f98d13aff38	V29_GEN__C0054__00274CADACE89796	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-70.0477	310.822	A	A	STRICT_A	0.8	1.0	0.8	20	20	10	10	513	540	158	165	0.307992	0.305556	false		3f98d13aff381d650fceb45741690e9f1158f64d89d7c6f6bab6b378bbc030ff
CANDIDATE_V29_GEN__C0054__007DA60B7423DCDE_8x6b_s917_63099a0f06bf	V29_GEN__C0054__007DA60B7423DCDE	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-91.6722	293.118	A	A	STRICT_A	0.9	1.0	0.9	20	20	10	10	623	611	136	136	0.218299	0.222586	false		63099a0f06bf3a9933608d63770bc83d4e99cf87665898d4135e1cfcd5ea70ca
CANDIDATE_V29_GEN__C0054__007DA60B7423DCDE_9e6y_s917_28118a0bba60	V29_GEN__C0054__007DA60B7423DCDE	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-87.1256	384.569	A	A	STRICT_A	0.7	1.0	0.7	21	21	10	10	542	550	204	205	0.376384	0.372727	false		28118a0bba6067594f63b290b513648f53912657af9f3d1cc84c1ae094abf71b
CANDIDATE_V29_GEN__C0054__0DCB74AD786044C4_8x6b_s917_2144a78a9b79	V29_GEN__C0054__0DCB74AD786044C4	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	9	9	true	cluster_1_model_1.pdb.gz	-67.0583	285.147	A	A	STRICT_A	0.666667	1.0	0.666667	18	18	8	8	673	663	166	168	0.246657	0.253394	false		2144a78a9b799ad658619963e257e94498235299d85c8cb610d010781dc5394f
CANDIDATE_V29_GEN__C0054__0DCB74AD786044C4_9e6y_s917_1e71dd5ff5e6	V29_GEN__C0054__0DCB74AD786044C4	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-71.2784	300.298	A	A	STRICT_A	0.8	1.0	0.8	20	20	10	10	520	518	194	191	0.373077	0.368726	false		1e71dd5ff5e65cbff2094a0ab13bd8df30fd1f052f73a6a2d5c62856ec522f44
CANDIDATE_V29_GEN__C0054__353FFA6F883CE9E0_8x6b_s917_b27c6bf5dbc1	V29_GEN__C0054__353FFA6F883CE9E0	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-79.73710000000001	248.702	B	B	SUPPORTED_AB	0.7	1.0	0.7	18	18	9	9	462	446	190	185	0.411255	0.414798	false		b27c6bf5dbc16a0bb5c5e00f5322c512b7d85e0d1955ae1605c73981afe09d63
CANDIDATE_V29_GEN__C0054__353FFA6F883CE9E0_9e6y_s917_2fdab8b028dc	V29_GEN__C0054__353FFA6F883CE9E0	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.57016000000002	326.964	B	B	SUPPORTED_AB	0.7	1.0	0.7	15	15	8	8	471	477	193	187	0.409766	0.392034	false		2fdab8b028dc380d7c7aef9bcf34a5a94bf375cc29e642aca38a1a7789880eae
CANDIDATE_V29_GEN__C0054__3C37114189868E2C_8x6b_s917_e71a13e920e7	V29_GEN__C0054__3C37114189868E2C	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-66.19389999999999	233.08	B	B	SUPPORTED_AB	0.5	1.0	0.5	13	13	6	6	722	736	157	160	0.217452	0.217391	false		e71a13e920e7cda63b35a0ac946f7632b8887eedf92a1d96bba686072f858679
CANDIDATE_V29_GEN__C0054__3C37114189868E2C_9e6y_s917_e27293a83906	V29_GEN__C0054__3C37114189868E2C	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.45500000000001	230.441	A	A	STRICT_A	0.7	1.0	0.7	15	15	7	7	823	792	158	162	0.191981	0.204545	false		e27293a83906128c47749572b5d4dafd53d5b028c0516deb00dad13c932a10f1
CANDIDATE_V29_GEN__C0054__4189D20B195B5F3E_8x6b_s917_0b614936726e	V29_GEN__C0054__4189D20B195B5F3E	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-74.39809	223.596	A	A	STRICT_A	0.8	1.0	0.8	20	20	10	10	675	671	152	155	0.225185	0.230999	false		0b614936726e67664a36bf6daf9696f2730c5a8f4954b537ee2400fbf497be96
CANDIDATE_V29_GEN__C0054__4189D20B195B5F3E_9e6y_s917_c8a7dccfcc62	V29_GEN__C0054__4189D20B195B5F3E	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-46.13168	269.786	A	A	STRICT_A	0.8	1.0	0.8	16	16	8	8	594	607	156	160	0.262626	0.263591	false		c8a7dccfcc62e4971795ee273382d3beef7d484e8564cad8d0c68fdbf667d901
CANDIDATE_V29_GEN__C0054__4E910F49138BB02A_8x6b_s917_82b9bc3ca761	V29_GEN__C0054__4E910F49138BB02A	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-57.06958	365.856	A	A	STRICT_A	0.6	1.0	0.6	19	19	9	9	617	616	133	127	0.215559	0.206169	false		82b9bc3ca7619146790fffc9bf3d48c1befd950e8b1acac7a339dda71da204d0
CANDIDATE_V29_GEN__C0054__4E910F49138BB02A_9e6y_s917_ad55b3a4ecc8	V29_GEN__C0054__4E910F49138BB02A	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-41.669039999999995	395.634	A	A	STRICT_A	0.7	1.0	0.7	14	14	6	6	774	744	153	146	0.197674	0.196237	false		ad55b3a4ecc8d3003f03ec0f8e438887366c979e47f276d872d45a8f90acb458
CANDIDATE_V29_GEN__C0054__A003C35FB4F2C43F_8x6b_s917_76d6558772d3	V29_GEN__C0054__A003C35FB4F2C43F	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-72.01379	178.739	A	A	STRICT_A	0.8	1.0	0.8	20	20	10	10	606	593	134	129	0.221122	0.217538	false		76d6558772d35a08d4d8b5055a9244260d1d824abbe3110e05ec6b7beb05aba9
CANDIDATE_V29_GEN__C0054__A003C35FB4F2C43F_9e6y_s917_ffd8016c113d	V29_GEN__C0054__A003C35FB4F2C43F	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-45.778014	241.363	A	A	STRICT_A	0.6	1.0	0.4	18	18	9	9	581	581	116	115	0.199656	0.197935	false		ffd8016c113d622262aeffe76c323ca5e607cb84d8295ae0e8e08898e1088061
CANDIDATE_V29_GEN__C0054__B30D2ACF69E89C98_8x6b_s917_b1a1a7cbca16	V29_GEN__C0054__B30D2ACF69E89C98	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-71.0208	337.672	A	A	STRICT_A	0.8	1.0	0.8	20	20	10	10	652	655	158	154	0.242331	0.235115	false		b1a1a7cbca166a9cb93bbb4e6790d21f619ac0df9ff52fb22767ec3b191dc112
CANDIDATE_V29_GEN__C0054__B30D2ACF69E89C98_9e6y_s917_3357eb157010	V29_GEN__C0054__B30D2ACF69E89C98	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-49.83819999999999	379.516	A	A	STRICT_A	0.7	1.0	0.7	17	17	8	8	712	741	182	181	0.255618	0.244265	false		3357eb1570107b082b3817ff5f46c910f10965b974c48e7551083b6a6b1c48d5
CANDIDATE_V29_GEN__C0054__C4459A3432B711E6_8x6b_s917_ece486de21cb	V29_GEN__C0054__C4459A3432B711E6	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-71.95153000000002	329.343	A	A	STRICT_A	0.8	1.0	0.8	19	19	9	9	540	529	105	116	0.194444	0.219282	false		ece486de21cb1e13f242c5e86877d2e95454feb79f5cce2107237dde51df16b9
CANDIDATE_V29_GEN__C0054__C4459A3432B711E6_9e6y_s917_9d0efc01f4f8	V29_GEN__C0054__C4459A3432B711E6	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-70.48308	325.527	A	A	STRICT_A	0.8	1.0	0.8	19	19	10	10	583	574	176	172	0.301887	0.299652	false		9d0efc01f4f812d9af15a85a77837312e16621a9566fd182e549940d144030b3
CANDIDATE_V29_GEN__C0054__CA9845430FE3EFE1_8x6b_s917_962eed9f9a4e	V29_GEN__C0054__CA9845430FE3EFE1	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-88.55901	361.318	A	A	STRICT_A	0.5	1.0	0.5	16	16	9	9	550	557	185	192	0.336364	0.344704	false		962eed9f9a4e2d7d361c02ccc12cc05f79395cf7e3922cca780635dbb7dda1a9
CANDIDATE_V29_GEN__C0054__CA9845430FE3EFE1_9e6y_s917_bbf424a590e7	V29_GEN__C0054__CA9845430FE3EFE1	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-59.4715	321.009	B	B	SUPPORTED_AB	0.5	1.0	0.5	19	19	10	10	424	438	148	156	0.349057	0.356164	false		bbf424a590e7a6e6fe2d356520ec6a3144746e79e14d38d71aea20c91fc75751
CANDIDATE_V29_GEN__C0054__F33369DAABA64A90_8x6b_s917_e0a88ff38c0a	V29_GEN__C0054__F33369DAABA64A90	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-91.4546	363.206	A	A	STRICT_A	1.0	1.0	1.0	18	18	8	8	784	755	163	157	0.207908	0.207947	false		e0a88ff38c0add6485c9e904f37bf223d53df9182730b613568fe7d765a563a7
CANDIDATE_V29_GEN__C0054__F33369DAABA64A90_9e6y_s917_e3517cd9f3e2	V29_GEN__C0054__F33369DAABA64A90	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-98.7254	280.422	B	B	SUPPORTED_AB	0.8	1.0	0.8	19	19	10	10	466	474	70	75	0.150215	0.158228	false		e3517cd9f3e29d122a269cece1667a503837110fa39660d8f42ab21a2bea0713
CANDIDATE_V29_GEN__C0054__F786855ABCE8E39A_8x6b_s917_4961c66fef04	V29_GEN__C0054__F786855ABCE8E39A	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-60.6241	278.118	A	A	STRICT_A	0.9	1.0	0.9	15	15	7	7	842	840	197	198	0.233967	0.235714	false		4961c66fef040dbc18ca2b4a6404ae8926648685885bac9b597f111bdd434055
CANDIDATE_V29_GEN__C0054__F786855ABCE8E39A_9e6y_s917_292a784ae81b	V29_GEN__C0054__F786855ABCE8E39A	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-60.637699999999995	349.081	B	B	SUPPORTED_AB	0.8	1.0	0.8	14	14	7	7	739	764	80	87	0.108254	0.113874	false		292a784ae81be0f583d31f72d8a64f953860f2ca25e2cd746c1f1f24c4d362cf
CANDIDATE_V29_GEN__C0065__0B502336629EFE5C_8x6b_s917_d296184a44bc	V29_GEN__C0065__0B502336629EFE5C	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-78.34078	279.988	A	A	STRICT_A	0.7	1.0	0.7	14	14	7	7	528	541	164	163	0.310606	0.301294	false		d296184a44bc189fd5888fcefa1e2322eee7b65af1f3e7398f698801ebadd1d8
CANDIDATE_V29_GEN__C0065__0B502336629EFE5C_9e6y_s917_2e1543c0b1c6	V29_GEN__C0065__0B502336629EFE5C	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-54.28289	361.39	B	B	SUPPORTED_AB	0.6	1.0	0.6	10	10	5	5	497	487	188	188	0.37827	0.386037	false		2e1543c0b1c620ea51c2b909f57e4372a22bbe21ad3786527d3d0be47ff154db
CANDIDATE_V29_GEN__C0065__3F9CAD11532B5A38_8x6b_s917_1300b58a12df	V29_GEN__C0065__3F9CAD11532B5A38	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-75.68200000000002	304.622	A	A	STRICT_A	0.6	1.0	0.6	20	20	10	10	705	691	150	134	0.212766	0.193922	false		1300b58a12dfbc98c98b535ba74baeaaaf66c9719225a843eff7a3f9777839fe
CANDIDATE_V29_GEN__C0065__3F9CAD11532B5A38_9e6y_s917_31c3b73aa399	V29_GEN__C0065__3F9CAD11532B5A38	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-59.868100000000005	377.348	A	A	STRICT_A	0.6	1.0	0.6	19	19	9	9	553	569	127	130	0.229656	0.228471	false		31c3b73aa399a16c94df518b8665272c57744dd855ba0782c87a69e805fd7861
CANDIDATE_V29_GEN__C0065__741F6A067BDB02ED_8x6b_s917_79c122c1dd6f	V29_GEN__C0065__741F6A067BDB02ED	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-70.6105	229.521	E	E	OTHER	0.4	1.0	0.4	14	14	7	7	331	318	18	16	0.054381	0.050314	false		79c122c1dd6f5601f8d7f1e14f290c363f69e7a33bd16387e53d0677a9979cd0
CANDIDATE_V29_GEN__C0065__741F6A067BDB02ED_9e6y_s917_82a4d4632042	V29_GEN__C0065__741F6A067BDB02ED	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-69.7252	287.529	B	B	SUPPORTED_AB	0.4	0.9	0.4	15	15	7	7	764	773	94	104	0.123037	0.134541	false		82a4d4632042542bd63ff9abb3d397031260af7fc5c1bf9610ce20f5e03514b2
CANDIDATE_V29_GEN__C0065__7748301F441022BD_8x6b_s917_f217ef3b3170	V29_GEN__C0065__7748301F441022BD	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-84.6578	270.842	B	B	SUPPORTED_AB	0.5	1.0	0.5	18	18	9	9	485	478	85	73	0.175258	0.15272	false		f217ef3b3170a5ee435f1f092f2b32ee3976acd950cc71d0db441468eebc87f3
CANDIDATE_V29_GEN__C0065__7748301F441022BD_9e6y_s917_0fe727277e50	V29_GEN__C0065__7748301F441022BD	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-64.25399999999999	414.776	A	A	STRICT_A	0.9	1.0	0.9	15	15	7	7	621	603	150	152	0.241546	0.252073	false		0fe727277e50ffa33597af638ae07d42dcc3c7ac1c5bab704889e7f873a9a3cf
CANDIDATE_V29_GEN__C0065__783B9CE5EF00D524_8x6b_s917_e6ec243d642e	V29_GEN__C0065__783B9CE5EF00D524	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-69.8173	327.727	A	A	STRICT_A	0.7	1.0	0.7	18	18	9	9	699	680	181	163	0.258941	0.239706	false		e6ec243d642e8df494aac44c61ef97ff43ce8ad5834d2be766c621ce6982b3d8
CANDIDATE_V29_GEN__C0065__783B9CE5EF00D524_9e6y_s917_96d20d220ce0	V29_GEN__C0065__783B9CE5EF00D524	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-63.882299999999994	336.328	A	A	STRICT_A	0.8	1.0	0.8	19	19	9	9	717	729	144	160	0.200837	0.219479	false		96d20d220ce031f148eff6dd5888dcde1fd5dec5b7e7afa20d704dfc442f46c0
CANDIDATE_V29_GEN__C0065__7AF621602A04AC82_8x6b_s917_ac2fcc1ca0b8	V29_GEN__C0065__7AF621602A04AC82	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-64.657196	189.94	A	A	STRICT_A	0.8	1.0	0.8	20	20	9	9	572	536	154	139	0.269231	0.259328	false		ac2fcc1ca0b8180ddd2db19a97639726cae842970b1814963be8c3f5dab5d972
CANDIDATE_V29_GEN__C0065__7AF621602A04AC82_9e6y_s917_210bd6969e01	V29_GEN__C0065__7AF621602A04AC82	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-63.2777	268.688	A	A	STRICT_A	0.5	1.0	0.5	18	18	9	9	605	609	138	143	0.228099	0.234811	false		210bd6969e017de58d37367ca0608bfb5170faf1753c2192b847784682421ae0
CANDIDATE_V29_GEN__C0065__7EC716A25F0C1FA5_8x6b_s917_3806fbe2ec3f	V29_GEN__C0065__7EC716A25F0C1FA5	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-46.39620000000001	317.617	A	A	STRICT_A	0.9	1.0	0.9	14	14	7	7	661	673	155	153	0.234493	0.22734	false		3806fbe2ec3fc9bf5b5d2a19ce6728701baef552c9f16d1f52b30c2c52b3f5b1
CANDIDATE_V29_GEN__C0065__7EC716A25F0C1FA5_9e6y_s917_59665d5e8171	V29_GEN__C0065__7EC716A25F0C1FA5	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-59.99017	310.623	B	B	SUPPORTED_AB	0.5	0.5	0.4	13	13	6	6	610	587	167	165	0.27377	0.28109	false		59665d5e81717dee1ad906d464eff9c1bf5434a9e329263da6b52cc1f1f81817
CANDIDATE_V29_GEN__C0065__9127256AAA7F99F9_8x6b_s917_615a7591e63d	V29_GEN__C0065__9127256AAA7F99F9	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-67.31721999999999	240.158	A	A	STRICT_A	0.7	1.0	0.7	21	21	10	10	649	635	146	149	0.224961	0.234646	false		615a7591e63d1b7b622d7a83e68a8c22884af67079d9ea63bfc0ccb1d7f53a9f
CANDIDATE_V29_GEN__C0065__9127256AAA7F99F9_9e6y_s917_d6c8392f285a	V29_GEN__C0065__9127256AAA7F99F9	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-85.98012	264.81	A	A	STRICT_A	0.8	1.0	0.8	19	19	9	9	594	602	131	135	0.220539	0.224252	false		d6c8392f285ac39602e6d5ee4f08095cca77ea7b594b8b8ac964402bf6f8bf55
CANDIDATE_V29_GEN__C0065__93FDAD9A883A9B06_8x6b_s917_df774a2bd053	V29_GEN__C0065__93FDAD9A883A9B06	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-95.73905999999998	202.065	A	A	STRICT_A	0.6	1.0	0.6	22	22	10	10	600	599	121	116	0.201667	0.193656	false		df774a2bd053b233757303d39070397f7ae1e48765e6d230deeaafc11b92b396
CANDIDATE_V29_GEN__C0065__93FDAD9A883A9B06_9e6y_s917_4eb6c8097bb1	V29_GEN__C0065__93FDAD9A883A9B06	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-88.02513000000002	212.948	A	A	STRICT_A	1.0	1.0	1.0	17	17	9	9	508	527	102	110	0.200787	0.208729	false		4eb6c8097bb12c58ed9b0cb8a23275082bb8438b4eff69db087b078a38e890fe
CANDIDATE_V29_GEN__C0065__967D979AE77024F9_8x6b_s917_80754477f941	V29_GEN__C0065__967D979AE77024F9	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	9	9	true	cluster_1_model_1.pdb.gz	-81.39257	299.562	A	A	STRICT_A	1.0	1.0	1.0	21	21	10	10	601	578	122	115	0.202995	0.198962	false		80754477f94123529ad71bfea5f36ef4d70819bad066256eb2bfb90ea79a790b
CANDIDATE_V29_GEN__C0065__967D979AE77024F9_9e6y_s917_9bef6dbb0b81	V29_GEN__C0065__967D979AE77024F9	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-97.09960000000001	259.368	A	A	STRICT_A	1.0	1.0	1.0	20	20	10	10	715	732	152	164	0.212587	0.224044	false		9bef6dbb0b81838c0fc650788334ab807d8206f62fc8cbba39ecec3e297fb5a0
CANDIDATE_V29_GEN__C0065__97832E09B15C13AB_8x6b_s917_75c53359a377	V29_GEN__C0065__97832E09B15C13AB	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-56.666659999999986	455.414	E	B	OTHER	0.4	0.9	0.4	11	11	5	5	546	565	48	59	0.087912	0.104425	false		75c53359a37769b3e56c96eb0241b8aeed593bd6a0da905f282eae46b41b8f77
CANDIDATE_V29_GEN__C0065__97832E09B15C13AB_9e6y_s917_f393db673e7b	V29_GEN__C0065__97832E09B15C13AB	candidate		CANDIDATE_UNKNOWN	9e6y	917	SUCCESS	1	10	10	true	cluster_1_model_1.pdb.gz	-53.25	417.046	B	B	SUPPORTED_AB	0.5	1.0	0.5	12	12	6	6	683	657	122	111	0.178624	0.16895	false		f393db673e7b8f8522c5cac1118f9e7af9b10685232995bb1560fda0945c5000
CANDIDATE_V29_GEN__C0065__9C6C7D2630D37B7D_8x6b_s917_de2a684b7b58	V29_GEN__C0065__9C6C7D2630D37B7D	candidate		CANDIDATE_UNKNOWN	8x6b	917	SUCCESS	1	9	9	true	cluster_1_model_1.pdb.gz	-69.3879	339.884	A	A	STRICT_A	0.555556	1.0	0.555556	15	15	7	7	723	715	184	178	0.254495	0.248951	false		de2a684b7b58dc7f8d2a7a77ec6741aa160f8017aabaed466bc47e2953d0670a
