entity_id	seed	8x6b_job_id	8x6b_job_hash	8x6b_state	8x6b_native_class	8x6b_cross_class	8x6b_pair_label	8x6b_pair_support_ordinal	8x6b_haddock_score	8x6b_selected_model_count	8x6b_pose_score_model_count	8x6b_model_pair_consensus_fraction	8x6b_model_native_cross_support_agreement_fraction	8x6b_error	9e6y_job_id	9e6y_job_hash	9e6y_state	9e6y_native_class	9e6y_cross_class	9e6y_pair_label	9e6y_pair_support_ordinal	9e6y_haddock_score	9e6y_selected_model_count	9e6y_pose_score_model_count	9e6y_model_pair_consensus_fraction	9e6y_model_native_cross_support_agreement_fraction	9e6y_error	dual_state	dual_exact_min_pair_label	dual_exact_min_pair_support_ordinal	technical_failure_reason
V29_GEN__C0102__C7A6C6E935C5DE9F	917	CANDIDATE_V29_GEN__C0102__C7A6C6E935C5DE9F_8x6b_s917_d23902355dba	d23902355dba795f0698cb80141aabe06da6f9d47facd4d01c4c4a0822600cbb	SUCCESS	A	A	STRICT_A	2	-105.5351	9	9	1.0	1.0		CANDIDATE_V29_GEN__C0102__C7A6C6E935C5DE9F_9e6y_s917_f2f9816b1504	f2f9816b15040152b54d60d3be7b54287aec4119c45438478967f6fbc911786f	SUCCESS	A	A	STRICT_A	2	-111.02449999999999	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0102__CA227C85032C7E12	917	CANDIDATE_V29_GEN__C0102__CA227C85032C7E12_8x6b_s917_59842799edd9	59842799edd911c047be44a68c907210e81ddd8a6d319ae2d870746c9a2df181	SUCCESS	A	A	STRICT_A	2	-83.3555	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0102__CA227C85032C7E12_9e6y_s917_825aeabe31c7	825aeabe31c7739488d7b4ff3079e847ba51c2b1fe9b309cfc08d8bad62b9daf	SUCCESS	A	A	STRICT_A	2	-64.076466	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0102__CCD4D72FF75F4392	917	CANDIDATE_V29_GEN__C0102__CCD4D72FF75F4392_8x6b_s917_2b14b299839e	2b14b299839ec9673e91406171301adf7462da633124d144004b2f53bdd3f70f	SUCCESS	A	A	STRICT_A	2	-58.35630000000001	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0102__CCD4D72FF75F4392_9e6y_s917_c5d9b5ef9699	c5d9b5ef9699561ae7715c9f797c759725391db2f6518fcb1a159ecfb644a2e4	SUCCESS	B	B	SUPPORTED_AB	1	-68.76849999999999	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0102__CF407DB2C48CA260	917	CANDIDATE_V29_GEN__C0102__CF407DB2C48CA260_8x6b_s917_a5d2e28b5173	a5d2e28b5173c6728a6ef8602b45c5b80946a6eba5122b21e5332d0c3824ddbf	SUCCESS	A	A	STRICT_A	2	-56.333600000000004	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0102__CF407DB2C48CA260_9e6y_s917_edc3ae057e75	edc3ae057e75719a71d184c4a317950d75c12f5b85fa73bf70bab1ff92af4cd4	SUCCESS	A	A	STRICT_A	2	-52.5991	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0102__CF7206452CD60735	917	CANDIDATE_V29_GEN__C0102__CF7206452CD60735_8x6b_s917_559185370934	5591853709342d79c1ea1a8a744f225d6f3f4e014ab9f4103a7f7cd67d15fcba	SUCCESS	B	B	SUPPORTED_AB	1	-66.7791	9	9	0.777778	1.0		CANDIDATE_V29_GEN__C0102__CF7206452CD60735_9e6y_s917_b84f93481223	b84f934812230f7e64307e57e29178cef913d4f0ecf24a6149834758b9cf939f	SUCCESS	A	A	STRICT_A	2	-66.1434	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0102__D69336BBC5987139	917	CANDIDATE_V29_GEN__C0102__D69336BBC5987139_8x6b_s917_3fe07f4b23d5	3fe07f4b23d52e095ffeb2771312ce24cfb5a981caa0523909cb138ad5fee22b	SUCCESS	A	A	STRICT_A	2	-59.09362000000001	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0102__D69336BBC5987139_9e6y_s917_b8dfdb870d66	b8dfdb870d661578c667cc49fb645b1fee63225eb915fd6948b643400a5394d3	SUCCESS	E	E	OTHER	0	-59.9085	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0102__D7843B73A4200589	917	CANDIDATE_V29_GEN__C0102__D7843B73A4200589_8x6b_s917_7a20a7f4db78	7a20a7f4db78c9e4652253ab1aa12b682dfc04dd30cc71f89bbc6e4f8b645261	SUCCESS	B	B	SUPPORTED_AB	1	-69.39439999999999	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0102__D7843B73A4200589_9e6y_s917_334e8fe0ad8c	334e8fe0ad8c9ea218dc2f1610ac3f6e6a9caae361432e8167e61cc19ffd88f6	SUCCESS	B	B	SUPPORTED_AB	1	-83.28864	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0102__DC8D27401C96929E	917	CANDIDATE_V29_GEN__C0102__DC8D27401C96929E_8x6b_s917_1c1405d7389c	1c1405d7389ccfd791611c3358f109c0d56380ff72ce8174b788329bb63b4b0b	SUCCESS	A	A	STRICT_A	2	-45.687	9	9	0.777778	1.0		CANDIDATE_V29_GEN__C0102__DC8D27401C96929E_9e6y_s917_ba3f910273d4	ba3f910273d44945c0aa2965bfa3599efbb42e623ef9d0d27cfb255925637474	SUCCESS	A	A	STRICT_A	2	-55.699839999999995	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0102__DCAEE540A2127882	917	CANDIDATE_V29_GEN__C0102__DCAEE540A2127882_8x6b_s917_408f5dee36e2	408f5dee36e2fb6fc6489610560fca23186ce8b5b4755436c2d34dfe705282a1	SUCCESS	A	A	STRICT_A	2	-54.005829999999996	10	10	0.4	1.0		CANDIDATE_V29_GEN__C0102__DCAEE540A2127882_9e6y_s917_da2522121e6c	da2522121e6c439a9acd30e2423159ac489a90df96570b2a2352c755464e4af8	SUCCESS	A	A	STRICT_A	2	-53.85276	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0102__EDF464D6E90F40EC	917	CANDIDATE_V29_GEN__C0102__EDF464D6E90F40EC_8x6b_s917_83d1e5ec64ed	83d1e5ec64ed79364b4189960b1ca6dd1b62373f1f0a7d4cc1d4a5d8a6534ed2	SUCCESS	A	A	STRICT_A	2	-64.23787999999999	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0102__EDF464D6E90F40EC_9e6y_s917_22eeb3adcf83	22eeb3adcf83b2f12d55f7f8f45828fe964f2d30b192946370ac4f5ff863c00f	SUCCESS	A	A	STRICT_A	2	-55.24476999999999	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0102__F13B9B3950818150	917	CANDIDATE_V29_GEN__C0102__F13B9B3950818150_8x6b_s917_292f31464913	292f3146491328edb65ea765fe55316f5b868f7eff0a255942f1ec31cc5dac40	SUCCESS	A	A	STRICT_A	2	-94.2844	9	9	0.888889	1.0		CANDIDATE_V29_GEN__C0102__F13B9B3950818150_9e6y_s917_45f5fdf7f13a	45f5fdf7f13a978ef47598b71765ac031edd41eb7dad66a60326c82f1074ba3b	SUCCESS	A	A	STRICT_A	2	-90.0916	10	10	1.0	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0102__F2970631A437D1AE	917	CANDIDATE_V29_GEN__C0102__F2970631A437D1AE_8x6b_s917_ff8657913ee3	ff8657913ee32307b2446465562d16858b9b3b522b505718f63d73917612a196	SUCCESS	A	A	STRICT_A	2	-86.2931	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0102__F2970631A437D1AE_9e6y_s917_6712d11b155d	6712d11b155d3351e17b3146617e7baff25b9dcb14194765fa63b9e046af12f6	SUCCESS	A	A	STRICT_A	2	-95.5323	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0106__012F850165F5A93A	917	CANDIDATE_V29_GEN__C0106__012F850165F5A93A_8x6b_s917_ed79c7309683	ed79c73096832b170d19a980446e36d59f47c9089e8c849d56f41550975989e5	SUCCESS	B	B	SUPPORTED_AB	1	-64.4735	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0106__012F850165F5A93A_9e6y_s917_7d408dc16517	7d408dc165174b92544505ca5d78bec8817acd2df7d874919b475c05acc3fc1c	SUCCESS	B	B	SUPPORTED_AB	1	-68.6671	10	10	0.8	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__0E376A1BE3A17298	917	CANDIDATE_V29_GEN__C0106__0E376A1BE3A17298_8x6b_s917_7f9b1769f5da	7f9b1769f5da9147b6171aeb9016b38b7e192315cb9a7870a454823d61d1411e	SUCCESS	B	B	SUPPORTED_AB	1	-70.77270000000001	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0106__0E376A1BE3A17298_9e6y_s917_53fa4ebca664	53fa4ebca664dba4b1ad316889d083607e62db17b0b4bb6a0e825688ee424543	SUCCESS	B	B	SUPPORTED_AB	1	-87.33917	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__0E766CEF301800BE	917	CANDIDATE_V29_GEN__C0106__0E766CEF301800BE_8x6b_s917_7016e6473356	7016e6473356cc6e5b3907032782711a87c36457147c7fa2c4be0b05311f468a	SUCCESS	B	B	SUPPORTED_AB	1	-62.93199999999999	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0106__0E766CEF301800BE_9e6y_s917_8bdd3b66c9a7	8bdd3b66c9a714de148541e3e48340e1b5dc280593e393d4ce4cd0dfdd932963	SUCCESS	B	B	SUPPORTED_AB	1	-65.0632	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__118EB1D7493F348E	917	CANDIDATE_V29_GEN__C0106__118EB1D7493F348E_8x6b_s917_ae8b83428cad	ae8b83428cad1e1ee0af4364530ffaf6d76a565f8f126f0c75654bb7fa751edb	SUCCESS	E	E	OTHER	0	-73.1157	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0106__118EB1D7493F348E_9e6y_s917_1cc3acf8ad71	1cc3acf8ad71e667c5ad698b48007e6fc3a3618ce895b2444275123a8c21d4f9	SUCCESS	E	E	OTHER	0	-70.0638	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	OTHER	0	
V29_GEN__C0106__143820237B8B2E36	917	CANDIDATE_V29_GEN__C0106__143820237B8B2E36_8x6b_s917_99ef09770e59	99ef09770e591544c0d98b40561eeb26d9692365dba9648a82e5ba69b83c2874	SUCCESS	B	B	SUPPORTED_AB	1	-72.50916000000001	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0106__143820237B8B2E36_9e6y_s917_df575e42e59b	df575e42e59bb5172dd3d012a6a5868e95d1957cf6222e8c11a2588df3658c94	SUCCESS	A	A	STRICT_A	2	-56.68842000000001	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__18D0E83FB550F7B2	917	CANDIDATE_V29_GEN__C0106__18D0E83FB550F7B2_8x6b_s917_1573689d89f0	1573689d89f0283d956c55981be868dc90deb7eb7aff5e44fd02c94a5d8dc936	SUCCESS	A	A	STRICT_A	2	-59.943254	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0106__18D0E83FB550F7B2_9e6y_s917_c2d3ad0d272d	c2d3ad0d272d27f6c548b2da529769138f5ade5aaa4dc91c13765767c5938504	SUCCESS	B	B	SUPPORTED_AB	1	-62.79393	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__1B1BB4DF4B94F7D6	917	CANDIDATE_V29_GEN__C0106__1B1BB4DF4B94F7D6_8x6b_s917_f3579162cdbd	f3579162cdbd73e5bd76907bdf4b1763ae55f6235a6fa91fdb0eff3c7b25faf0	SUCCESS	A	A	STRICT_A	2	-70.7524	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0106__1B1BB4DF4B94F7D6_9e6y_s917_ffcd2ce321ff	ffcd2ce321ff3367bcd43addcec891e48bf38e8bdbe51d44695db19c10312056	SUCCESS	A	A	STRICT_A	2	-64.02770000000001	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0106__2033E2341FAEEEE5	917	CANDIDATE_V29_GEN__C0106__2033E2341FAEEEE5_8x6b_s917_238f9c9a5075	238f9c9a5075ba48ce050d0bd90daac0682565f9c5f6e81a1fd6439fb8fcdb0e	SUCCESS	B	B	SUPPORTED_AB	1	-63.32290000000001	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0106__2033E2341FAEEEE5_9e6y_s917_6d741665b6ba	6d741665b6ba554055341340589b45655b6f02d23f48ae77c74c2e1fcdfdc6eb	SUCCESS	A	A	STRICT_A	2	-81.60669999999999	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__246D7386262C7913	917	CANDIDATE_V29_GEN__C0106__246D7386262C7913_8x6b_s917_0dfca3f6b5f1	0dfca3f6b5f1848e4bd3370968cd5e3cb372624c57465a1d268e90ef314c8141	SUCCESS	A	A	STRICT_A	2	-71.39500000000001	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0106__246D7386262C7913_9e6y_s917_8a75d7b48509	8a75d7b485095918931f06f7e69757a0f47872a2a6c271821f44140d7743520c	SUCCESS	B	B	SUPPORTED_AB	1	-61.80561999999999	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__35C25EC23CFB26C0	917	CANDIDATE_V29_GEN__C0106__35C25EC23CFB26C0_8x6b_s917_253b799c71e8	253b799c71e86fed5fc6155a4b75acd953cddf4f9f4177a57126eb3405972ac6	SUCCESS	B	B	SUPPORTED_AB	1	-46.822540000000004	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0106__35C25EC23CFB26C0_9e6y_s917_566d97df7a9d	566d97df7a9d3a7b0fc0c6398a2f69a61f51c470f81ca82f3ff96377c29591ac	SUCCESS	B	B	SUPPORTED_AB	1	-54.79609999999999	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__39CAF8FAB1BE1243	917	CANDIDATE_V29_GEN__C0106__39CAF8FAB1BE1243_8x6b_s917_140dd9b9db03	140dd9b9db03af5cc9a3493f171e8fca2ae4ecb368739ae3088413ec9e12dbd3	SUCCESS	B	B	SUPPORTED_AB	1	-62.30924	9	9	0.777778	1.0		CANDIDATE_V29_GEN__C0106__39CAF8FAB1BE1243_9e6y_s917_8c902c02db56	8c902c02db56f39a7e55293d4db49c1120b536762395791e5ef1aa48a1e1a682	SUCCESS	A	A	STRICT_A	2	-74.16244	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__41D09B2677513CF5	917	CANDIDATE_V29_GEN__C0106__41D09B2677513CF5_8x6b_s917_44d3325ad29b	44d3325ad29bc8171e92669155cf6a1b5c59ed782f976c704516281585bc18ca	SUCCESS	A	A	STRICT_A	2	-85.62721	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0106__41D09B2677513CF5_9e6y_s917_74cebb6258d2	74cebb6258d24d64360f3a168a3b93eb7c4c80b04f9ad0b0a550ee638e62ff8b	SUCCESS	A	A	STRICT_A	2	-62.539500000000004	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0106__43169C0ADF9B9FE6	917	CANDIDATE_V29_GEN__C0106__43169C0ADF9B9FE6_8x6b_s917_563b047fd176	563b047fd1761c7782deecf0f57b1df2d119e48bde7659408d090328b5f57e8b	SUCCESS	A	A	STRICT_A	2	-67.80426	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0106__43169C0ADF9B9FE6_9e6y_s917_28b1a10fc5a0	28b1a10fc5a03cfb8e5d81358660ac07a2f8efdc0e93b3b800bdb3b292fa309f	SUCCESS	A	A	STRICT_A	2	-70.93172	10	10	0.8	0.9		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0106__46E271654DD686A2	917	CANDIDATE_V29_GEN__C0106__46E271654DD686A2_8x6b_s917_92839f08b277	92839f08b2775cadbe4e98e1c6ba82baf44a66275094057162ee52039af2317d	SUCCESS	A	A	STRICT_A	2	-75.326	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0106__46E271654DD686A2_9e6y_s917_44802669a37d	44802669a37dfca20f9bf25861ea6bc9053850eee47a9f149330bc8b029331bf	SUCCESS	A	A	STRICT_A	2	-63.39624	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0106__4A6E3BCB1C88A032	917	CANDIDATE_V29_GEN__C0106__4A6E3BCB1C88A032_8x6b_s917_d5af645033ec	d5af645033ec885da76a752fb469e938a24c8ea617e0d256b1c6563a5c89bc92	SUCCESS	A	A	STRICT_A	2	-85.58201	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0106__4A6E3BCB1C88A032_9e6y_s917_266463bdcc37	266463bdcc3719ff1b74125d7dbd2c18202b24353756b57cb25195e67fa6a46d	SUCCESS	A	A	STRICT_A	2	-75.66080000000001	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0106__59A1BF53C42926B0	917	CANDIDATE_V29_GEN__C0106__59A1BF53C42926B0_8x6b_s917_2ae216b92be9	2ae216b92be9c6a517f04a61b8cf25af5677fd235debf5fa630d0c789814a337	SUCCESS	B	B	SUPPORTED_AB	1	-71.28450000000001	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0106__59A1BF53C42926B0_9e6y_s917_79c93ec46150	79c93ec461503551eecc5629dcf1438954c4cf501ababedd86f0282a424ee858	SUCCESS	B	B	SUPPORTED_AB	1	-68.35589999999999	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__5DB4E85392B71530	917	CANDIDATE_V29_GEN__C0106__5DB4E85392B71530_8x6b_s917_3b1f1f1ee68c	3b1f1f1ee68c1029de5fcc03750ddf4a68ac32eed44441cbaa1d8688ea76cc61	SUCCESS	B	B	SUPPORTED_AB	1	-61.33096	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0106__5DB4E85392B71530_9e6y_s917_581b6f066637	581b6f06663711f65a92b169ba69dfff1a47d1b312b622a76a87130bc898a15d	SUCCESS	B	B	SUPPORTED_AB	1	-53.4075	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__5F552BE4EE88D441	917	CANDIDATE_V29_GEN__C0106__5F552BE4EE88D441_8x6b_s917_961f2dcf7f0f	961f2dcf7f0f00675d37509e3e2a809117a5370470596663cad080e7f2edf408	SUCCESS	A	A	STRICT_A	2	-65.08859999999999	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0106__5F552BE4EE88D441_9e6y_s917_209d712be246	209d712be24618dd0760ca8d5b5c8e02621eaf9f4614265e2076ce2d89f95ff9	SUCCESS	B	B	SUPPORTED_AB	1	-45.11475999999999	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__644F3512FC87785F	917	CANDIDATE_V29_GEN__C0106__644F3512FC87785F_8x6b_s917_49cefab5e05d	49cefab5e05d1dffb95fe25a5462506a954a8680e2b634917752ef453b905bd5	SUCCESS	B	B	SUPPORTED_AB	1	-89.9558	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0106__644F3512FC87785F_9e6y_s917_49aed4e19d83	49aed4e19d8376149aaf6546c5cdedc5d763e30fbe785b55206ebe9985bf0502	SUCCESS	A	B	SUPPORTED_AB	1	-109.24239999999999	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__65733A9636105E8B	917	CANDIDATE_V29_GEN__C0106__65733A9636105E8B_8x6b_s917_5c26748339b7	5c26748339b7dd3bdd7f8c880fb76e68b2cdfd6d5b47dd0746a6a9b271ff5eb6	SUCCESS	B	B	SUPPORTED_AB	1	-61.1216	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0106__65733A9636105E8B_9e6y_s917_79ab53c5c739	79ab53c5c7394e253b2652405c90330b5b4b88c854c046505b60f8c64e496064	SUCCESS	B	B	SUPPORTED_AB	1	-61.174200000000006	10	10	0.6	0.9		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__7894D69989548067	917	CANDIDATE_V29_GEN__C0106__7894D69989548067_8x6b_s917_b9d4235dca7d	b9d4235dca7de62246a51c44fa08c72df56050b285af9e044c27c068299c3c38	SUCCESS	B	B	SUPPORTED_AB	1	-50.449000999999996	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0106__7894D69989548067_9e6y_s917_b894c59d9816	b894c59d9816666bcd066bc807f78a23f6c4875b457bb318d620ad66bbc7d9db	SUCCESS	A	A	STRICT_A	2	-47.006040000000006	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__7A57FF94494FF5A7	917	CANDIDATE_V29_GEN__C0106__7A57FF94494FF5A7_8x6b_s917_501701befbf9	501701befbf992d68e92859a0a45a6b5b8e2fa96b33a571e22072e970c511dc3	SUCCESS	B	B	SUPPORTED_AB	1	-83.87100000000001	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0106__7A57FF94494FF5A7_9e6y_s917_635cba973e2e	635cba973e2efa82e83a0945a6861c01359c22af5473442e49f46198b9431ace	SUCCESS	B	B	SUPPORTED_AB	1	-92.55559	10	10	0.9	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__7F843163D6C1A2DA	917	CANDIDATE_V29_GEN__C0106__7F843163D6C1A2DA_8x6b_s917_64e57b9695f4	64e57b9695f4cc1e5a38cdcc3006b6c1156eee6eaa752c16456de3648bdcac60	SUCCESS	B	B	SUPPORTED_AB	1	-70.62958	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0106__7F843163D6C1A2DA_9e6y_s917_dc0a39c8a410	dc0a39c8a41041a540510108853181443621249874406eebb8478c5839e06849	SUCCESS	B	B	SUPPORTED_AB	1	-62.390009	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__89BFFCB107A6AF95	917	CANDIDATE_V29_GEN__C0106__89BFFCB107A6AF95_8x6b_s917_41fbcb553842	41fbcb553842decec9042e0554c8890686f6e105a3fa0e212105ef84b4c27d7f	SUCCESS	A	A	STRICT_A	2	-70.66629999999999	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0106__89BFFCB107A6AF95_9e6y_s917_69f95044add4	69f95044add4fedd809b5f6b3d2c697c0d3d1e3f002dcea9a9ab7c8558d4c7da	SUCCESS	A	A	STRICT_A	2	-76.57039999999999	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0106__9369E41207F4489B	917	CANDIDATE_V29_GEN__C0106__9369E41207F4489B_8x6b_s917_68d5c74dfe56	68d5c74dfe56d540af3101fc1b03f62f70a28ab35ead28a1355101fa7a475b33	SUCCESS	B	A	SUPPORTED_AB	1	-53.181200000000004	10	10	0.8	1.0		CANDIDATE_V29_GEN__C0106__9369E41207F4489B_9e6y_s917_3192112ccf2e	3192112ccf2e1530b68bfc99aea8d0b3fefa228f1d0ccf8d9e3c0d1eadc855c0	SUCCESS	A	A	STRICT_A	2	-49.89138	10	10	0.6	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__94FC312B2CE8CA24	917	CANDIDATE_V29_GEN__C0106__94FC312B2CE8CA24_8x6b_s917_d7db79faef82	d7db79faef823f957fc57a69d8adab8613282f6b19d5a9df55e34ec5eb0115ba	SUCCESS	B	B	SUPPORTED_AB	1	-84.9178	10	10	0.6	0.7		CANDIDATE_V29_GEN__C0106__94FC312B2CE8CA24_9e6y_s917_2feb2f6fef2f	2feb2f6fef2f5ea7a06984067b503ac5bece0ef8413a85c15fc061e819f08a15	SUCCESS	A	A	STRICT_A	2	-79.6289	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
V29_GEN__C0106__9E1362CFE1A8BC1C	917	CANDIDATE_V29_GEN__C0106__9E1362CFE1A8BC1C_8x6b_s917_f4ddbd2e9f0d	f4ddbd2e9f0dc8f37029aa517cbf68f1af3e552eddc0e3cee9e1990821381dae	SUCCESS	A	A	STRICT_A	2	-72.8336	10	10	0.7	1.0		CANDIDATE_V29_GEN__C0106__9E1362CFE1A8BC1C_9e6y_s917_65e83d4895c9	65e83d4895c9152a88251107fe5cbb625222ad297f76c652e2a7709dad0ea399	SUCCESS	A	A	STRICT_A	2	-74.1738	10	10	1.0	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0106__9E231B248797E20C	917	CANDIDATE_V29_GEN__C0106__9E231B248797E20C_8x6b_s917_7fadef74025f	7fadef74025fab8f6429f426428d0ffca25d1abc3ecb1836fd80d6c2575e5b6f	SUCCESS	A	A	STRICT_A	2	-74.7288	10	10	0.9	1.0		CANDIDATE_V29_GEN__C0106__9E231B248797E20C_9e6y_s917_c9dc73ae0b05	c9dc73ae0b05d8c60585be6ae73c168cf3485bc323c9631a567172a3757b1c92	SUCCESS	A	A	STRICT_A	2	-90.32282000000001	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0106__A365974F112F8D61	917	CANDIDATE_V29_GEN__C0106__A365974F112F8D61_8x6b_s917_dd216a3ce171	dd216a3ce171f3fecf08a6a898cf0f40bcc38c0c24037200f511fcbcde7cad83	SUCCESS	A	A	STRICT_A	2	-75.90019999999998	10	10	0.6	1.0		CANDIDATE_V29_GEN__C0106__A365974F112F8D61_9e6y_s917_c3978f2233d5	c3978f2233d5260d043066e31f2e12536fbab8f0ab107fc1a1c38ba2ca0a7a4c	SUCCESS	A	A	STRICT_A	2	-70.29387	10	10	0.7	1.0		COMPLETE_DUAL_SUCCESS	STRICT_A	2	
V29_GEN__C0106__A528912FD9825770	917	CANDIDATE_V29_GEN__C0106__A528912FD9825770_8x6b_s917_30f4f2c48084	30f4f2c48084ce94985d24955c2a1d07bf22855708c6a2efced7f0842249b691	SUCCESS	B	B	SUPPORTED_AB	1	-72.6987	10	10	0.5	1.0		CANDIDATE_V29_GEN__C0106__A528912FD9825770_9e6y_s917_15a3ff7e6674	15a3ff7e6674500bf1c0a079929cdcaf3588ced11ebb60301e9926ec1d49364a	SUCCESS	A	B	SUPPORTED_AB	1	-80.71745000000001	10	10	0.5	1.0		COMPLETE_DUAL_SUCCESS	SUPPORTED_AB	1	
