system_id	candidate_id	md_selection_channel	source_job_id	md_seed	gpu	production_ns	analysis_window_ns	md_role	cdr3_rmsf_nm_mean	pvrl2_occlusion_retention_status	vhh_rmsd_nm_mean	vhh_rmsd_nm_median	vhh_rmsd_nm_stdev	complex_rmsd_nm_mean	complex_rmsd_nm_median	complex_rmsd_nm_stdev	min_interface_distance_nm_mean	min_interface_distance_nm_median	min_interface_distance_nm_stdev	interface_contacts_045nm_mean	interface_contacts_045nm_median	interface_contacts_045nm_stdev	interface_contacts_045nm_nonzero_occupancy	hotspot_contacts_045nm_mean	hotspot_contacts_045nm_median	hotspot_contacts_045nm_stdev	hotspot_contacts_045nm_nonzero_occupancy	interface_hbonds_mean	interface_hbonds_median	interface_hbonds_stdev	interface_hbonds_nonzero_occupancy
P1MCPUFP__CPUFP500K_0432__00378	P1MCPUFP__CPUFP500K_0432__00378	PARENT_CDR3_DIVERSITY	CANDIDATE_P1MCPUFP__CPUFP500K_0432__00378_8x6b_s1931_5a5581b91d22	1931	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04181875	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.4534917495049505	0.4294859	0.08543578525089562	0.24223551782178218	0.2453433	0.0268794301559684	0.1819445891089109	0.1797469	0.01631699934287024	332.4059405940594	323.0	60.51432662672187	1.0	311.5940594059406	302.0	60.68522553614437	1.0	1.1683168316831682	1.0	0.5278258588222511	0.9504950495049505
P1MCPUFP__CPUFP500K_0432__00378	P1MCPUFP__CPUFP500K_0432__00378	PARENT_CDR3_DIVERSITY	CANDIDATE_P1MCPUFP__CPUFP500K_0432__00378_8x6b_s1931_5a5581b91d22	3253	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04745625	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	1.44956090990099	1.4501958	0.15913048352736933	0.42524286930693067	0.4230689	0.03966293501220409	0.18596758415841583	0.1825867	0.019973298076745395	485.23762376237624	481.0	63.41395488030545	1.0	443.1782178217822	449.0	56.16390371040957	1.0	1.4554455445544554	1.0	1.1303618318029767	0.7722772277227723
P1MCPUFP__CPUFP500K_0288__00895	P1MCPUFP__CPUFP500K_0288__00895	STRUCTURAL_RESERVE	CANDIDATE_P1MCPUFP__CPUFP500K_0288__00895_8x6b_s917_a2d189739c72	917	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04236315789473684	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.43200086732673265	0.4454162	0.16330401867242636	0.18836789306930693	0.1874259	0.018343256666381893	0.17042619207920792	0.1689854	0.009988883782056052	520.9207920792079	518.0	67.4261874630937	1.0	519.8316831683169	517.0	67.66136843395249	1.0	2.594059405940594	2.0	0.834624689730994	1.0
P1MCPUFP__CPUFP500K_0288__00895	P1MCPUFP__CPUFP500K_0288__00895	STRUCTURAL_RESERVE	CANDIDATE_P1MCPUFP__CPUFP500K_0288__00895_8x6b_s917_a2d189739c72	1931	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04320526315789474	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.33457251386138614	0.3209817	0.07177938485344808	0.1877117722772277	0.1877331	0.01561717635716254	0.16532384653465346	0.1642225	0.008555231933024056	697.039603960396	693.0	60.476150407908605	1.0	566.4554455445544	563.0	52.380467365566275	1.0	3.00990099009901	3.0	0.6964556592106524	1.0
P1MCPUFP__CPUFP500K_0288__00895	P1MCPUFP__CPUFP500K_0288__00895	STRUCTURAL_RESERVE	CANDIDATE_P1MCPUFP__CPUFP500K_0288__00895_8x6b_s917_a2d189739c72	3253	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04295263157894737	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.4275528059405941	0.4407867	0.09197012556455904	0.24524122277227722	0.2455767	0.026019079570914885	0.17000702475247526	0.1704022	0.00900101590333889	801.6237623762377	803.0	93.61632796201766	1.0	790.7128712871287	796.0	91.6137324474002	1.0	2.98019801980198	3.0	0.9437674451320771	1.0
P1MCPUFP__CPUFP500K_0288__00812	P1MCPUFP__CPUFP500K_0288__00812	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0288__00812_8x6b_s917_16df494f2a13	917	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.06094736842105263	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.8386834376237624	0.8553421	0.1530040494412516	0.2786937178217822	0.2799203	0.03720768885173073	0.17420815346534654	0.1729103	0.011670613953396827	834.6435643564356	845.0	62.72848677149719	1.0	735.4158415841584	749.0	54.608284165859494	1.0	4.623762376237623	5.0	1.5660474630119723	1.0
P1MCPUFP__CPUFP500K_0288__00812	P1MCPUFP__CPUFP500K_0288__00812	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0288__00812_8x6b_s917_16df494f2a13	1931	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05371052631578947	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.7066155514851485	0.7028513	0.14803957128613449	0.219497	0.2181451	0.035720084702265606	0.1695673910891089	0.1692014	0.009654209201357922	1018.1089108910891	1016.0	80.12427241171623	1.0	854.3564356435644	861.0	73.80139043988073	1.0	4.623762376237623	5.0	1.0132926932277806	1.0
P1MCPUFP__CPUFP500K_0288__00812	P1MCPUFP__CPUFP500K_0288__00812	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0288__00812_8x6b_s917_16df494f2a13	3253	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04804736842105263	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	1.2938675396039605	1.3266017	0.15280252342572723	0.35821936435643564	0.3635072	0.036101432520527145	0.18306737722772276	0.1821017	0.014639287180665468	671.8019801980198	677.0	70.70157893148885	1.0	567.3564356435644	566.0	58.18944549910562	1.0	2.603960396039604	3.0	1.0155153588085613	0.9900990099009901
P1MCPUFP__CPUFP500K_0030__00860	P1MCPUFP__CPUFP500K_0030__00860	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0030__00860_8x6b_s917_0dbe3b33ef8d	917	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.0525	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.8706759386138614	0.8713892	0.11488652092637125	0.28083278712871285	0.2841351	0.021998783393042277	0.17112936831683168	0.1702762	0.01029040214254204	750.5049504950495	753.0	65.90115967704762	1.0	732.8217821782179	738.0	65.47925316345356	1.0	1.881188118811881	2.0	0.8820220772800035	0.9900990099009901
P1MCPUFP__CPUFP500K_0030__00860	P1MCPUFP__CPUFP500K_0030__00860	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0030__00860_8x6b_s917_0dbe3b33ef8d	1931	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.044575000000000004	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	1.1589906326732673	1.1117163	0.23694189992619263	0.3326654316831683	0.321659	0.041661715774942175	0.17073437326732674	0.1706606	0.007576783507137962	531.7623762376238	517.0	92.88203404221315	1.0	473.3267326732673	446.0	95.82069774869805	1.0	5.00990099009901	5.0	0.9899999950490098	1.0
P1MCPUFP__CPUFP500K_0030__00860	P1MCPUFP__CPUFP500K_0030__00860	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0030__00860_8x6b_s917_0dbe3b33ef8d	3253	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04641875	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.515343006930693	0.5161704	0.07040168321663269	0.2120929	0.2125519	0.015745632231489053	0.16792501485148514	0.1679284	0.007598824198524168	1044.7128712871288	1054.0	97.93798165253126	1.0	986.6039603960396	994.0	99.54232685546592	1.0	7.069306930693069	7.0	1.8089843205871585	1.0
P1MCPUFP__CPUFP500K_0029__00647	P1MCPUFP__CPUFP500K_0029__00647	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0029__00647_8x6b_s1931_1d3b9d2c90e3	917	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.0498375	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.7897466712871287	0.7869658	0.08071411050234169	0.2550483722772277	0.2565944	0.021064060090877607	0.16645569603960397	0.1663158	0.006989544844200746	889.4158415841584	877.0	83.62140842549839	1.0	842.2673267326733	839.0	82.18740852817064	1.0	5.594059405940594	6.0	1.0733330877518934	1.0
P1MCPUFP__CPUFP500K_0029__00647	P1MCPUFP__CPUFP500K_0029__00647	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0029__00647_8x6b_s1931_1d3b9d2c90e3	1931	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.0435375	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.6361430871287128	0.6379498	0.08553579266637147	0.21397205544554457	0.2144317	0.0178777051121647	0.16704487029702972	0.167577	0.007023759739888046	806.1584158415842	787.0	85.25532214428661	1.0	755.2376237623762	748.0	66.9842819622414	1.0	4.207920792079208	4.0	0.9882160312498348	1.0
P1MCPUFP__CPUFP500K_0029__00647	P1MCPUFP__CPUFP500K_0029__00647	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0029__00647_8x6b_s1931_1d3b9d2c90e3	3253	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.0556625	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.732252397029703	0.7183317	0.10715924123449255	0.23643044257425744	0.236774	0.027330700731824347	0.16754570099009902	0.1669072	0.00771281806649364	926.3465346534654	917.0	85.17000304499491	1.0	879.950495049505	875.0	86.76637303618226	1.0	5.00990099009901	5.0	0.9064679523363642	1.0
P1MCPUFP__CPUFP500K_0134__00713	P1MCPUFP__CPUFP500K_0134__00713	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0134__00713_8x6b_s1931_46e9edc9d7ed	917	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.037581250000000004	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.7153215841584158	0.7096518	0.06895162485670621	0.2523759207920792	0.251038	0.01626455000430196	0.1694519801980198	0.1679078	0.009436773947480439	828.3861386138614	826.0	71.64778679356698	1.0	809.1386138613861	808.0	64.52860747170232	1.0	3.0297029702970297	3.0	0.9591192901633532	0.9900990099009901
P1MCPUFP__CPUFP500K_0134__00713	P1MCPUFP__CPUFP500K_0134__00713	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0134__00713_8x6b_s1931_46e9edc9d7ed	1931	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.06869375	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.33239932079207923	0.3270786	0.07384222576290254	0.14398176435643564	0.1427101	0.014236578626677866	0.1648160099009901	0.1638841	0.00705300419402201	1344.069306930693	1355.0	92.10339190556314	1.0	1215.1782178217823	1227.0	77.92893386578251	1.0	7.742574257425742	8.0	1.1488562142067553	1.0
P1MCPUFP__CPUFP500K_0134__00713	P1MCPUFP__CPUFP500K_0134__00713	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0134__00713_8x6b_s1931_46e9edc9d7ed	3253	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.034825	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.46100709405940593	0.4690117	0.09433470250884476	0.1688973198019802	0.1709454	0.01894379916265619	0.16666474158415842	0.1654025	0.007160366731941494	911.3465346534654	915.0	74.82023812141892	1.0	861.7524752475248	865.0	69.70523595552721	1.0	4.237623762376238	4.0	0.8916389942510438	1.0
P1MCPUFP__CPUFP500K_0150__00396	P1MCPUFP__CPUFP500K_0150__00396	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0150__00396_8x6b_s3253_fc2ef1a90a7d	917	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.059493333333333336	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.8310415158415841	0.775846	0.15597872129280507	0.38172107722772275	0.381245	0.02552258209297891	0.19622328514851486	0.1890343	0.02666337515969074	293.33663366336634	299.0	83.83308229856324	1.0	261.66336633663366	265.0	71.33525328296666	1.0	1.7623762376237624	2.0	1.4634051898002682	0.7227722772277227
P1MCPUFP__CPUFP500K_0150__00396	P1MCPUFP__CPUFP500K_0150__00396	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0150__00396_8x6b_s3253_fc2ef1a90a7d	1931	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.047733333333333336	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.6243377188118812	0.5907537	0.1344645635729058	0.32296205544554457	0.3202276	0.039011202101108845	0.1761962396039604	0.1725137	0.014380762804807488	468.46534653465346	475.0	63.77056094077969	1.0	363.3762376237624	368.0	59.85756219711222	1.0	2.504950495049505	2.0	1.2791067611658344	0.9801980198019802
P1MCPUFP__CPUFP500K_0150__00396	P1MCPUFP__CPUFP500K_0150__00396	QUOTA_SAFE_BACKFILL	CANDIDATE_P1MCPUFP__CPUFP500K_0150__00396_8x6b_s3253_fc2ef1a90a7d	3253	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.10222	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.9542451851485149	0.9547819	0.1420195538911068	0.30830863465346536	0.305666	0.029784570811921787	0.1851400811881188	0.1836874	0.018307130863902784	492.8712871287129	495.0	61.440088078515764	1.0	414.990099009901	414.0	59.217420344586316	1.0	1.3267326732673268	1.0	0.7721502815186233	0.8811881188118812
