top200_rank	candidate_id	sequence_sha256	structure_consistency_label	high_uncertainty	reasons	nbb2_state	nbb2_sequence_match	nbb2_ca_count	nbb2_coverage	nbb2_pdb	nbb2_pdb_sha256	igfold_state	igfold_sequence_match	igfold_ca_count	igfold_coverage	igfold_pdb	igfold_pdb_sha256	nanonet_state	nanonet_sequence_match	nanonet_ca_count	nanonet_coverage	nanonet_pdb	nanonet_pdb_sha256	igfold_vs_nbb2_fr_rmsd_a	igfold_vs_nbb2_cdr1_rmsd_a	igfold_vs_nbb2_cdr2_rmsd_a	igfold_vs_nbb2_cdr3_rmsd_a	igfold_vs_nanonet_fr_rmsd_a	igfold_vs_nanonet_cdr1_rmsd_a	igfold_vs_nanonet_cdr2_rmsd_a	igfold_vs_nanonet_cdr3_rmsd_a	nbb2_vs_nanonet_fr_rmsd_a	nbb2_vs_nanonet_cdr1_rmsd_a	nbb2_vs_nanonet_cdr2_rmsd_a	nbb2_vs_nanonet_cdr3_rmsd_a	max_pairwise_fr_rmsd_a	max_pairwise_cdr3_rmsd_a
38	P1MCPUFP__CPUFP500K_0397__00076	b2d552ee19e076f9cb42c98f617939f0f64f7acf6682a00860680f070e6b8114	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0397__00076.pdb	199119b8b2392131b5c7bb83090a2a142b306e0846e08c725282f02bee138ab1	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0397__00076.pdb	2c644a4c31cf58d9c2c4d7eb9ac68748d1352b15028267b18626bd4d82040a55	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0397__00076_nanonet_backbone_cb.pdb	b7c24359ad20375ea42c54afd689561e5787c059764318d262315e679d6a8a8b	0.4652	1.9797	0.9784	1.9678	0.4495	2.5221	0.7924	2.9821	0.5723	2.6107	1.1714	4.2151	0.5723	4.2151
39	P1MCPUFP__CPUFP500K_0100__00092	bb293d9df7626061a5fb1d673916db5f4a88427a7e464242a03866ccb35d72b8	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0100__00092.pdb	9635cc33e18c7a3bab1274febe1f7e9ee5ef248f9ae32495ee11cd52f413b3c9	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0100__00092.pdb	7409873891e78f7d32d7d4ed441a229bbf269b2038c50df4c3e576d0d2f14bfd	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0100__00092_nanonet_backbone_cb.pdb	c46a57da1e0b92a3fba36375b7604c38132241dbef406ce8dffb5c75c3663a35	0.4996	1.5071	0.7746	2.1526	0.4964	2.6362	0.7393	4.542	0.6973	2.8583	1.1322	5.3366	0.6973	5.3366
40	P1MCPUFP__CPUFP500K_0206__00564	63ec660e2ddc5bcd253cadb062bd0cefd45522dcd05f3b76c967aab913a609aa	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0206__00564.pdb	53febd723606358871fc697f5cc5952c117d72bbb5fd6cc11bf022badef75032	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0206__00564.pdb	0da0cb0d7b3e5bdd57be4d889054c0a5765bb8ba755b56ad105653cb792176b5	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0206__00564_nanonet_backbone_cb.pdb	69aaad58920100869c0c5755b34a822887358f7e2158c9739f015772660a651d	0.466	2.3246	0.7556	2.802	0.5712	3.9359	0.6332	2.1253	0.6366	3.8583	0.7804	3.7663	0.6366	3.7663
41	P1MCPUFP__CPUFP500K_0388__00859	e4cc527a13bbfbe7f8565da31188fe3b0bd75b7649d8706405da8ba2f82a8c79	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0388__00859.pdb	d5d1f012a881cf2e6c810a8fe27e7447987de1710129de2e4ce4c7b1ba8b966b	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0388__00859.pdb	a4c3507628b0334b6bed52b5cf01b78d23c555acc996e48fe13df64f41a43919	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0388__00859_nanonet_backbone_cb.pdb	4d3e17971bf7f53738477facabfcb8b5ab68a0e86a294cc83e1ad96cdc1c9075	0.4773	1.9013	0.9681	2.2259	0.4687	3.0714	0.5408	2.5231	0.6778	3.0241	1.0805	2.6809	0.6778	2.6809
42	P1MCPUFP__CPUFP500K_0404__00512	243ddfee7415d992d3d9606d0f4c7e56e7cb334ef3bfdec54037b4e4301a36ea	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0404__00512.pdb	57fca4afd977848585e33d9bad045067a05ccfc6762b5bf1806d6b4db9a7f760	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0404__00512.pdb	56c8e7f91e1cd102e0efd79feae37dbd6a228509554c110133c4a55c745a2ba3	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0404__00512_nanonet_backbone_cb.pdb	45acdc2c7509943a13d074f6530e8d74d8234966c4cf403159d631f276359a2f	0.4157	2.155	0.7024	1.9394	0.6026	2.4306	0.773	2.5209	0.6687	2.6053	0.8486	3.4393	0.6687	3.4393
43	P1MCPUFP__CPUFP500K_0504__00900	0483c28a45d0a7a9e8367a38c61b8df0116c9171ab2912d8812dd77e47e56970	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0504__00900.pdb	9cf960db5f9346da8d5af4b9226bc6abb4f92cff29096d7a203c76b23414703b	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0504__00900.pdb	a3d3749fa437fef6d539538367555b1e3f12f259e0a8b5ee39abcc9de7ac68f5	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0504__00900_nanonet_backbone_cb.pdb	5badd5516bf785f38fb3272dc28ff5ef375bac7a3e47f6b8ba1022f453122661	0.7102	2.3398	0.4207	3.5212	0.5362	2.5542	0.7316	2.5733	0.6104	2.3098	0.8739	2.1435	0.7102	3.5212
44	P1MCPUFP__CPUFP500K_0305__00672	71a32c9dad417d3f73d22bfe8b564ade2e1e7a37b2d5e3951d0d788781a99d34	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0305__00672.pdb	c575bfdfbebb2887d09eab5f0e5a5a2fe9fa4c9c9a935b4c779941ff700cd969	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0305__00672.pdb	d3ed93a57c4a0d084e638db6274585785e5a77a445ed3cd67bf40d683e276e9f	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0305__00672_nanonet_backbone_cb.pdb	4facefcfcd0da65e7379e746c748b7d838c6d0c638dd65ace08a422fe54f216a	0.5678	2.8126	1.1907	2.4805	0.5193	2.3967	0.4575	2.0157	0.7641	3.2056	1.3339	3.2889	0.7641	3.2889
45	P1MCPUFP__CPUFP500K_0101__00798	7967ecd2d899d6b29edf9ce6d17c585b3f295b9a65469717a2d95c290bd02855	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0101__00798.pdb	51fcde87179501e9f68cdc5f64c54fb70f75c2b6daf525d38a8321762f23667f	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0101__00798.pdb	a8c8743db26169b8380fda7b186e772e0a5f32fcab837b146ebc9aee935ec6da	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0101__00798_nanonet_backbone_cb.pdb	f792c668814105b4d809ce836c85350deeabe1e3e2299ed38f949da8eadddc80	0.5176	1.4046	0.6296	3.3238	0.433	1.9417	0.6363	2.4387	0.5104	2.5886	0.8733	2.8558	0.5176	3.3238
46	P1MCPUFP__CPUFP500K_0032__00118	57a030bbd65d7c7d79c3d60ea9db03932054ac79f0e4afe876dfa81023dd8409	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0032__00118.pdb	ea139be92894b03e2a2460bd34a95201081b9ba71c7483c5d40d334a156ae432	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0032__00118.pdb	1ed13fe1e5d67ae3dba95cd4e2deaadf6486e6e9f2083edace520b9fb99793af	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0032__00118_nanonet_backbone_cb.pdb	ddd433db8920bc29d6fe5e51beeb31190ad93d1b8a0aef8bd3024a6739bc7945	0.3677	2.6113	0.442	1.4666	0.3661	3.0098	0.3806	1.7477	0.5192	3.2104	0.5794	2.0111	0.5192	2.0111
47	P1MCPUFP__CPUFP500K_0404__00444	de3f09bf3fc7cf6ad3482182e1aefbe0f80de08aca2e0295852e30c88a29d289	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0404__00444.pdb	8aabba404fa2e1cc2a516198fff59a0d0a11816859022ccf6cf833e994945a58	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0404__00444.pdb	723cf0f68e0c0aeedd4d6ef3e12b29a1c0c3caa0e4ac04c5690155fb37161a94	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0404__00444_nanonet_backbone_cb.pdb	55410602df4e3fec37a3fe1aab52f90b21065308d50f478a81eaec814d4e4d59	0.4049	2.9609	0.672	2.6913	0.5881	3.7087	0.625	2.3575	0.5893	1.7599	0.8282	2.8386	0.5893	2.8386
48	P1MCPUFP__CPUFP500K_0100__00822	6e4f896be7ada801eb1b21e7117bcb0ff5088b07db960105eed930bf0f021ba5	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0100__00822.pdb	414554b9d71d6ea914b7c036bde4bd58647ddc2e2f6d00cc50f7587aaa17b7b5	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0100__00822.pdb	6d6c70b16edafa2759d24b2ff275398713358295ff9493d4761f341a7c422184	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0100__00822_nanonet_backbone_cb.pdb	0aa61806c9044c61eac1f29e250c4724f4478428279ceeadc553a9ef148e734f	0.4345	2.2782	1.0958	2.4879	0.4724	2.5905	0.8398	4.3672	0.6532	2.704	0.4894	4.5696	0.6532	4.5696
49	P1MCPUFP__CPUFP500K_0386__00669	6b51a5c48159ad51d723e44a1cf92beecca37259f7b46cdf0b09cadba22cbc76	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0386__00669.pdb	ef47328abd2bd599fc7d28bdd0e912bfe73681cb479a4003895fe5f545d0a56c	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0386__00669.pdb	db2441b426bc45847d88b27d73081e0a1924c3ad6cc76c7675ffe62e8ed76f9d	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0386__00669_nanonet_backbone_cb.pdb	056970b0dd5636d35564ba7b921ba221724fe5ea760c7bf31ef550d09ee63c45	0.5699	1.8015	0.8049	4.831	0.4471	1.3251	0.3524	3.198	0.755	2.0367	0.7634	5.2941	0.755	5.2941
50	P1MCPUFP__CPUFP500K_0287__00657	72e3f5279e5383259813f6e4fe9b993c84c3a852e99c519ed091faa809d4839f	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0287__00657.pdb	c19017703c763081145a0fcb2cd2b32b00d19a40db17c212f7c988df0bc224f8	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0287__00657.pdb	a7cc6c2f6aa3b6d1400901908ab70b8493ed8b4fa302951f8d07c989f805449f	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0287__00657_nanonet_backbone_cb.pdb	20af400bbddaf48b6588111da15dd6298c8d03c6765c8dcf18d0db56b23fabac	0.5602	2.6664	0.4378	2.1691	0.4785	2.0107	0.5079	3.0618	0.6765	2.7438	0.6627	3.5737	0.6765	3.5737
51	P1MCPUFP__CPUFP500K_0496__00456	fce1e0c5b64c0fed1914746a7bf46ecb919b2b8ea45c8d747dd2eafd0988707e	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0496__00456.pdb	a826c3c850277b6bc8c1cefebebd943709066b8a760e30c656a53bf8db3aaf4e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0496__00456.pdb	22bd88c23dd65adf5f3f377774f5abb4e259038688d58ed1419d9d0d0f7d0bb0	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0496__00456_nanonet_backbone_cb.pdb	6e68971d70275ed03a04d0eae931910896c87f8cd20541cd7bc624491c1a8cf0	0.5192	1.4601	1.0712	1.8011	0.5535	2.3192	0.5647	2.9065	0.5749	2.4807	0.6668	3.6977	0.5749	3.6977
52	P1MCPUFP__CPUFP500K_0030__00639	ad715471b21dd35c3110c83b89e6e378e889cc140acda8cc84d989168512c162	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0030__00639.pdb	64651d3c7caee0fda51d30b6f9d17c52b0d5edaa0843da856245bc98d7281858	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0030__00639.pdb	928be069b97695e6e9e7dbd4c8f9571edab248dac0d86bcd04b33cb384aa996f	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0030__00639_nanonet_backbone_cb.pdb	d3e7adb85395de2b2dc76ecb53c44170dd7f4e70a9e5886aaabc2914bb04970a	0.4481	1.9551	0.4296	1.3398	0.318	2.5417	0.3479	1.5836	0.4511	2.3083	0.4551	1.2974	0.4511	1.5836
53	P1MCPUFP__CPUFP500K_0108__00930	a5f45d8f710f201a0272f2ece6eda1b368a625fd9d4e6b8627eed9e27ad4b1e0	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0108__00930.pdb	3a9761df3cef9f64e6c383f55911738c348246da6e4b89a2fa0ce0ff157a7d16	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0108__00930.pdb	8f169f20ef325490bb36265c9a691e407b041599c603fd9595666ccf54b71a05	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0108__00930_nanonet_backbone_cb.pdb	8f93f807d280b92cc74780133e4172595d6045b77c24c540588dce5e99e2f2ed	0.7828	2.1436	0.4068	2.6119	0.5625	4.2738	0.4	2.5242	0.7349	2.9142	0.6754	2.0837	0.7828	2.6119
54	P1MCPUFP__CPUFP500K_0207__00174	2837405378674318487a10b64d906b459be5212298d388ff5635a00ca6f87d91	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0207__00174.pdb	7795006a018c4c7970ad090708e12c818cfe1661fbc1678047056adf3ae8d63f	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0207__00174.pdb	b17ba3fd729fdecb2281e38a2d72a3f3d51647d6c0473435ca7469f897a573ff	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0207__00174_nanonet_backbone_cb.pdb	25aae06b73ac7a8a26d38a8ebe345f9019f9d13f178949bb5a01c1216545ce05	0.4915	1.371	0.6519	2.7438	0.5623	2.4794	0.5454	1.8924	0.658	2.7646	0.9015	2.0592	0.658	2.7438
55	P1MCPUFP__CPUFP500K_0108__00315	9c8893bbd9e6a63b7a620eef2ad09584706c009a6bc9d05c7c6af7b6b48a5c35	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0108__00315.pdb	4fc1b3126a9d6d8d9e7bab0d623d6753674f2cb3b67cb8bbcc3d369a11360556	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0108__00315.pdb	98b4efe13b21f413590adb060474a22e42d26f71c697ffc032f2d8c9cdd7fc97	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0108__00315_nanonet_backbone_cb.pdb	bfc89682a56aa23bc5e2650fdae55b11eb3e95454555f8316b0d1bb42ab5e64b	0.4836	2.7705	0.8522	2.2796	0.5245	3.5756	0.4723	1.9964	0.7353	2.1485	0.7682	2.0504	0.7353	2.2796
56	P1MCPUFP__CPUFP500K_0228__00457	5fab6b59c86c982f225437ab319ccfada698e1f95b79a49fb1dcdf7fe522fc71	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0228__00457.pdb	b27bb62f673f5560e33b2aa23e789ddca81a1b0a7b74e83ad38195316f1dc4ed	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0228__00457.pdb	4cfcced7b594c4dfaa9f0d0996a225cae55c078b2cc397a4faa6a3b2ecf7f6fa	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0228__00457_nanonet_backbone_cb.pdb	abb3fdf61d68ddcc1708ed1c219eb076cfeabb314f9d0fc3ce527a1bd7f55a4d	0.4139	2.2714	0.5824	1.3946	0.3384	2.0341	0.5666	2.2686	0.3991	2.1021	0.6356	2.0716	0.4139	2.2686
57	P1MCPUFP__CPUFP500K_0207__00132	df07e94daa7e0d737bbf3762fdd9a1dea63a6c0e06ed7e934e8bcf8c44b027e3	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0207__00132.pdb	0d103d2b7aa4e235e7f04f6f36d698b224886216c919a18fc2fb021d03dfe94e	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0207__00132.pdb	c1f202c52a46a5642e0cb30494ff148b567695eb3e5cb46a373dd4f307fefa5c	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0207__00132_nanonet_backbone_cb.pdb	b5bf541547554e02d5c9e45e3eaa49b3cb2b0dd83965843837653aa34fb38b20	0.414	2.453	0.512	2.9867	0.5787	2.9457	0.4695	2.0448	0.7032	2.9374	0.5565	2.5293	0.7032	2.9867
58	P1MCPUFP__CPUFP500K_0496__00394	23cd3ef95cdb09ea749b4a5a273b3130f8eef248b3ba7d15b0629fbe8a1e4da7	PASS	true	cdr3_cross_tool_disagreement_gt_4A_diagnostic	PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0496__00394.pdb	71fb48e86fac9693414acf2d58a5a1bafe0580976b159f04afc7cc24b7dd2c6a	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0496__00394.pdb	e62d3e33a8a882683ca3621874ca0457a095d7c75c91364a4170931a04f58253	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0496__00394_nanonet_backbone_cb.pdb	218e20dd7760ab54c50629acca443d7fb396a9a3d625acc3df090cb9a1b46b45	0.5154	1.579	0.7878	2.4069	0.513	2.6662	0.3377	2.9117	0.5818	2.7647	0.884	4.2457	0.5818	4.2457
59	P1MCPUFP__CPUFP500K_0090__00208	2d0eb83235b5988c92d0ff00eba58b284f8087c70feafaf0c5232efe6fae2b94	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0090__00208.pdb	aac4e2f74646eed265b18569fbceb7be4dd1a838cdf115f34831959abeac610c	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0090__00208.pdb	8594fe447587cb48d6aae620dc95e9df2d6b8415c9fde500752c19b617d7b44d	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0090__00208_nanonet_backbone_cb.pdb	11688490025ee92c70b8113f0a2f68562debf83198b0bcd53c57a9a607ed96b9	0.4308	1.9991	0.8364	3.6299	0.5716	1.9389	0.415	3.3082	0.5939	2.4738	0.6669	3.825	0.5939	3.825
60	P1MCPUFP__CPUFP500K_0032__00877	fc9fd9004613d5b17008d16f6536fc903ca542b5d9da0bd4a0265937d5203a83	PASS	false		PASS	true	123	1.0	/data1/qlyu/projects/pvrig_priority_top7500_dualreceptor_multiseed_handoff_v3_20260722/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0032__00877.pdb	5efb301e304de143b05f3fe8148bcee05777156f5cb66efe279c3b9aee72cc47	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0032__00877.pdb	621e1cbe4bd548bd572319865cb83527145c093e7d8a3af185b213371b1db938	PASS	true	123	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0032__00877_nanonet_backbone_cb.pdb	e1ac0ef01480be78fa1805de52ebbdad353d28325e3530c59b1435dae7a0464c	0.4408	2.519	0.5264	1.3403	0.3779	2.7317	0.4033	1.8304	0.498	3.7189	0.6223	1.7388	0.498	1.8304
61	P1MCPUFP__CPUFP500K_0100__00247	9f073a590029747fa885b9b16afd3befc3e94edc140d8cf145690ac9d9c22f7d	PASS	false		PASS	true	127	1.0	/data1/qlyu/projects/pvrig_top7500_c2_gap_recovery_v1_20260723/c2_new4220_dualreceptor_seed42_3047_handoff_v1/inputs/candidate_monomers/P1MCPUFP__CPUFP500K_0100__00247.pdb	4622c36bdadb81bfb4e16de84085319b80438271001df750db64a0c115800e3c	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/igfold/P1MCPUFP__CPUFP500K_0100__00247.pdb	3067e0b26ba63d63fc4cb69d770e563e834ec00607d15fbec7dc3e59a05f4de2	PASS	true	127	1.0	/data/qlyu/projects/pvrig_top200_structure_consistency_v1_20260725/models/nanonet/P1MCPUFP__CPUFP500K_0100__00247_nanonet_backbone_cb.pdb	74642c71f5ee03379654e6ecb569b2c6c139877db074ff5ab622ad9c594e15c4	0.4088	2.0837	0.8522	2.2801	0.4194	2.5631	0.4891	3.1003	0.5613	2.7648	0.7064	3.6983	0.5613	3.6983
