candidate_id	postprocess_status	scored_pose_count	baseline_blocker_geometry	baseline_affinity_proxy	consensus_blocker_like_a_count	single_baseline_recheck_count	blocker_plausible_count	binder_like_count	evidence_only_count	best_haddock_rank	best_haddock_score	evidence_boundary
PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn02	success	4	0	-72.7845	0	0	4	0	0	1	-72.7845	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn03	success	4	0	-92.5845	0	0	4	0	0	1	-92.5845	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn00	success	4	0	-75.148	0	0	3	0	1	1	-75.148	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn02	success	4	0	-82.0556	0	0	4	0	0	1	-82.0556	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn03	success	4	0	-72.3532	0	0	3	0	1	1	-72.3532	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb003_mpn00	success	4	0	-66.2374	0	0	4	0	0	1	-66.2374	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb003_mpn02	success	4	0	-72.0606	0	0	3	0	1	1	-72.0606	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn00	success	4	0	-90.0794	0	0	3	0	1	1	-90.0794	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn01	success	4	0	-78.6735	0	0	4	0	0	1	-78.6735	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn02	success	4	0	-81.4106	0	0	4	0	0	1	-81.4106	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn03	success	4	0	-83.8122	0	0	4	0	0	1	-83.8122	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn00	success	4	0	-80.2256	0	2	2	0	0	1	-80.2256	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn02	success	4	0	-73.4295	0	0	4	0	0	1	-73.4295	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn03	success	4	0	-78.2237	0	0	4	0	0	1	-78.2237	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb006_mpn00	success	4	0	-54.7183	0	0	0	0	4	1	-54.7183	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb006_mpn01	success	4	0	-72.7047	0	0	1	0	3	1	-72.7047	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb006_mpn02	success	4	0	-68.1038	0	0	3	0	1	1	-68.1038	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb006_mpn03	success	4	0	-78.5574	0	0	0	0	4	1	-78.5574	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb007_mpn00	success	4	0	-65.7519	0	0	4	0	0	1	-65.7519	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb007_mpn01	success	4	0	-87.092	0	0	4	0	0	1	-87.092	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb007_mpn02	success	4	0	-69.8968	0	0	4	0	0	1	-69.8968	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P1_qrg_S_bb007_mpn03	success	4	0	-81.9434	0	0	4	0	0	1	-81.9434	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb000_mpn00	success	4	0	-83.8791	0	0	4	0	0	1	-83.8791	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb000_mpn01	success	4	0	-76.9172	0	1	3	0	0	1	-76.9172	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb000_mpn02	success	4	0	-73.8387	0	4	0	0	0	1	-73.8387	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb000_mpn03	success	4	0	-74.226	0	0	4	0	0	1	-74.226	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb001_mpn00	success	4	0	-77.3492	0	2	2	0	0	1	-77.3492	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb001_mpn01	success	4	0.25	-82.7433	1	1	2	0	0	1	-82.7433	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb001_mpn02	success	4	0	-71.3681	0	4	0	0	0	1	-71.3681	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb001_mpn03	success	4	0	-68.1449	0	2	2	0	0	1	-68.1449	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb002_mpn00	success	4	0	-86.6608	0	0	4	0	0	1	-86.6608	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb002_mpn01	success	4	0	-83.0153	0	0	4	0	0	1	-83.0153	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb002_mpn02	success	4	0	-88.0349	0	4	0	0	0	1	-88.0349	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb002_mpn03	success	4	0	-86.3563	0	1	3	0	0	1	-86.3563	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb003_mpn00	success	4	0	-98.2278	0	4	0	0	0	1	-98.2278	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb003_mpn01	success	4	0	-69.3253	0	3	1	0	0	1	-69.3253	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb003_mpn02	success	4	0.25	-99.2815	1	3	0	0	0	1	-99.2815	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb004_mpn00	success	4	0	-61.4986	0	1	3	0	0	1	-61.4986	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb004_mpn01	success	4	0	-73.7043	0	0	4	0	0	1	-73.7043	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb004_mpn02	success	4	0	-83.5386	0	0	4	0	0	1	-83.5386	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb004_mpn03	success	4	0	-78.036	0	3	1	0	0	1	-78.036	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb005_mpn00	success	4	0	-112.786	0	3	1	0	0	1	-112.786	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb005_mpn01	success	4	0	-80.631	0	4	0	0	0	1	-80.631	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb005_mpn02	success	4	0	-87.8867	0	2	2	0	0	1	-87.8867	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb006_mpn00	success	4	0	-68.1743	0	2	2	0	0	1	-68.1743	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb006_mpn01	success	4	0.25	-73.996	1	1	2	0	0	1	-73.996	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb006_mpn02	success	4	0	-85.8894	0	2	2	0	0	1	-85.8894	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb006_mpn03	success	4	0	-58.1416	0	4	0	0	0	1	-58.1416	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb007_mpn00	success	4	0	-88.4176	0	4	0	0	0	1	-88.4176	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb007_mpn01	success	4	0	-80.1748	0	2	2	0	0	1	-80.1748	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_L_bb007_mpn02	success	4	0	-66.2463	0	2	2	0	0	1	-66.2463	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb000_mpn01	success	4	0	-72.4752	0	0	4	0	0	1	-72.4752	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb000_mpn02	success	4	0	-69.9646	0	0	2	0	2	1	-69.9646	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb000_mpn03	success	4	0	-73.3549	0	0	3	0	1	1	-73.3549	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb001_mpn00	success	4	0	-68.7367	0	0	4	0	0	1	-68.7367	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb001_mpn01	success	4	0	-64.8004	0	0	4	0	0	1	-64.8004	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb001_mpn02	success	4	0	-88.4413	0	0	3	0	1	1	-88.4413	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb001_mpn03	success	4	0	-71.2803	0	0	2	0	2	1	-71.2803	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb002_mpn00	success	4	0	-68.9814	0	0	4	0	0	1	-68.9814	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb002_mpn02	success	4	0	-49.731	0	0	3	0	1	1	-49.731	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb002_mpn03	success	4	0	-88.8193	0	0	4	0	0	1	-88.8193	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb003_mpn00	success	4	0	-77.746	0	0	2	0	2	1	-77.746	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb003_mpn01	success	4	0	-78.3856	0	0	4	0	0	1	-78.3856	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb003_mpn02	success	4	0	-78.2573	0	0	2	0	2	1	-78.2573	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb004_mpn00	success	4	0	-77.0136	0	0	4	0	0	1	-77.0136	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb004_mpn01	success	4	0	-83.475	0	0	3	0	1	1	-83.475	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb004_mpn02	success	4	0	-63.8462	0	0	3	0	1	1	-63.8462	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb004_mpn03	success	4	0	-78.4188	0	0	4	0	0	1	-78.4188	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb005_mpn00	success	4	0	-73.1368	0	0	4	0	0	1	-73.1368	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb005_mpn01	success	4	0	-74.9293	0	0	4	0	0	1	-74.9293	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb005_mpn02	success	4	0.75	-79.4482	3	0	1	0	0	1	-79.4482	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb005_mpn03	success	4	0	-92.361	0	0	4	0	0	1	-92.361	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb006_mpn00	success	4	0	-64.5376	0	0	4	0	0	1	-64.5376	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb006_mpn01	success	4	0	-88.9694	0	0	4	0	0	1	-88.9694	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb006_mpn03	success	4	0	-63.4163	0	0	0	0	4	1	-63.4163	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb007_mpn00	success	4	0	-80.0981	0	0	4	0	0	1	-80.0981	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb007_mpn01	success	4	0	-88.37	0	0	4	0	0	1	-88.37	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb007_mpn02	success	4	0	-67.3686	0	0	4	0	0	1	-67.3686	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_ekg_S_bb007_mpn03	success	4	0	-103.011	0	0	4	0	0	1	-103.011	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb000_mpn00	success	4	0	-77.7135	0	4	0	0	0	1	-77.7135	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb000_mpn01	success	4	0	-86.273	0	1	3	0	0	1	-86.273	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb000_mpn02	success	4	0	-78.0478	0	3	1	0	0	1	-78.0478	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb000_mpn03	success	4	0	-79.6598	0	2	2	0	0	1	-79.6598	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb001_mpn00	success	4	0	-67.3286	0	3	1	0	0	1	-67.3286	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb001_mpn01	success	4	0	-79.9824	0	2	1	0	1	1	-79.9824	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb001_mpn02	success	4	0	-68.8589	0	0	4	0	0	1	-68.8589	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb001_mpn03	success	4	0	-81.2305	0	1	3	0	0	1	-81.2305	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb002_mpn00	success	4	0	-99.3921	0	0	4	0	0	1	-99.3921	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb002_mpn01	success	4	0	-75.1679	0	2	2	0	0	1	-75.1679	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb002_mpn02	success	4	0	-86.0329	0	1	3	0	0	1	-86.0329	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb002_mpn03	success	4	0	-85.9492	0	0	4	0	0	1	-85.9492	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb003_mpn00	success	4	0.5	-95.9314	2	2	0	0	0	1	-95.9314	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb004_mpn00	success	4	0	-60.9074	0	3	1	0	0	1	-60.9074	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb004_mpn01	success	4	0	-101.968	0	3	1	0	0	1	-101.968	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb004_mpn02	success	4	0	-79.7177	0	1	3	0	0	1	-79.7177	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb004_mpn03	success	4	0	-81.3018	0	2	2	0	0	1	-81.3018	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb005_mpn00	success	4	0	-68.9872	0	2	2	0	0	1	-68.9872	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb005_mpn01	success	4	0	-70.0874	0	4	0	0	0	1	-70.0874	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb005_mpn02	success	4	0	-89.8119	0	2	2	0	0	1	-89.8119	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb005_mpn03	success	4	0	-89.2794	0	4	0	0	0	1	-89.2794	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb006_mpn00	success	4	1	-88.5811	4	0	0	0	0	1	-88.5811	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb006_mpn01	success	4	0	-85.4204	0	3	1	0	0	1	-85.4204	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb006_mpn02	success	4	0	-75.925	0	2	2	0	0	1	-75.925	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb006_mpn03	success	4	0	-81.6929	0	1	3	0	0	1	-81.6929	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb007_mpn00	success	4	0	-77.7468	0	4	0	0	0	1	-77.7468	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb007_mpn01	success	4	0	-79.6059	0	4	0	0	0	1	-79.6059	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb007_mpn02	success	4	0	-67.5786	0	4	0	0	0	1	-67.5786	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_L_bb007_mpn03	success	4	0	-55.1239	0	4	0	0	0	1	-55.1239	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb000_mpn02	success	4	0	-84.3295	0	0	4	0	0	1	-84.3295	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb001_mpn00	success	4	0	-77.8252	0	0	4	0	0	1	-77.8252	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb001_mpn01	success	4	0	-94.6239	0	0	4	0	0	1	-94.6239	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb001_mpn02	success	4	0	-84.9441	0	0	4	0	0	1	-84.9441	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb001_mpn03	success	4	0	-88.1057	0	0	4	0	0	1	-88.1057	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb002_mpn00	success	4	0	-65.8745	0	0	0	0	4	1	-65.8745	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb002_mpn01	success	4	0	-62.6086	0	0	4	0	0	1	-62.6086	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb002_mpn02	success	4	0	-88.0752	0	0	4	0	0	1	-88.0752	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb002_mpn03	success	4	0	-66.9387	0	0	4	0	0	1	-66.9387	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb003_mpn01	success	4	0	-86.4973	0	0	3	0	1	1	-86.4973	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb003_mpn02	success	4	0	-84.825	0	0	1	0	3	1	-84.825	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb003_mpn03	success	4	0	-79.7915	0	0	4	0	0	1	-79.7915	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb004_mpn00	success	4	0	-86.7576	0	0	4	0	0	1	-86.7576	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb004_mpn01	success	4	0	-87.5801	0	0	3	0	1	1	-87.5801	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb004_mpn02	success	4	0	-85.6677	0	0	4	0	0	1	-85.6677	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb004_mpn03	success	4	0	-91.7439	0	0	3	0	1	1	-91.7439	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn00	success	4	0	-77.2927	0	4	0	0	0	1	-77.2927	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn01	success	4	0	-75.7269	0	1	3	0	0	1	-75.7269	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn02	success	4	0	-70.1004	0	1	3	0	0	1	-70.1004	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn03	success	4	0	-70.7188	0	0	4	0	0	1	-70.7188	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb006_mpn00	success	4	0	-68.3966	0	0	3	0	1	1	-68.3966	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb006_mpn01	success	4	0	-65.7185	0	0	4	0	0	1	-65.7185	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb006_mpn02	success	4	0	-69.5344	0	0	1	0	3	1	-69.5344	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn00	success	4	0	-80.582	0	0	4	0	0	1	-80.582	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn01	success	4	0	-96.8326	0	0	4	0	0	1	-96.8326	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn02	success	4	0	-75.1668	0	0	4	0	0	1	-75.1668	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn03	success	4	0	-82.9373	0	0	4	0	0	1	-82.9373	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn00	success	4	0	-78.2285	0	0	4	0	0	1	-78.2285	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn01	success	4	0	-91.2787	0	4	0	0	0	1	-91.2787	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn02	success	4	0	-72.0024	0	1	3	0	0	1	-72.0024	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn03	success	4	0	-85.9313	0	2	2	0	0	1	-85.9313	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn00	success	4	0	-76.8761	0	4	0	0	0	1	-76.8761	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn01	success	4	0	-68.6853	0	0	4	0	0	1	-68.6853	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn02	success	4	0	-85.1587	0	4	0	0	0	1	-85.1587	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn03	success	4	0	-68.7068	0	4	0	0	0	1	-68.7068	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn00	success	4	0	-82.5214	0	4	0	0	0	1	-82.5214	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn01	success	4	0	-81.2206	0	1	3	0	0	1	-81.2206	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn02	success	4	0	-83.0336	0	1	3	0	0	1	-83.0336	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn03	success	4	0	-65.6325	0	0	4	0	0	1	-65.6325	dual_reference_geometry_proxy_not_binding_affinity_or_blockade_proof
