candidate_id	nbb2_status	monomer_pdb	geometry_report	sequence_validation_report	sequence_exact_match	monomer_qc_score	monomer_clash_score	ca_count	adjacent_ca_distance_min	adjacent_ca_distance_median	adjacent_ca_distance_max	adjacent_ca_distance_gt_6A	likely_sane_backbone
PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn02/PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn02_sequence_validation.json	True	1.0		120	3.7692914453515005	3.8400252603335816	3.918383084896116	0	True
PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn03/PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn03_sequence_validation.json	True	1.0		120	3.5133644843653777	3.8443903287777625	3.9100006393861366	0	True
PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn00/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn00_sequence_validation.json	True	1.0		124	3.748468220486869	3.8357707178610148	3.90745467024251	0	True
PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn01/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn01_sequence_validation.json	True	1.0		124	3.688797229450272	3.8366966260052413	3.925598425718045	0	True
PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn02/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn02_sequence_validation.json	True	1.0		124	3.750944547710616	3.838679981451957	3.9015049660355428	0	True
PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn00/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn00_sequence_validation.json	True	1.0		122	3.7748978794134285	3.8393849767899026	3.9318028943475793	0	True
PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn01/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn01_sequence_validation.json	True	1.0		122	3.7410761820631238	3.8372306420125435	3.9185632571135045	0	True
PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn02/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn02_sequence_validation.json	True	1.0		122	3.768130172910697	3.8384707892597016	3.9028407602668085	0	True
PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn00/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn00_sequence_validation.json	True	1.0		123	3.7729996024383574	3.8424250155338098	3.8983408009049185	0	True
PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn01/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn01_sequence_validation.json	True	1.0		123	3.7725605362936196	3.8403221219059214	3.9113564143401702	0	True
PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn02/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn02_sequence_validation.json	True	1.0		123	3.772699033848314	3.8424661351793326	3.8934136692624888	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb000_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb000_mpn02/PVRIG_RFAb_v2_P2_qrg_S_bb000_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb000_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb000_mpn02_sequence_validation.json	True	1.0		114	3.7190280988451807	3.8370562935667225	3.921204151788071	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn00/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn00_sequence_validation.json	True	1.0		116	3.7633780038683327	3.83842428608407	3.910752485136333	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn01/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn01_sequence_validation.json	True	1.0		116	3.5602588389048337	3.8379213123773126	3.889146050227479	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn02/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn02_sequence_validation.json	True	1.0		116	3.761156869900535	3.834816684015025	3.890655728794312	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn03/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn03_sequence_validation.json	True	1.0		116	3.7042313642643863	3.8317104535703104	3.8973863036655736	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn00/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn00_sequence_validation.json	True	1.0		114	3.760171272694902	3.835457339092694	3.895705584358243	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn01/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn01_sequence_validation.json	True	1.0		114	3.763495316856393	3.8353994576836454	3.893775930892789	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn02/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn02_sequence_validation.json	True	1.0		114	3.7566588878949343	3.8354612499672056	3.894145734304252	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn03/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn03_sequence_validation.json	True	1.0		114	3.6483686765457235	3.834743928869307	3.9252878875313084	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn00/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn00_sequence_validation.json	True	1.0		116	3.690624066468977	3.83653411297228	3.8966448388325055	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn01/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn01_sequence_validation.json	True	1.0		116	3.78085122690645	3.840659969328188	3.9240323648002704	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn02/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn02_sequence_validation.json	True	1.0		116	3.7545926543368187	3.8377167691219727	3.893998587570365	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn03/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn03_sequence_validation.json	True	1.0		116	3.637305183786481	3.8338531531606668	3.898752236293042	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn00/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn00_sequence_validation.json	True	1.0		114	3.7745534835262307	3.836130732913048	3.9213269437780873	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn01/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn01_sequence_validation.json	True	1.0		114	3.7662462744754217	3.836467255171089	3.8993022452741464	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn02/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn02_sequence_validation.json	True	1.0		114	3.764910755914408	3.838407742801694	3.888163962592112	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn00/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn00_sequence_validation.json	True	1.0		119	3.7654994356658715	3.838087544598221	3.8924225104682555	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn01/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn01_sequence_validation.json	True	1.0		119	3.6403755300792797	3.8361620143054447	3.893674485624087	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn02/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn02_sequence_validation.json	True	1.0		119	3.7441833555529835	3.8378599505453552	3.8889336584724616	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn03/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn03_sequence_validation.json	True	1.0		119	3.787739167366201	3.842040343359241	3.920820832427823	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn00/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn00_sequence_validation.json	True	1.0		116	3.4991819043885095	3.833768641950112	3.9349679795393504	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn02/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn02_sequence_validation.json	True	1.0		116	3.7587692134527226	3.8415884735353942	3.893557370837111	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn03/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn03_sequence_validation.json	True	1.0		116	3.6140521578970053	3.8415612711500513	3.9014103860014524	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn00/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn00_sequence_validation.json	True	1.0		117	3.7606414346491475	3.835582876174102	3.913720097298733	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn01/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn01_sequence_validation.json	True	1.0		117	3.7339143000342148	3.834200177351204	3.8967388929719173	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn02/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn02_sequence_validation.json	True	1.0		117	3.765997610195737	3.8372189147871136	3.9242090922885353	0	True
PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn03/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn03_sequence_validation.json	True	1.0		117	3.7438122281973496	3.83722790566315	3.9256793042733378	0	True
PVRIG_RFAb_v2_P3_ekg_L_bb000_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P3_ekg_L_bb000_mpn00/PVRIG_RFAb_v2_P3_ekg_L_bb000_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P3_ekg_L_bb000_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P3_ekg_L_bb000_mpn00_sequence_validation.json	True	1.0		120	3.061876712083619	3.839952734084106	3.9285048046298736	0	True
