candidate_id	final_rank	top10_rank	conformation	seed	pdb_path	pdb_sha256	pvrig_sequon	pvrig_chain_sequence_position	pvrig_pdb_residue_number	pvrig_pdb_insertion_code	candidate_to_sequon_asn_anchor_min_distance_a	glycan_anchor_geometry_status	membrane_orientation_status	claim_boundary
P1MCPUFP__CPUFP500K_0189__00858	12		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R12__P1MCPUFP__CPUFP500K_0189__00858__8x6b__s3047__cluster_1_model_1.pdb	c829bad402c49615e317a8e5715a18fbf0fe9c5d53d8787a243b0fe2655d15b7	NTT	80	129		12.765738	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0189__00858	12		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R12__P1MCPUFP__CPUFP500K_0189__00858__9e6y__s42__cluster_1_model_1.pdb	2abcdc3e943f8bc3eb15f1b28b9f2944026b073070cbab3b158f5265198f0c6d	NTT	84	129		16.6192	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0189__00858	12		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R12__P1MCPUFP__CPUFP500K_0189__00858__9e6y__s917__cluster_1_model_1.pdb	c6a34b0505e6ec56b3492d5c903643b7a6ffd3f2c4c2df4c471cdc9f96e46b7a	NTT	84	129		18.26142	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0189__00858	12		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R12__P1MCPUFP__CPUFP500K_0189__00858__9e6y__s1931__cluster_1_model_1.pdb	c8d739661a741659d5f6e52feb64f63839ffc983c876625082718c5b1b30c1dc	NTT	84	129		17.498102	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0189__00858	12		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R12__P1MCPUFP__CPUFP500K_0189__00858__9e6y__s3047__cluster_1_model_1.pdb	43899e20fd382308f496e8b3712a093145bc05718977fffe3f25a2c5ab0bae6a	NTT	84	129		11.330399	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0380__00771	13		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__8x6b__s42__cluster_1_model_1.pdb	9e3f05244f003ec7d1c24df2b9de56d984f265af9552d08acf7b7737e1722d2b	NTT	80	129		15.382545	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0380__00771	13		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__8x6b__s917__cluster_1_model_1.pdb	2e94209a290d9719c2785d400240c0296b1af78f40786f5610b11ce035d7d6c7	NTT	80	129		16.338161	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0380__00771	13		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__8x6b__s1931__cluster_1_model_1.pdb	91eaccdf0f3c7ca9bdf6cf42ead603855bfb5a8391e44a413d791302116d2201	NTT	80	129		15.898832	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0380__00771	13		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__8x6b__s3047__cluster_1_model_1.pdb	9aab415b3f611acf3933620f8939048070b2c43ef5b6a5cd16c7d32e3ea0e75f	NTT	80	129		15.733276	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0380__00771	13		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__9e6y__s42__cluster_1_model_1.pdb	f32cb6f2056ae3d83e6eb07a4b45b1ae015dd74df7866250382d37f8e196472a	NTT	84	129		16.293366	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0380__00771	13		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__9e6y__s917__cluster_1_model_1.pdb	b179cebc0274202a24e20ea18330cc30f1c059492194eb1a427c0dd8ffad331f	NTT	84	129		19.926239	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0380__00771	13		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__9e6y__s1931__cluster_1_model_1.pdb	43b1931b8a0b8ddfdbe874e29aeda95ec3178c1c22e1c133356847ec08b03327	NTT	84	129		17.146677	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0380__00771	13		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R13__P1MCPUFP__CPUFP500K_0380__00771__9e6y__s3047__cluster_1_model_1.pdb	07c59269c6c3249292c2160d60be5ab21377a455d6d70802f85a02781ec95f34	NTT	84	129		16.879969	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0404__00029	14		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__8x6b__s42__cluster_1_model_1.pdb	f16f7b8e63121984edddcdd2348b25efe7904677c49bbea2b83f409a9acda22c	NTT	80	129		18.462708	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0404__00029	14		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__8x6b__s917__cluster_1_model_1.pdb	56959d0174579438a647d973298ea622b72bbe80cea3b5a3b21590027f3a6359	NTT	80	129		15.06079	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0404__00029	14		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__8x6b__s1931__cluster_1_model_1.pdb	64ef1fd2c1fe43b7140de03a695548390124d463c8870693a93b7eff55110c6e	NTT	80	129		15.00113	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0404__00029	14		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__8x6b__s3047__cluster_1_model_1.pdb	52804a6286dff66abc117f2d4d12aedc2a926873b73c053e235863d4868ae6e1	NTT	80	129		19.163265	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0404__00029	14		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__9e6y__s42__cluster_1_model_1.pdb	07a93c24572fabf9842c2e77a452438d166a60d3528291c015b9af6689b0b2bb	NTT	84	129		19.118063	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0404__00029	14		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__9e6y__s917__cluster_1_model_1.pdb	87750f81603eca35a294bcfe6d2ab720583bc9baeaa6c95f4aebd203b0a592ea	NTT	84	129		19.572858	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0404__00029	14		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__9e6y__s1931__cluster_1_model_1.pdb	5e147c5ed0eb9df8c27a30e2e4f1e268956e6d073af563bdecd9eb37a1db638f	NTT	84	129		19.078443	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0404__00029	14		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R14__P1MCPUFP__CPUFP500K_0404__00029__9e6y__s3047__cluster_1_model_1.pdb	3e740f09d8aad3fb2453b8dde36c70ba344725ec6972fdc4d2f339b02b2ece79	NTT	84	129		15.623176	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00549	15		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__8x6b__s42__cluster_1_model_1.pdb	87cf97aba067a5ca45c6f784807a982161165578f263105e5ce10709295f838d	NTT	80	129		17.463761	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00549	15		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__8x6b__s917__cluster_1_model_1.pdb	d19580c2d5bde9e95ce2e602e1c24862592509b48bfb8694e6ea19435883f996	NTT	80	129		16.585111	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00549	15		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__8x6b__s1931__cluster_1_model_1.pdb	5771a4aafa31742fff2a4ce403bbc924b342b3d92ff785f36fd1cccf0edcbd21	NTT	80	129		17.068299	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00549	15		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__8x6b__s3047__cluster_1_model_1.pdb	80637ab905360e6f0bc318a9a0a4834e31fc13c8e5f670f5d9044c8d25dab57f	NTT	80	129		16.901345	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00549	15		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__9e6y__s42__cluster_1_model_1.pdb	f01dfb659ce0896b41a588d6161a10b92502f9777a248f6968c8e096953c8114	NTT	84	129		17.203217	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00549	15		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__9e6y__s917__cluster_1_model_1.pdb	3afb380012addae5df07fd9071f344cb6514ee6a37e2e8ea486f96521700b656	NTT	84	129		17.732971	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00549	15		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__9e6y__s1931__cluster_1_model_1.pdb	fa4b74b4599cc6f004f0f0efc3f2e9db46e51ce2ae739243c1a8d6720df1002b	NTT	84	129		17.851804	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0188__00549	15		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R15__P1MCPUFP__CPUFP500K_0188__00549__9e6y__s3047__cluster_1_model_1.pdb	e2551bca299d0085a1954641eac78f059ae905ebd242d996434c65be3afe738c	NTT	84	129		17.971703	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00383	16		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__8x6b__s42__cluster_1_model_1.pdb	fac0c0b1915380d482c8d9890e95b476bb0d657972f88140dc3ae1f0f7aea2f4	NTT	80	129		17.500121	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00383	16		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__8x6b__s917__cluster_1_model_1.pdb	fed3cdfc897b2d3db96efb9fccf5d81274c731dea5d1194a8882d2895d8a4e47	NTT	80	129		17.52692	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00383	16		8x6b	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__8x6b__s1931__cluster_1_model_1.pdb	5059211a2f6526f0852781bddb9f3cd6b8f25dd4cbce7a19a9ba2f84d1731f5a	NTT	80	129		18.807007	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00383	16		8x6b	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__8x6b__s3047__cluster_1_model_1.pdb	bd4bc138b6fa084c3d15d8c2011131d74f7aed992b8f420c0e720fc2aad074a7	NTT	80	129		16.778703	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00383	16		9e6y	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__9e6y__s42__cluster_1_model_1.pdb	f6fd865782d6cafcfdca006147e6570840a0648cc6ec0e8a37fe5caaf00ccdfe	NTT	84	129		17.369294	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00383	16		9e6y	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__9e6y__s917__cluster_1_model_1.pdb	aa68a54cf2345a6908853df4bc3b5e8ceda3b5f23de0604d46f0497b0b0e155f	NTT	84	129		16.321368	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00383	16		9e6y	1931	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__9e6y__s1931__cluster_1_model_1.pdb	0620d7a632cef90bdacd7fb5e8100b43e87f7f92b2225a8ec825bcfde4f0ca47	NTT	84	129		17.897722	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0100__00383	16		9e6y	3047	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R16__P1MCPUFP__CPUFP500K_0100__00383__9e6y__s3047__cluster_1_model_1.pdb	aa844feeebf65e215f550cd8a91adf0fa98253b0075ae51f5c1d97a06aa208b3	NTT	84	129		16.166816	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0399__00131	17		8x6b	42	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R17__P1MCPUFP__CPUFP500K_0399__00131__8x6b__s42__cluster_1_model_1.pdb	97788ea99e8b9df4d6b476fa3a9dd64aa23b8d932901fc88b1dd5951b4b15849	NTT	80	129		17.880834	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
P1MCPUFP__CPUFP500K_0399__00131	17		8x6b	917	/data/qlyu/projects/pvrig_top7500_dualpanel_screen_v1_20260724/run/common4_rerank_v2_20260725/final50_structure_bundle_v1_20260725/docking/representative_complexes/R17__P1MCPUFP__CPUFP500K_0399__00131__8x6b__s917__cluster_1_model_1.pdb	702454c77ee1232298d9db89dc0f5824028658ece9ed1b32a5477f89c421f4f0	NTT	80	129		18.280262	POTENTIAL_GLYCAN_ANCHOR_NEARBY_10_TO_20A	NOT_RESOLVED_ISOLATED_DOMAIN_PVRIG_41_TO_152	N-X-S/T sequon-anchor geometry only; no glycan conformer, membrane, VHH-hFc, cell-surface accessibility, affinity, or blocking prediction.
