pair_id,nanobody_id,antigen_id,probability,prediction
2506,P1MCPUFP__CPUFP500K_0050__00742,pvrig_8x6b_chainB,0.3943198025226593,1
2507,P1MCPUFP__CPUFP500K_0152__00311,pvrig_8x6b_chainB,0.18423357605934143,0
2508,P1MCPUFP__CPUFP500K_0157__00870,pvrig_8x6b_chainB,0.06152404844760895,0
2509,P1MCPUFP__CPUFP500K_0059__00659,pvrig_8x6b_chainB,0.06367809325456619,0
2510,P1MCPUFP__CPUFP500K_0156__00638,pvrig_8x6b_chainB,0.15525950491428375,0
2511,P1MCPUFP__CPUFP500K_0165__00729,pvrig_8x6b_chainB,0.34059831500053406,1
2512,P1MCPUFP__CPUFP500K_0070__00649,pvrig_8x6b_chainB,0.37705540657043457,1
2513,P1MCPUFP__CPUFP500K_0072__00640,pvrig_8x6b_chainB,0.5209912061691284,1
2514,P1MCPUFP__CPUFP500K_0081__00709,pvrig_8x6b_chainB,0.24163106083869934,0
2515,P1MCPUFP__CPUFP500K_0078__00696,pvrig_8x6b_chainB,0.4981325566768646,1
2516,P1MCPUFP__CPUFP500K_0172__00641,pvrig_8x6b_chainB,0.35212254524230957,1
2517,P1MCPUFP__CPUFP500K_0189__00588,pvrig_8x6b_chainB,0.3603682219982147,1
2518,P1MCPUFP__CPUFP500K_0182__00094,pvrig_8x6b_chainB,0.24253112077713013,0
2519,P1MCPUFP__CPUFP500K_0184__00919,pvrig_8x6b_chainB,0.4111558198928833,1
2520,P1MCPUFP__CPUFP500K_0487__00729,pvrig_8x6b_chainB,0.2114018052816391,0
2521,P1MCPUFP__CPUFP500K_0205__00868,pvrig_8x6b_chainB,0.09439422935247421,0
2522,P1MCPUFP__CPUFP500K_0206__00125,pvrig_8x6b_chainB,0.5932642221450806,1
2523,P1MCPUFP__CPUFP500K_0204__00502,pvrig_8x6b_chainB,0.08638380467891693,0
2524,P1MCPUFP__CPUFP500K_0113__00049,pvrig_8x6b_chainB,0.4186077117919922,1
2525,P1MCPUFP__CPUFP500K_0014__00698,pvrig_8x6b_chainB,0.28230708837509155,0
2526,P1MCPUFP__CPUFP500K_0112__00800,pvrig_8x6b_chainB,0.10549687594175339,0
2527,P1MCPUFP__CPUFP500K_0121__00810,pvrig_8x6b_chainB,0.7151182889938354,1
2528,P1MCPUFP__CPUFP500K_0023__00667,pvrig_8x6b_chainB,0.7286678552627563,1
2529,P1MCPUFP__CPUFP500K_0120__00656,pvrig_8x6b_chainB,0.16020911931991577,0
2530,P1MCPUFP__CPUFP500K_0229__00081,pvrig_8x6b_chainB,0.44056203961372375,1
2531,P1MCPUFP__CPUFP500K_0035__00028,pvrig_8x6b_chainB,0.3207813799381256,1
2532,P1MCPUFP__CPUFP500K_0036__00932,pvrig_8x6b_chainB,0.2945902645587921,0
2533,P1MCPUFP__CPUFP500K_0045__00784,pvrig_8x6b_chainB,0.8556007146835327,1
2534,P1MCPUFP__CPUFP500K_0042__00692,pvrig_8x6b_chainB,0.8289316296577454,1
2535,P1MCPUFP__CPUFP500K_0136__00678,pvrig_8x6b_chainB,0.856554388999939,1
2536,P1MCPUFP__CPUFP500K_0149__00599,pvrig_8x6b_chainB,0.608898937702179,1
2537,P1MCPUFP__CPUFP500K_0050__00774,pvrig_8x6b_chainB,0.5394811034202576,1
2538,P1MCPUFP__CPUFP500K_0152__00343,pvrig_8x6b_chainB,0.2666721045970917,0
2539,P1MCPUFP__CPUFP500K_0157__00907,pvrig_8x6b_chainB,0.0446634404361248,0
2540,P1MCPUFP__CPUFP500K_0059__00691,pvrig_8x6b_chainB,0.1515684276819229,0
2541,P1MCPUFP__CPUFP500K_0156__00670,pvrig_8x6b_chainB,0.061678431928157806,0
2542,P1MCPUFP__CPUFP500K_0165__00762,pvrig_8x6b_chainB,0.3215121030807495,1
2543,P1MCPUFP__CPUFP500K_0070__00682,pvrig_8x6b_chainB,0.3757425844669342,1
2544,P1MCPUFP__CPUFP500K_0072__00672,pvrig_8x6b_chainB,0.782884418964386,1
2545,P1MCPUFP__CPUFP500K_0081__00742,pvrig_8x6b_chainB,0.5120945572853088,1
2546,P1MCPUFP__CPUFP500K_0078__00728,pvrig_8x6b_chainB,0.44759514927864075,1
2547,P1MCPUFP__CPUFP500K_0172__00673,pvrig_8x6b_chainB,0.48556435108184814,1
2548,P1MCPUFP__CPUFP500K_0189__00700,pvrig_8x6b_chainB,0.580350935459137,1
2549,P1MCPUFP__CPUFP500K_0182__00145,pvrig_8x6b_chainB,0.10336097329854965,0
2550,P1MCPUFP__CPUFP500K_0188__00014,pvrig_8x6b_chainB,0.44428813457489014,1
2551,P1MCPUFP__CPUFP500K_0487__00795,pvrig_8x6b_chainB,0.16999441385269165,0
2552,P1MCPUFP__CPUFP500K_0305__00063,pvrig_8x6b_chainB,0.5432787537574768,1
2553,P1MCPUFP__CPUFP500K_0206__00197,pvrig_8x6b_chainB,0.2601511478424072,0
2554,P1MCPUFP__CPUFP500K_0204__00566,pvrig_8x6b_chainB,0.02488492615520954,0
2555,P1MCPUFP__CPUFP500K_0113__00083,pvrig_8x6b_chainB,0.28967395424842834,0
2556,P1MCPUFP__CPUFP500K_0014__00730,pvrig_8x6b_chainB,0.24399334192276,0
2557,P1MCPUFP__CPUFP500K_0112__00832,pvrig_8x6b_chainB,0.14495520293712616,0
2558,P1MCPUFP__CPUFP500K_0121__00846,pvrig_8x6b_chainB,0.6015353798866272,1
2559,P1MCPUFP__CPUFP500K_0023__00700,pvrig_8x6b_chainB,0.6220482587814331,1
2560,P1MCPUFP__CPUFP500K_0120__00688,pvrig_8x6b_chainB,0.44453880190849304,1
2561,P1MCPUFP__CPUFP500K_0229__00114,pvrig_8x6b_chainB,0.48375779390335083,1
2562,P1MCPUFP__CPUFP500K_0035__00060,pvrig_8x6b_chainB,0.4920724928379059,1
2563,P1MCPUFP__CPUFP500K_0128__00026,pvrig_8x6b_chainB,0.3246748149394989,1
2564,P1MCPUFP__CPUFP500K_0045__00817,pvrig_8x6b_chainB,0.8600154519081116,1
2565,P1MCPUFP__CPUFP500K_0042__00726,pvrig_8x6b_chainB,0.8503602147102356,1
2566,P1MCPUFP__CPUFP500K_0136__00711,pvrig_8x6b_chainB,0.6885155439376831,1
2567,P1MCPUFP__CPUFP500K_0149__00633,pvrig_8x6b_chainB,0.6506320238113403,1
2568,P1MCPUFP__CPUFP500K_0050__00806,pvrig_8x6b_chainB,0.8700507879257202,1
2569,P1MCPUFP__CPUFP500K_0152__00375,pvrig_8x6b_chainB,0.5280643105506897,1
2570,P1MCPUFP__CPUFP500K_0161__00010,pvrig_8x6b_chainB,0.10512077063322067,0
2571,P1MCPUFP__CPUFP500K_0059__00723,pvrig_8x6b_chainB,0.05031151697039604,0
2572,P1MCPUFP__CPUFP500K_0156__00702,pvrig_8x6b_chainB,0.14930686354637146,0
2573,P1MCPUFP__CPUFP500K_0165__00797,pvrig_8x6b_chainB,0.4252335727214813,1
2574,P1MCPUFP__CPUFP500K_0070__00714,pvrig_8x6b_chainB,0.6854456067085266,1
2575,P1MCPUFP__CPUFP500K_0072__00704,pvrig_8x6b_chainB,0.7633236646652222,1
2576,P1MCPUFP__CPUFP500K_0081__00775,pvrig_8x6b_chainB,0.4226711094379425,1
2577,P1MCPUFP__CPUFP500K_0078__00761,pvrig_8x6b_chainB,0.6608953475952148,1
2578,P1MCPUFP__CPUFP500K_0172__00705,pvrig_8x6b_chainB,0.5046538710594177,1
2579,P1MCPUFP__CPUFP500K_0189__00786,pvrig_8x6b_chainB,0.3527781367301941,1
2580,P1MCPUFP__CPUFP500K_0182__00198,pvrig_8x6b_chainB,0.44385188817977905,1
2581,P1MCPUFP__CPUFP500K_0188__00046,pvrig_8x6b_chainB,0.3867199122905731,1
2582,P1MCPUFP__CPUFP500K_0487__00872,pvrig_8x6b_chainB,0.5805265307426453,1
2583,P1MCPUFP__CPUFP500K_0305__00148,pvrig_8x6b_chainB,0.3438318073749542,1
2584,P1MCPUFP__CPUFP500K_0206__00290,pvrig_8x6b_chainB,0.35795852541923523,1
2585,P1MCPUFP__CPUFP500K_0204__00627,pvrig_8x6b_chainB,0.026823652908205986,0
2586,P1MCPUFP__CPUFP500K_0113__00117,pvrig_8x6b_chainB,0.32767829298973083,1
2587,P1MCPUFP__CPUFP500K_0014__00763,pvrig_8x6b_chainB,0.2566925883293152,0
2588,P1MCPUFP__CPUFP500K_0112__00864,pvrig_8x6b_chainB,0.24141958355903625,0
2589,P1MCPUFP__CPUFP500K_0121__00882,pvrig_8x6b_chainB,0.4060114622116089,1
2590,P1MCPUFP__CPUFP500K_0023__00733,pvrig_8x6b_chainB,0.46249252557754517,1
2591,P1MCPUFP__CPUFP500K_0120__00720,pvrig_8x6b_chainB,0.3158097267150879,1
2592,P1MCPUFP__CPUFP500K_0229__00148,pvrig_8x6b_chainB,0.3751877248287201,1
2593,P1MCPUFP__CPUFP500K_0035__00092,pvrig_8x6b_chainB,0.32524147629737854,1
2594,P1MCPUFP__CPUFP500K_0128__00060,pvrig_8x6b_chainB,0.19709400832653046,0
2595,P1MCPUFP__CPUFP500K_0045__00851,pvrig_8x6b_chainB,0.8247675895690918,1
2596,P1MCPUFP__CPUFP500K_0042__00761,pvrig_8x6b_chainB,0.854518473148346,1
2597,P1MCPUFP__CPUFP500K_0136__00743,pvrig_8x6b_chainB,0.8095906972885132,1
2598,P1MCPUFP__CPUFP500K_0149__00665,pvrig_8x6b_chainB,0.5924814939498901,1
2599,P1MCPUFP__CPUFP500K_0050__00838,pvrig_8x6b_chainB,0.5129547715187073,1
2600,P1MCPUFP__CPUFP500K_0152__00407,pvrig_8x6b_chainB,0.4026017189025879,1
2601,P1MCPUFP__CPUFP500K_0161__00050,pvrig_8x6b_chainB,0.055327408015728,0
2602,P1MCPUFP__CPUFP500K_0059__00755,pvrig_8x6b_chainB,0.22265028953552246,0
2603,P1MCPUFP__CPUFP500K_0156__00734,pvrig_8x6b_chainB,0.19749273359775543,0
2604,P1MCPUFP__CPUFP500K_0165__00831,pvrig_8x6b_chainB,0.5705594420433044,1
2605,P1MCPUFP__CPUFP500K_0070__00746,pvrig_8x6b_chainB,0.7332215905189514,1
2606,P1MCPUFP__CPUFP500K_0072__00736,pvrig_8x6b_chainB,0.3044189214706421,1
2607,P1MCPUFP__CPUFP500K_0081__00808,pvrig_8x6b_chainB,0.39054054021835327,1
2608,P1MCPUFP__CPUFP500K_0078__00795,pvrig_8x6b_chainB,0.2910057008266449,0
2609,P1MCPUFP__CPUFP500K_0172__00737,pvrig_8x6b_chainB,0.4798201322555542,1
2610,P1MCPUFP__CPUFP500K_0189__00899,pvrig_8x6b_chainB,0.49576351046562195,1
2611,P1MCPUFP__CPUFP500K_0182__00257,pvrig_8x6b_chainB,0.3965538442134857,1
2612,P1MCPUFP__CPUFP500K_0188__00078,pvrig_8x6b_chainB,0.4550495445728302,1
2613,P1MCPUFP__CPUFP500K_0487__00934,pvrig_8x6b_chainB,0.2643493115901947,0
2614,P1MCPUFP__CPUFP500K_0305__00231,pvrig_8x6b_chainB,0.5076224207878113,1
2615,P1MCPUFP__CPUFP500K_0206__00389,pvrig_8x6b_chainB,0.625249445438385,1
2616,P1MCPUFP__CPUFP500K_0204__00679,pvrig_8x6b_chainB,0.033591076731681824,0
2617,P1MCPUFP__CPUFP500K_0113__00149,pvrig_8x6b_chainB,0.2502062916755676,0
2618,P1MCPUFP__CPUFP500K_0014__00795,pvrig_8x6b_chainB,0.21140508353710175,0
2619,P1MCPUFP__CPUFP500K_0112__00896,pvrig_8x6b_chainB,0.2573159337043762,0
2620,P1MCPUFP__CPUFP500K_0121__00918,pvrig_8x6b_chainB,0.5452569723129272,1
2621,P1MCPUFP__CPUFP500K_0023__00766,pvrig_8x6b_chainB,0.6022520661354065,1
2622,P1MCPUFP__CPUFP500K_0120__00752,pvrig_8x6b_chainB,0.3219027519226074,1
2623,P1MCPUFP__CPUFP500K_0229__00181,pvrig_8x6b_chainB,0.3839051127433777,1
2624,P1MCPUFP__CPUFP500K_0035__00124,pvrig_8x6b_chainB,0.4922029376029968,1
2625,P1MCPUFP__CPUFP500K_0128__00092,pvrig_8x6b_chainB,0.460745632648468,1
2626,P1MCPUFP__CPUFP500K_0045__00886,pvrig_8x6b_chainB,0.7648543119430542,1
2627,P1MCPUFP__CPUFP500K_0042__00796,pvrig_8x6b_chainB,0.8060787916183472,1
2628,P1MCPUFP__CPUFP500K_0136__00775,pvrig_8x6b_chainB,0.862455427646637,1
2629,P1MCPUFP__CPUFP500K_0149__00698,pvrig_8x6b_chainB,0.4226361811161041,1
2630,P1MCPUFP__CPUFP500K_0050__00870,pvrig_8x6b_chainB,0.5036415457725525,1
2631,P1MCPUFP__CPUFP500K_0152__00439,pvrig_8x6b_chainB,0.5036320090293884,1
2632,P1MCPUFP__CPUFP500K_0161__00091,pvrig_8x6b_chainB,0.21575528383255005,0
2633,P1MCPUFP__CPUFP500K_0059__00787,pvrig_8x6b_chainB,0.09936090558767319,0
2634,P1MCPUFP__CPUFP500K_0156__00766,pvrig_8x6b_chainB,0.0634947419166565,0
2635,P1MCPUFP__CPUFP500K_0165__00865,pvrig_8x6b_chainB,0.4455418288707733,1
2636,P1MCPUFP__CPUFP500K_0070__00779,pvrig_8x6b_chainB,0.30719834566116333,1
2637,P1MCPUFP__CPUFP500K_0072__00768,pvrig_8x6b_chainB,0.28312739729881287,0
2638,P1MCPUFP__CPUFP500K_0081__00842,pvrig_8x6b_chainB,0.4566870331764221,1
2639,P1MCPUFP__CPUFP500K_0078__00830,pvrig_8x6b_chainB,0.6273916363716125,1
2640,P1MCPUFP__CPUFP500K_0172__00769,pvrig_8x6b_chainB,0.5534078478813171,1
2641,P1MCPUFP__CPUFP500K_0281__00033,pvrig_8x6b_chainB,0.33884158730506897,1
2642,P1MCPUFP__CPUFP500K_0182__00310,pvrig_8x6b_chainB,0.5448493957519531,1
2643,P1MCPUFP__CPUFP500K_0188__00110,pvrig_8x6b_chainB,0.3663756847381592,1
2644,P1MCPUFP__CPUFP500K_0490__00324,pvrig_8x6b_chainB,0.1703091412782669,0
2645,P1MCPUFP__CPUFP500K_0305__00324,pvrig_8x6b_chainB,0.5831249952316284,1
2646,P1MCPUFP__CPUFP500K_0206__00470,pvrig_8x6b_chainB,0.48680374026298523,1
2647,P1MCPUFP__CPUFP500K_0204__00746,pvrig_8x6b_chainB,0.10178147256374359,0
2648,P1MCPUFP__CPUFP500K_0113__00183,pvrig_8x6b_chainB,0.21317516267299652,0
2649,P1MCPUFP__CPUFP500K_0014__00828,pvrig_8x6b_chainB,0.17435921728610992,0
2650,P1MCPUFP__CPUFP500K_0112__00928,pvrig_8x6b_chainB,0.20850010216236115,0
2651,P1MCPUFP__CPUFP500K_0125__00015,pvrig_8x6b_chainB,0.5110584497451782,1
2652,P1MCPUFP__CPUFP500K_0023__00798,pvrig_8x6b_chainB,0.6699572205543518,1
2653,P1MCPUFP__CPUFP500K_0120__00784,pvrig_8x6b_chainB,0.32097458839416504,1
2654,P1MCPUFP__CPUFP500K_0229__00214,pvrig_8x6b_chainB,0.39599889516830444,1
2655,P1MCPUFP__CPUFP500K_0035__00156,pvrig_8x6b_chainB,0.43842044472694397,1
2656,P1MCPUFP__CPUFP500K_0128__00126,pvrig_8x6b_chainB,0.4973594546318054,1
2657,P1MCPUFP__CPUFP500K_0045__00921,pvrig_8x6b_chainB,0.7883796691894531,1
2658,P1MCPUFP__CPUFP500K_0042__00832,pvrig_8x6b_chainB,0.8069140315055847,1
2659,P1MCPUFP__CPUFP500K_0136__00807,pvrig_8x6b_chainB,0.691398024559021,1
2660,P1MCPUFP__CPUFP500K_0149__00732,pvrig_8x6b_chainB,0.6759223341941833,1
2661,P1MCPUFP__CPUFP500K_0050__00902,pvrig_8x6b_chainB,0.459677517414093,1
2662,P1MCPUFP__CPUFP500K_0152__00471,pvrig_8x6b_chainB,0.25956979393959045,0
2663,P1MCPUFP__CPUFP500K_0161__00131,pvrig_8x6b_chainB,0.05890240892767906,0
2664,P1MCPUFP__CPUFP500K_0059__00819,pvrig_8x6b_chainB,0.13353385031223297,0
2665,P1MCPUFP__CPUFP500K_0156__00798,pvrig_8x6b_chainB,0.22097255289554596,0
2666,P1MCPUFP__CPUFP500K_0165__00899,pvrig_8x6b_chainB,0.6011313796043396,1
2667,P1MCPUFP__CPUFP500K_0070__00811,pvrig_8x6b_chainB,0.5706387758255005,1
2668,P1MCPUFP__CPUFP500K_0072__00800,pvrig_8x6b_chainB,0.6449036002159119,1
2669,P1MCPUFP__CPUFP500K_0081__00874,pvrig_8x6b_chainB,0.44598013162612915,1
2670,P1MCPUFP__CPUFP500K_0078__00862,pvrig_8x6b_chainB,0.3755069971084595,1
2671,P1MCPUFP__CPUFP500K_0172__00801,pvrig_8x6b_chainB,0.37980735301971436,1
2672,P1MCPUFP__CPUFP500K_0281__00106,pvrig_8x6b_chainB,0.41159898042678833,1
2673,P1MCPUFP__CPUFP500K_0182__00382,pvrig_8x6b_chainB,0.3311358094215393,1
2674,P1MCPUFP__CPUFP500K_0188__00142,pvrig_8x6b_chainB,0.739217221736908,1
2675,P1MCPUFP__CPUFP500K_0490__00547,pvrig_8x6b_chainB,0.11701136082410812,0
2676,P1MCPUFP__CPUFP500K_0305__00421,pvrig_8x6b_chainB,0.3630616366863251,1
2677,P1MCPUFP__CPUFP500K_0206__00580,pvrig_8x6b_chainB,0.38690385222435,1
2678,P1MCPUFP__CPUFP500K_0204__00806,pvrig_8x6b_chainB,0.17234936356544495,0
2679,P1MCPUFP__CPUFP500K_0113__00217,pvrig_8x6b_chainB,0.3346949815750122,1
2680,P1MCPUFP__CPUFP500K_0014__00860,pvrig_8x6b_chainB,0.3492705821990967,1
2681,P1MCPUFP__CPUFP500K_0116__00022,pvrig_8x6b_chainB,0.41252464056015015,1
2682,P1MCPUFP__CPUFP500K_0125__00048,pvrig_8x6b_chainB,0.461152583360672,1
2683,P1MCPUFP__CPUFP500K_0023__00831,pvrig_8x6b_chainB,0.5951634645462036,1
2684,P1MCPUFP__CPUFP500K_0120__00816,pvrig_8x6b_chainB,0.15733402967453003,0
2685,P1MCPUFP__CPUFP500K_0229__00248,pvrig_8x6b_chainB,0.36685213446617126,1
2686,P1MCPUFP__CPUFP500K_0035__00189,pvrig_8x6b_chainB,0.5265352129936218,1
2687,P1MCPUFP__CPUFP500K_0128__00159,pvrig_8x6b_chainB,0.4956115484237671,1
2688,P1MCPUFP__CPUFP500K_0137__00019,pvrig_8x6b_chainB,0.7325891852378845,1
2689,P1MCPUFP__CPUFP500K_0042__00866,pvrig_8x6b_chainB,0.8262938857078552,1
2690,P1MCPUFP__CPUFP500K_0136__00839,pvrig_8x6b_chainB,0.8721330165863037,1
2691,P1MCPUFP__CPUFP500K_0149__00765,pvrig_8x6b_chainB,0.3425911068916321,1
2692,P1MCPUFP__CPUFP500K_0050__00934,pvrig_8x6b_chainB,0.21675227582454681,0
2693,P1MCPUFP__CPUFP500K_0152__00503,pvrig_8x6b_chainB,0.36326566338539124,1
2694,P1MCPUFP__CPUFP500K_0161__00176,pvrig_8x6b_chainB,0.2772757112979889,0
2695,P1MCPUFP__CPUFP500K_0059__00851,pvrig_8x6b_chainB,0.33598417043685913,1
2696,P1MCPUFP__CPUFP500K_0156__00830,pvrig_8x6b_chainB,0.10949525982141495,0
2697,P1MCPUFP__CPUFP500K_0165__00932,pvrig_8x6b_chainB,0.4894741475582123,1
2698,P1MCPUFP__CPUFP500K_0070__00844,pvrig_8x6b_chainB,0.518162727355957,1
2699,P1MCPUFP__CPUFP500K_0072__00832,pvrig_8x6b_chainB,0.4358038604259491,1
2700,P1MCPUFP__CPUFP500K_0081__00908,pvrig_8x6b_chainB,0.513158917427063,1
2701,P1MCPUFP__CPUFP500K_0078__00895,pvrig_8x6b_chainB,0.47463735938072205,1
2702,P1MCPUFP__CPUFP500K_0172__00833,pvrig_8x6b_chainB,0.4275534152984619,1
2703,P1MCPUFP__CPUFP500K_0281__00172,pvrig_8x6b_chainB,0.44744059443473816,1
2704,P1MCPUFP__CPUFP500K_0182__00435,pvrig_8x6b_chainB,0.16633538901805878,0
2705,P1MCPUFP__CPUFP500K_0188__00174,pvrig_8x6b_chainB,0.3369417190551758,1
2706,P1MCPUFP__CPUFP500K_0490__00815,pvrig_8x6b_chainB,0.33262020349502563,1
2707,P1MCPUFP__CPUFP500K_0305__00526,pvrig_8x6b_chainB,0.2164115309715271,0
2708,P1MCPUFP__CPUFP500K_0206__00656,pvrig_8x6b_chainB,0.37935030460357666,1
2709,P1MCPUFP__CPUFP500K_0204__00850,pvrig_8x6b_chainB,0.1048116385936737,0
2710,P1MCPUFP__CPUFP500K_0113__00251,pvrig_8x6b_chainB,0.32258090376853943,1
2711,P1MCPUFP__CPUFP500K_0014__00892,pvrig_8x6b_chainB,0.32466572523117065,1
2712,P1MCPUFP__CPUFP500K_0116__00054,pvrig_8x6b_chainB,0.2474154829978943,0
2713,P1MCPUFP__CPUFP500K_0125__00082,pvrig_8x6b_chainB,0.6463520526885986,1
2714,P1MCPUFP__CPUFP500K_0023__00863,pvrig_8x6b_chainB,0.7783622145652771,1
2715,P1MCPUFP__CPUFP500K_0120__00848,pvrig_8x6b_chainB,0.541732907295227,1
2716,P1MCPUFP__CPUFP500K_0229__00282,pvrig_8x6b_chainB,0.5049818754196167,1
2717,P1MCPUFP__CPUFP500K_0035__00222,pvrig_8x6b_chainB,0.23813247680664062,0
2718,P1MCPUFP__CPUFP500K_0128__00191,pvrig_8x6b_chainB,0.32064154744148254,1
2719,P1MCPUFP__CPUFP500K_0137__00051,pvrig_8x6b_chainB,0.7004963755607605,1
2720,P1MCPUFP__CPUFP500K_0042__00900,pvrig_8x6b_chainB,0.8308358192443848,1
2721,P1MCPUFP__CPUFP500K_0136__00871,pvrig_8x6b_chainB,0.8750002384185791,1
2722,P1MCPUFP__CPUFP500K_0149__00797,pvrig_8x6b_chainB,0.6617765426635742,1
2723,P1MCPUFP__CPUFP500K_0051__00039,pvrig_8x6b_chainB,0.505359947681427,1
2724,P1MCPUFP__CPUFP500K_0152__00535,pvrig_8x6b_chainB,0.1877283751964569,0
2725,P1MCPUFP__CPUFP500K_0161__00222,pvrig_8x6b_chainB,0.07395349442958832,0
2726,P1MCPUFP__CPUFP500K_0059__00883,pvrig_8x6b_chainB,0.0765431821346283,0
2727,P1MCPUFP__CPUFP500K_0156__00862,pvrig_8x6b_chainB,0.08320373296737671,0
2728,P1MCPUFP__CPUFP500K_0169__00027,pvrig_8x6b_chainB,0.42891886830329895,1
2729,P1MCPUFP__CPUFP500K_0070__00876,pvrig_8x6b_chainB,0.35033974051475525,1
2730,P1MCPUFP__CPUFP500K_0072__00865,pvrig_8x6b_chainB,0.5169295072555542,1
2731,P1MCPUFP__CPUFP500K_0173__00002,pvrig_8x6b_chainB,0.5840579271316528,1
2732,P1MCPUFP__CPUFP500K_0078__00928,pvrig_8x6b_chainB,0.5103501677513123,1
2733,P1MCPUFP__CPUFP500K_0172__00865,pvrig_8x6b_chainB,0.5355375409126282,1
2734,P1MCPUFP__CPUFP500K_0281__00232,pvrig_8x6b_chainB,0.2605189085006714,0
2735,P1MCPUFP__CPUFP500K_0182__00499,pvrig_8x6b_chainB,0.2604637145996094,0
2736,P1MCPUFP__CPUFP500K_0188__00206,pvrig_8x6b_chainB,0.36692002415657043,1
2737,P1MCPUFP__CPUFP500K_0491__00044,pvrig_8x6b_chainB,0.011518411338329315,0
2738,P1MCPUFP__CPUFP500K_0305__00612,pvrig_8x6b_chainB,0.20509587228298187,0
2739,P1MCPUFP__CPUFP500K_0206__00739,pvrig_8x6b_chainB,0.598635196685791,1
2740,P1MCPUFP__CPUFP500K_0204__00913,pvrig_8x6b_chainB,0.17237424850463867,0
2741,P1MCPUFP__CPUFP500K_0113__00285,pvrig_8x6b_chainB,0.28076863288879395,0
2742,P1MCPUFP__CPUFP500K_0014__00924,pvrig_8x6b_chainB,0.4214184880256653,1
2743,P1MCPUFP__CPUFP500K_0116__00086,pvrig_8x6b_chainB,0.42592039704322815,1
2744,P1MCPUFP__CPUFP500K_0125__00114,pvrig_8x6b_chainB,0.7335220575332642,1
2745,P1MCPUFP__CPUFP500K_0023__00900,pvrig_8x6b_chainB,0.7132829427719116,1
2746,P1MCPUFP__CPUFP500K_0120__00880,pvrig_8x6b_chainB,0.3375775218009949,1
2747,P1MCPUFP__CPUFP500K_0229__00316,pvrig_8x6b_chainB,0.4020942747592926,1
2748,P1MCPUFP__CPUFP500K_0035__00256,pvrig_8x6b_chainB,0.47632476687431335,1
2749,P1MCPUFP__CPUFP500K_0128__00226,pvrig_8x6b_chainB,0.36631327867507935,1
2750,P1MCPUFP__CPUFP500K_0137__00085,pvrig_8x6b_chainB,0.7655060291290283,1
2751,P1MCPUFP__CPUFP500K_0042__00934,pvrig_8x6b_chainB,0.7442048192024231,1
2752,P1MCPUFP__CPUFP500K_0136__00903,pvrig_8x6b_chainB,0.8601875305175781,1
2753,P1MCPUFP__CPUFP500K_0149__00829,pvrig_8x6b_chainB,0.5755105018615723,1
2754,P1MCPUFP__CPUFP500K_0051__00081,pvrig_8x6b_chainB,0.6837626695632935,1
2755,P1MCPUFP__CPUFP500K_0152__00567,pvrig_8x6b_chainB,0.20479227602481842,0
2756,P1MCPUFP__CPUFP500K_0161__00276,pvrig_8x6b_chainB,0.11721423268318176,0
2757,P1MCPUFP__CPUFP500K_0059__00915,pvrig_8x6b_chainB,0.16393859684467316,0
2758,P1MCPUFP__CPUFP500K_0156__00894,pvrig_8x6b_chainB,0.24689380824565887,0
2759,P1MCPUFP__CPUFP500K_0169__00059,pvrig_8x6b_chainB,0.6649438142776489,1
2760,P1MCPUFP__CPUFP500K_0070__00908,pvrig_8x6b_chainB,0.49405714869499207,1
2761,P1MCPUFP__CPUFP500K_0072__00897,pvrig_8x6b_chainB,0.32976803183555603,1
2762,P1MCPUFP__CPUFP500K_0173__00046,pvrig_8x6b_chainB,0.5986347794532776,1
2763,P1MCPUFP__CPUFP500K_0079__00022,pvrig_8x6b_chainB,0.48891738057136536,1
2764,P1MCPUFP__CPUFP500K_0172__00898,pvrig_8x6b_chainB,0.5143974423408508,1
2765,P1MCPUFP__CPUFP500K_0281__00296,pvrig_8x6b_chainB,0.25611791014671326,0
2766,P1MCPUFP__CPUFP500K_0182__00549,pvrig_8x6b_chainB,0.2551330029964447,0
2767,P1MCPUFP__CPUFP500K_0188__00238,pvrig_8x6b_chainB,0.5450190901756287,1
2768,P1MCPUFP__CPUFP500K_0491__00121,pvrig_8x6b_chainB,0.23952527344226837,0
2769,P1MCPUFP__CPUFP500K_0305__00687,pvrig_8x6b_chainB,0.21225982904434204,0
2770,P1MCPUFP__CPUFP500K_0206__00814,pvrig_8x6b_chainB,0.5237544178962708,1
2771,P1MCPUFP__CPUFP500K_0300__00091,pvrig_8x6b_chainB,0.21106301248073578,0
2772,P1MCPUFP__CPUFP500K_0113__00319,pvrig_8x6b_chainB,0.4620569944381714,1
2773,P1MCPUFP__CPUFP500K_0015__00018,pvrig_8x6b_chainB,0.17998449504375458,0
2774,P1MCPUFP__CPUFP500K_0116__00119,pvrig_8x6b_chainB,0.11966514587402344,0
2775,P1MCPUFP__CPUFP500K_0125__00148,pvrig_8x6b_chainB,0.5824333429336548,1
2776,P1MCPUFP__CPUFP500K_0023__00933,pvrig_8x6b_chainB,0.6394365429878235,1
2777,P1MCPUFP__CPUFP500K_0120__00913,pvrig_8x6b_chainB,0.3955787718296051,1
2778,P1MCPUFP__CPUFP500K_0229__00349,pvrig_8x6b_chainB,0.46861502528190613,1
2779,P1MCPUFP__CPUFP500K_0035__00289,pvrig_8x6b_chainB,0.28388234972953796,0
