candidate_id	seed	gpu_id	source_table	status	rf2_status	rf2_reason	old_gate_status	formal_multiseed_gate_status	interaction_pae	pred_lddt	pae	target_aligned_antibody_rmsd	target_aligned_cdr_rmsd	framework_aligned_antibody_rmsd	framework_aligned_cdr_rmsd	rf2_output_pdb	rf2_failure_label_policy
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn01	44	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.88	0.91	8.73	6.95	7.4	0.71	1.4	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_3/output/PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn02	42	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.46	0.9	7.54	35.94	24.65	0.64	1.17	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_4/output/PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn02	43	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.82	0.9	9.23	29.55	22.2	0.63	1.15	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_4/output/PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn02	44	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.58	0.9	7.62	35.82	24.39	0.64	1.19	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_4/output/PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn03	42	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	11.67	0.9	6.64	36.66	24.55	0.61	1.08	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_5/output/PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn03	43	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.1	0.9	7.36	36.72	24.75	0.6	1.06	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_5/output/PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn03	44	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	12.18	0.9	6.9	36.09	24.19	0.59	1.02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_5/output/PVRIG_RFAb_v2_P1_qkg_S_bb007_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn00	42	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.17	0.91	7.85	8.36	9.24	0.75	1.36	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_7/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn00	43	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.65	0.91	8.07	9.64	10.92	0.79	1.47	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_7/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn00	44	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.89	0.9	8.81	14.76	15.25	0.59	0.9	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_7/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn01	42	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	12.91	0.9	7.2	6.12	4.89	0.62	0.98	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_1/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn01	43	1	rf2_metrics	present	RF2_POSE_NOT_RECOVERED	target_aligned_antibody_rmsd>=2A	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	6.55	0.89	4.2	9.18	7.2	0.85	1.63	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_1/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn01	44	1	rf2_metrics	present	RF2_POSE_NOT_RECOVERED	target_aligned_antibody_rmsd>=2A	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	6.76	0.89	4.34	8.83	7.15	0.78	1.47	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_1/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn02	42	2	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.54	0.9	8.08	6.8	8.67	0.92	1.82	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_2/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn02	43	2	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.11	0.9	7.85	8.92	10.31	1.16	2.42	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_2/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn02	44	2	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.98	0.89	7.8	8.39	9.67	1.15	2.4	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_2/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn03	42	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.06	0.89	9.09	18.12	15.14	3.09	6.84	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_3/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn03	43	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.93	0.89	9.03	19.95	16.1	3.11	6.89	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_3/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn03	44	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.04	0.89	9.11	6.23	9.05	3.06	6.78	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_3/output/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn00	42	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.73	0.9	8.18	16.14	17.47	0.57	0.98	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_4/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn00	43	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.0	0.9	7.81	8.34	8.98	0.59	0.98	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_4/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn00	44	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.73	0.9	8.18	7.68	8.88	0.59	0.99	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_4/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn01	42	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.88	0.9	9.28	12.69	14.07	0.5	0.67	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_5/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn01	43	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.55	0.9	9.12	9.91	10.93	0.51	0.65	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_5/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn01	44	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.74	0.9	9.23	8.23	9.0	0.49	0.62	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_5/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn02	42	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.59	0.91	8.08	14.92	15.14	0.56	0.88	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_7/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn02	43	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.32	0.91	7.95	11.25	12.21	0.55	0.84	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_7/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn02	44	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.19	0.91	7.87	13.8	13.23	0.55	0.83	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_7/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn03	42	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.99	0.9	8.8	23.96	21.18	0.53	0.81	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_1/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn03	43	1	rf2_metrics	present	RF2_POSE_NOT_RECOVERED	target_aligned_antibody_rmsd>=2A	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	9.54	0.89	5.6	11.0	9.04	0.55	0.78	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_1/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn03	44	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.7	0.89	8.66	22.39	17.78	0.5	0.7	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_1/output/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn00	42	2	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.71	0.89	7.75	41.83	25.5	1.08	2.23	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_2/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn00	43	2	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	12.25	0.89	6.99	41.3	25.14	1.13	2.36	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_2/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn00	44	2	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.31	0.89	7.53	41.76	26.34	1.06	2.2	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_2/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn01	42	3	rf2_metrics	present	RF2_POSE_NOT_RECOVERED	target_aligned_antibody_rmsd>=2A	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	5.84	0.91	3.64	8.04	4.59	0.53	0.75	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_3/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn01	43	3	rf2_metrics	present	RF2_POSE_NOT_RECOVERED	target_aligned_antibody_rmsd>=2A	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	6.34	0.91	3.86	8.53	4.97	0.51	0.72	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_3/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn01	44	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.74	0.9	7.66	23.43	17.03	0.55	0.86	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_3/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn02	42	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	12.55	0.9	7.03	3.88	3.8	0.52	0.73	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_4/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn02	43	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	18.85	0.9	10.21	36.7	27.21	0.79	1.53	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_4/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn02	44	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	12.13	0.91	6.79	3.44	3.17	0.55	0.82	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_4/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn03	42	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	12.49	0.91	7.0	9.91	7.92	0.79	1.45	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_5/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn03	43	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	12.1	0.91	6.8	10.15	8.29	0.79	1.48	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_5/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn03	44	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	12.48	0.91	7.0	9.49	7.8	0.79	1.46	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_5/output/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn00	42	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	12.73	0.9	7.14	33.18	21.01	0.5	0.72	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_7/output/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn00	43	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.81	0.9	7.68	30.4	17.9	0.51	0.77	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_7/output/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn00	44	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.9	0.9	8.23	13.03	8.63	0.51	0.73	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_7/output/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn01	42	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.78	0.9	8.67	9.96	7.79	0.52	0.8	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_1/output/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn01	43	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.28	0.9	8.43	8.0	4.49	0.56	0.85	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_1/output/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn01	44	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.41	0.9	7.99	14.91	12.11	0.55	0.85	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_1/output/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn02	42	2	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.94	0.9	8.25	20.57	16.57	0.47	0.65	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_2/output/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn02_best.pdb	qc_status_only
