candidate_id	sequence_sha256	arm_id	backbone_group_id	sequence_group_id	known_positive	known_positive_ids	split	binder_axis_status	binder_label	pose_quality_status	pose_quality_haddock_score	affinity_proxy_status	affinity_proxy_score	blocker_geometry_status	blocker_geometry_score	rf2_recovery_status	rf2_recovery_rmsd	rf2_plddt	monomer_qc_status	monomer_qc_score	docking_status	selected_model_path	training_eligible
PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn03	6cd60fa774282721cc777ff40aa8be9c543ace4572759df9492359451861248b	P1_qrg_L	P1_qrg_L_bb000	cdr3fam_437693d92536fdcc	false		train	deferred	unknown	present	-101.286	present	-101.286	present	0.0	present	18.12	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P1_qrg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn00	0e9cdb0aa4ba9222b973839fbc16e28323c0f671fabdcf4e4a5de7da5828e8f2	P1_qrg_L	P1_qrg_L_bb001	cdr3fam_3c3b6b2131097ad5	false		train	deferred	unknown	present	-88.1558	present	-88.1558	present	0.0	present	16.14	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn01	c14abe352c2ca02f3b948bc8853b3fb0ebe205baa091131639e5ddee32f871eb	P1_qrg_L	P1_qrg_L_bb001	cdr3fam_e115521f0dfdf881	false		train	deferred	unknown	present	-78.5173	present	-78.5173	present	0.0	present	12.69	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn01/run_PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn02	f38c0ea9cc5b8141dabe7ddb6c68e6b17339f635fc572b37bf5e645896c2ad55	P1_qrg_L	P1_qrg_L_bb001	cdr3fam_66145dd0508e246a	false		train	deferred	unknown	present	-89.9184	present	-89.9184	present	0.0	present	14.92	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn02/run_PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn03	d9f99c02df1ee2a2975ced372f7f9a3361ae3404b91b98f81bb765995a77c8a6	P1_qrg_L	P1_qrg_L_bb001	cdr3fam_66145dd0508e246a	false		train	deferred	unknown	present	-87.7699	present	-87.7699	present	0.0	present	23.96	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn03/run_PVRIG_RFAb_v2_P1_qrg_L_bb001_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn00	cfa9947b6f5112c2eb684a741485df9c18523f4bc3e564c6b3c8678de2e81941	P1_qrg_L	P1_qrg_L_bb002	cdr3fam_79d296f6df331975	false		train	deferred	unknown	present	-80.7914	present	-80.7914	present	0.0	present	41.83	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn00/run_PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn01	4be2874bd4fb3840cf55aceff9c2a8357ff99e9b8166a63c3ed6f474e52f7403	P1_qrg_L	P1_qrg_L_bb002	cdr3fam_437693d92536fdcc	false		train	deferred	unknown	present	-62.7207	present	-62.7207	present	0.0	present	8.04	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn01/run_PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn02	171eed2e8f1f3604c610e870444632239ee52e37499780be51ea555f6019f272	P1_qrg_L	P1_qrg_L_bb002	cdr3fam_118181ac6513edab	false		train	deferred	unknown	present	-97.1786	present	-97.1786	present	0.0	present	3.88	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn02/run_PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn03	9527d9811f30b9fe39ee164f9fc85e1f22ec4c752147caa684f898289efb937f	P1_qrg_L	P1_qrg_L_bb002	cdr3fam_934b5a744381e83b	false		train	deferred	unknown	present	-83.9206	present	-83.9206	present	0.0	present	9.91	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn03/run_PVRIG_RFAb_v2_P1_qrg_L_bb002_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn00	ca0a8189a5f2930f71ba21bde0b70a3eb6ef71445fcb1f4ae5ea5a9605b5a969	P1_qrg_L	P1_qrg_L_bb003	cdr3fam_46fd6a273c482d41	false		train	deferred	unknown	present	-88.8219	present	-88.8219	present	0.0	present	33.18	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn00/run_PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn01	e3974590b6ef467d048330059fb9853daca83c2c25476c92ef7c57f497428ef0	P1_qrg_L	P1_qrg_L_bb003	cdr3fam_46fd6a273c482d41	false		train	deferred	unknown	present	-72.9476	present	-72.9476	present	0.0	present	9.96	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn01/run_PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn02	62b85a738646c1db1e59adf6b74c9cfb83992fa3c9a565baae79160ffbd2061f	P1_qrg_L	P1_qrg_L_bb003	cdr3fam_46fd6a273c482d41	false		train	deferred	unknown	present	-77.1431	present	-77.1431	present	0.0	present	20.57	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn02/run_PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn03	882b21dbb796cedec28d09c0f216975b6e9bf7c82d9489ff900fef612fccda6e	P1_qrg_L	P1_qrg_L_bb003	cdr3fam_46fd6a273c482d41	false		train	deferred	unknown	present	-73.9815	present	-73.9815	present	0.25	present	20.5	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn03/run_PVRIG_RFAb_v2_P1_qrg_L_bb003_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn00	db6608c523833517466a6773cd925d80667068cc814736de87c72f2a5149b833	P1_qrg_L	P1_qrg_L_bb004	cdr3fam_adbd7c626350b752	false		train	deferred	unknown	present	-90.9179	present	-90.9179	present	0.0	present	7.05	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn00/run_PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn01	24b270a56d0c4daa85971c3dc8c71075a4a2e03cbed579d4ea4a56913f877afa	P1_qrg_L	P1_qrg_L_bb004	cdr3fam_adbd7c626350b752	false		train	deferred	unknown	present	-106.137	present	-106.137	present	0.0	present	3.68	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn01/run_PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn02	9e9927f985a296f0f3dfcda644f7a87a11cc78497b58765981a0cdaff2b7f4f5	P1_qrg_L	P1_qrg_L_bb004	cdr3fam_5bf78d2d6f74ea86	false		train	deferred	unknown	present	-86.0816	present	-86.0816	present	0.0	present	4.0	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn02/run_PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn03	4eadc4d12bd4dc6888ba9b6ab29c15c7ebd4a372c03bf9ee182556f377e4c019	P1_qrg_L	P1_qrg_L_bb004	cdr3fam_adbd7c626350b752	false		train	deferred	unknown	present	-103.21	present	-103.21	present	0.0	present	2.64	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn03/run_PVRIG_RFAb_v2_P1_qrg_L_bb004_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn00	bfaf0ade53752664d512e1ba083ae9b3e0e3b61cde2d0f724091b7b728d25281	P1_qrg_L	P1_qrg_L_bb005	cdr3fam_8fcd47617420de40	false		train	deferred	unknown	present	-70.0739	present	-70.0739	present	0.0	present	32.72	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn00/run_PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn01	585d2d61b2caee3fccb370d9b90ca017554c5660f4384bcf9b45002262b7acda	P1_qrg_L	P1_qrg_L_bb005	cdr3fam_8fcd47617420de40	false		train	deferred	unknown	present	-55.6792	present	-55.6792	present	0.0	present	29.59	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn01/run_PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn02	d5640326f8b2fada7e9cf174f9b08659530c5826ed6d6fe9e2b10f3d3f077594	P1_qrg_L	P1_qrg_L_bb005	cdr3fam_8fcd47617420de40	false		train	deferred	unknown	present	-93.2519	present	-93.2519	present	0.0	present	18.08	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn02/run_PVRIG_RFAb_v2_P1_qrg_L_bb005_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn00	7183806c4801ac8cf37b719de99496c1d2e97a68e18aca9ab7add913b252601c	P1_qrg_L	P1_qrg_L_bb006	cdr3fam_66145dd0508e246a	false		train	deferred	unknown	present	-78.7305	present	-78.7305	present	0.0	present	25.3	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn00/run_PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn01	15b2ce047d628d1470dcab3097f351126947590de8e877f871791c0116149725	P1_qrg_L	P1_qrg_L_bb006	cdr3fam_66145dd0508e246a	false		train	deferred	unknown	present	-92.234	present	-92.234	present	0.25	present	21.06	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn01/run_PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn02	30c1879c2c11adb4097af9a9f18ba706f71a5220f21edac432b0370c1fb48c04	P1_qrg_L	P1_qrg_L_bb006	cdr3fam_66145dd0508e246a	false		train	deferred	unknown	present	-81.8107	present	-81.8107	present	0.0	present	22.93	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn02/run_PVRIG_RFAb_v2_P1_qrg_L_bb006_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn00	4452d8ca3adc9cb61359fbeb42364f3579e11323f5ef453b449eec532f85cfa6	P1_qrg_L	P1_qrg_L_bb007	cdr3fam_4a3003607b09c2f8	false		train	deferred	unknown	present	-72.388	present	-72.388	present	0.0	present	24.8	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn00/run_PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn01	c3f68dbe43662e2e68272f3eb96412e77df56d54ecc92d02605a6eccb3a6eae8	P1_qrg_L	P1_qrg_L_bb007	cdr3fam_66e45dfeb271aed3	false		train	deferred	unknown	present	-82.6746	present	-82.6746	present	0.0	present	19.9	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn01/run_PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn02	6c659c2b924c649b4865319f13869a06171d2220dd1ddb53300b7b1e205366ac	P1_qrg_L	P1_qrg_L_bb007	cdr3fam_4a3003607b09c2f8	false		train	deferred	unknown	present	-69.2236	present	-69.2236	present	0.0	present	15.02	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn02/run_PVRIG_RFAb_v2_P1_qrg_L_bb007_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	true
PVRIG_RFAb_v2_P1_qrg_S_bb000_mpn01	4c7023626353b7173dfdded30da91d00fe759852d48716a707595b081fce6be5	P1_qrg_S	P1_qrg_S_bb000	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-58.2099	present	-58.2099	present	0.0	present	5.51	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb000_mpn01/run_PVRIG_RFAb_v2_P1_qrg_S_bb000_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb000_mpn02	47acfc0e2b588c1b18b8e794bbe045a4b241c2c236a1f8eeaab2faf7a4eac053	P1_qrg_S	P1_qrg_S_bb000	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-47.417	present	-47.417	present	0.0	present	5.64	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb000_mpn02/run_PVRIG_RFAb_v2_P1_qrg_S_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn00	5ae78540e0be3b6736a3ab1c60b208db5cc3658e4594970ec097bac1706c2665	P1_qrg_S	P1_qrg_S_bb001	cdr3fam_d58db9e2493ba0c2	false		validation	deferred	unknown	present	-72.9447	present	-72.9447	present	0.0	present	35.41	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn00/run_PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn01	43d93a27e0b5d7487aadb54e20ec1e4cbcc4e302590b2ff962cb4cb25caf88a7	P1_qrg_S	P1_qrg_S_bb001	cdr3fam_d58db9e2493ba0c2	false		validation	deferred	unknown	present	-67.4305	present	-67.4305	present	0.0	present	41.38	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn01/run_PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn02	d10c0d0ed8e030ed39c059ff8a3b4991b9d1e8780ad8d106589b718c345f2148	P1_qrg_S	P1_qrg_S_bb001	cdr3fam_d58db9e2493ba0c2	false		validation	deferred	unknown	present	-72.7845	present	-72.7845	present	0.0	present	40.76	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn02/run_PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn03	c6af5fe0bd9c2760e2da4ca79f1a3dfd7abde92c64d0fdb3e530d68073cf3d81	P1_qrg_S	P1_qrg_S_bb001	cdr3fam_d58db9e2493ba0c2	false		validation	deferred	unknown	present	-92.5845	present	-92.5845	present	0.0	present	26.0	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn03/run_PVRIG_RFAb_v2_P1_qrg_S_bb001_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn00	a382c78fcdd5cbdc10e7834d66890d2b21561640c7bb67e421c73cb91fca1c0f	P1_qrg_S	P1_qrg_S_bb002	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-75.148	present	-75.148	present	0.0	present	5.18	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn00/run_PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn02	216f940bce47ae6bd43471ebd20a0891791a30b95e21e8a4fef85da2028bace6	P1_qrg_S	P1_qrg_S_bb002	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-82.0556	present	-82.0556	present	0.0	present	19.01	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn02/run_PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn03	1f096337ad87e840f60687ca2527e63a18b3cf9d85097c6d8c8b5530da575f3d	P1_qrg_S	P1_qrg_S_bb002	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-72.3532	present	-72.3532	present	0.0	present	5.21	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn03/run_PVRIG_RFAb_v2_P1_qrg_S_bb002_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb003_mpn00	ba98b68be54680dbc9a450a95b5a2eb925f912114cbb64b9922bc1fd36fac03f	P1_qrg_S	P1_qrg_S_bb003	cdr3fam_b3bcf70d86ca348c	false		validation	deferred	unknown	present	-66.2374	present	-66.2374	present	0.0	present	40.3	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb003_mpn00/run_PVRIG_RFAb_v2_P1_qrg_S_bb003_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb003_mpn02	3bfa96dd782c5a32bd17f4d01a0ceb8a8633fd3bc1e455fae36a11b949470491	P1_qrg_S	P1_qrg_S_bb003	cdr3fam_b3bcf70d86ca348c	false		validation	deferred	unknown	present	-72.0606	present	-72.0606	present	0.0	present	39.33	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb003_mpn02/run_PVRIG_RFAb_v2_P1_qrg_S_bb003_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn00	59a5c89fae9e980d365970a48a316378802cacb4971654654c49931a61ee1879	P1_qrg_S	P1_qrg_S_bb004	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-90.0794	present	-90.0794	present	0.0	present	6.23	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn00/run_PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn01	3018f32b0aafb0362db60fe2de3b4457af4dd90bfa0b0079f43e90ded8db42f7	P1_qrg_S	P1_qrg_S_bb004	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-78.6735	present	-78.6735	present	0.0	present	6.86	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn01/run_PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn02	44cbed1307d8cbaaa1d1c5acd9a1eeb5b35666ec24f7453b79077d0a066ec48e	P1_qrg_S	P1_qrg_S_bb004	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-81.4106	present	-81.4106	present	0.0	present	31.4	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn02/run_PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn03	fab46c3159022e1b9e01cdd0ec15ad128c472d0c127685e13454d86a1d0b8162	P1_qrg_S	P1_qrg_S_bb004	cdr3fam_6250cae5f36a422f	false		validation	deferred	unknown	present	-83.8122	present	-83.8122	present	0.0	present	6.94	0.89	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn03/run_PVRIG_RFAb_v2_P1_qrg_S_bb004_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn00	5b32df8ae84f6691dd6bc0f12d15533288ce0a575b7b22baf4b0b1f730cf4d11	P1_qrg_S	P1_qrg_S_bb005	cdr3fam_9421d3e3572c34ff	false		validation	deferred	unknown	present	-80.2256	present	-80.2256	present	0.0	present	38.62	0.91	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn00/run_PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn02	c6424e934481e3b1bea73fa3aadc62bee3b9628a927072cb519c992d56764346	P1_qrg_S	P1_qrg_S_bb005	cdr3fam_9421d3e3572c34ff	false		validation	deferred	unknown	present	-73.4295	present	-73.4295	present	0.0	present	31.32	0.9	present	1.0	completed	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn02/run_PVRIG_RFAb_v2_P1_qrg_S_bb005_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	false
