backbone_group_id	arm_id	sequence_group_id	split	candidate_count	candidate_ids
P2_qkg_S_bb005	P2_qkg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn00;PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn01;PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn02;PVRIG_RFAb_v2_P2_qkg_S_bb005_mpn03
P2_qkg_S_bb006	P2_qkg_S	cdr3fam_445c63f4195c5686	validation	3	PVRIG_RFAb_v2_P2_qkg_S_bb006_mpn00;PVRIG_RFAb_v2_P2_qkg_S_bb006_mpn01;PVRIG_RFAb_v2_P2_qkg_S_bb006_mpn02
P2_qkg_S_bb007	P2_qkg_S	cdr3fam_06e917d48c2d8cde	validation	4	PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn00;PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn01;PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn02;PVRIG_RFAb_v2_P2_qkg_S_bb007_mpn03
P2_qrg_L_bb000	P2_qrg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn00;PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn01;PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn02;PVRIG_RFAb_v2_P2_qrg_L_bb000_mpn03
P2_qrg_L_bb001	P2_qrg_L	cdr3fam_66145dd0508e246a	train	4	PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn00;PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn01;PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn02;PVRIG_RFAb_v2_P2_qrg_L_bb001_mpn03
P2_qrg_L_bb002	P2_qrg_L	cdr3fam_c494700d5c100c30	train	4	PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn00;PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn01;PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn02;PVRIG_RFAb_v2_P2_qrg_L_bb002_mpn03
P2_qrg_L_bb003	P2_qrg_L	cdr3fam_5423b7c2f44bf3e5	train	4	PVRIG_RFAb_v2_P2_qrg_L_bb003_mpn00;PVRIG_RFAb_v2_P2_qrg_L_bb003_mpn01;PVRIG_RFAb_v2_P2_qrg_L_bb003_mpn02;PVRIG_RFAb_v2_P2_qrg_L_bb003_mpn03
P2_qrg_L_bb004	P2_qrg_L	cdr3fam_adbd7c626350b752	train	4	PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn00;PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn01;PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn02;PVRIG_RFAb_v2_P2_qrg_L_bb004_mpn03
P2_qrg_L_bb005	P2_qrg_L	cdr3fam_2714dcd990988f6f	train	3	PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn00;PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn01;PVRIG_RFAb_v2_P2_qrg_L_bb005_mpn02
P2_qrg_L_bb006	P2_qrg_L	cdr3fam_66145dd0508e246a	train	2	PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn00;PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn02
P2_qrg_L_bb006	P2_qrg_L	cdr3fam_85883584551877a4	train	1	PVRIG_RFAb_v2_P2_qrg_L_bb006_mpn01
P2_qrg_L_bb007	P2_qrg_L	cdr3fam_1762466967d46b0e	train	1	PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn01
P2_qrg_L_bb007	P2_qrg_L	cdr3fam_fb032a6cf25b1d63	train	2	PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn00;PVRIG_RFAb_v2_P2_qrg_L_bb007_mpn02
P2_qrg_S_bb000	P2_qrg_S	cdr3fam_6250cae5f36a422f	validation	1	PVRIG_RFAb_v2_P2_qrg_S_bb000_mpn02
P2_qrg_S_bb001	P2_qrg_S	cdr3fam_3cc549836722aa72	validation	1	PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn02
P2_qrg_S_bb001	P2_qrg_S	cdr3fam_951601abaf57f8e2	validation	1	PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn00
P2_qrg_S_bb001	P2_qrg_S	cdr3fam_d58db9e2493ba0c2	validation	2	PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn01;PVRIG_RFAb_v2_P2_qrg_S_bb001_mpn03
P2_qrg_S_bb002	P2_qrg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn00;PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn01;PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn02;PVRIG_RFAb_v2_P2_qrg_S_bb002_mpn03
P2_qrg_S_bb003	P2_qrg_S	cdr3fam_b3bcf70d86ca348c	validation	4	PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn00;PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn01;PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn02;PVRIG_RFAb_v2_P2_qrg_S_bb003_mpn03
P2_qrg_S_bb004	P2_qrg_S	cdr3fam_6250cae5f36a422f	validation	3	PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn00;PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn01;PVRIG_RFAb_v2_P2_qrg_S_bb004_mpn02
P2_qrg_S_bb005	P2_qrg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn00;PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn01;PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn02;PVRIG_RFAb_v2_P2_qrg_S_bb005_mpn03
P2_qrg_S_bb006	P2_qrg_S	cdr3fam_445c63f4195c5686	validation	3	PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn00;PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn02;PVRIG_RFAb_v2_P2_qrg_S_bb006_mpn03
P2_qrg_S_bb007	P2_qrg_S	cdr3fam_06e917d48c2d8cde	validation	4	PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn00;PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn01;PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn02;PVRIG_RFAb_v2_P2_qrg_S_bb007_mpn03
P3_ekg_L_bb000	P3_ekg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P3_ekg_L_bb000_mpn00;PVRIG_RFAb_v2_P3_ekg_L_bb000_mpn01;PVRIG_RFAb_v2_P3_ekg_L_bb000_mpn02;PVRIG_RFAb_v2_P3_ekg_L_bb000_mpn03
P3_ekg_L_bb001	P3_ekg_L	cdr3fam_2c99443d11e4c5cc	train	1	PVRIG_RFAb_v2_P3_ekg_L_bb001_mpn01
P3_ekg_L_bb001	P3_ekg_L	cdr3fam_66145dd0508e246a	train	2	PVRIG_RFAb_v2_P3_ekg_L_bb001_mpn00;PVRIG_RFAb_v2_P3_ekg_L_bb001_mpn02
P3_ekg_L_bb001	P3_ekg_L	cdr3fam_7e3daa8e6202bfc6	train	1	PVRIG_RFAb_v2_P3_ekg_L_bb001_mpn03
P3_ekg_L_bb002	P3_ekg_L	cdr3fam_c494700d5c100c30	train	3	PVRIG_RFAb_v2_P3_ekg_L_bb002_mpn00;PVRIG_RFAb_v2_P3_ekg_L_bb002_mpn02;PVRIG_RFAb_v2_P3_ekg_L_bb002_mpn03
P3_ekg_L_bb003	P3_ekg_L	cdr3fam_66145dd0508e246a	train	4	PVRIG_RFAb_v2_P3_ekg_L_bb003_mpn00;PVRIG_RFAb_v2_P3_ekg_L_bb003_mpn01;PVRIG_RFAb_v2_P3_ekg_L_bb003_mpn02;PVRIG_RFAb_v2_P3_ekg_L_bb003_mpn03
P3_ekg_L_bb004	P3_ekg_L	cdr3fam_adbd7c626350b752	train	4	PVRIG_RFAb_v2_P3_ekg_L_bb004_mpn00;PVRIG_RFAb_v2_P3_ekg_L_bb004_mpn01;PVRIG_RFAb_v2_P3_ekg_L_bb004_mpn02;PVRIG_RFAb_v2_P3_ekg_L_bb004_mpn03
P3_ekg_L_bb005	P3_ekg_L	cdr3fam_2714dcd990988f6f	train	3	PVRIG_RFAb_v2_P3_ekg_L_bb005_mpn01;PVRIG_RFAb_v2_P3_ekg_L_bb005_mpn02;PVRIG_RFAb_v2_P3_ekg_L_bb005_mpn03
P3_ekg_L_bb006	P3_ekg_L	cdr3fam_1123a5138b7256ef	train	4	PVRIG_RFAb_v2_P3_ekg_L_bb006_mpn00;PVRIG_RFAb_v2_P3_ekg_L_bb006_mpn01;PVRIG_RFAb_v2_P3_ekg_L_bb006_mpn02;PVRIG_RFAb_v2_P3_ekg_L_bb006_mpn03
P3_ekg_L_bb007	P3_ekg_L	cdr3fam_585fe72017a93045	train	1	PVRIG_RFAb_v2_P3_ekg_L_bb007_mpn00
P3_ekg_L_bb007	P3_ekg_L	cdr3fam_cee14b43bc79c8a2	train	1	PVRIG_RFAb_v2_P3_ekg_L_bb007_mpn01
P3_ekg_L_bb007	P3_ekg_L	cdr3fam_e3f0d256fa9d21be	train	1	PVRIG_RFAb_v2_P3_ekg_L_bb007_mpn02
P3_ekg_S_bb000	P3_ekg_S	cdr3fam_6250cae5f36a422f	validation	3	PVRIG_RFAb_v2_P3_ekg_S_bb000_mpn00;PVRIG_RFAb_v2_P3_ekg_S_bb000_mpn01;PVRIG_RFAb_v2_P3_ekg_S_bb000_mpn02
P3_ekg_S_bb001	P3_ekg_S	cdr3fam_f1cf59d22f4f835f	validation	4	PVRIG_RFAb_v2_P3_ekg_S_bb001_mpn00;PVRIG_RFAb_v2_P3_ekg_S_bb001_mpn01;PVRIG_RFAb_v2_P3_ekg_S_bb001_mpn02;PVRIG_RFAb_v2_P3_ekg_S_bb001_mpn03
P3_ekg_S_bb002	P3_ekg_S	cdr3fam_6250cae5f36a422f	validation	3	PVRIG_RFAb_v2_P3_ekg_S_bb002_mpn00;PVRIG_RFAb_v2_P3_ekg_S_bb002_mpn01;PVRIG_RFAb_v2_P3_ekg_S_bb002_mpn03
P3_ekg_S_bb003	P3_ekg_S	cdr3fam_b3bcf70d86ca348c	validation	3	PVRIG_RFAb_v2_P3_ekg_S_bb003_mpn00;PVRIG_RFAb_v2_P3_ekg_S_bb003_mpn01;PVRIG_RFAb_v2_P3_ekg_S_bb003_mpn03
P3_ekg_S_bb004	P3_ekg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P3_ekg_S_bb004_mpn00;PVRIG_RFAb_v2_P3_ekg_S_bb004_mpn01;PVRIG_RFAb_v2_P3_ekg_S_bb004_mpn02;PVRIG_RFAb_v2_P3_ekg_S_bb004_mpn03
P3_ekg_S_bb005	P3_ekg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P3_ekg_S_bb005_mpn00;PVRIG_RFAb_v2_P3_ekg_S_bb005_mpn01;PVRIG_RFAb_v2_P3_ekg_S_bb005_mpn02;PVRIG_RFAb_v2_P3_ekg_S_bb005_mpn03
P3_ekg_S_bb006	P3_ekg_S	cdr3fam_445c63f4195c5686	validation	3	PVRIG_RFAb_v2_P3_ekg_S_bb006_mpn00;PVRIG_RFAb_v2_P3_ekg_S_bb006_mpn02;PVRIG_RFAb_v2_P3_ekg_S_bb006_mpn03
P3_ekg_S_bb007	P3_ekg_S	cdr3fam_06e917d48c2d8cde	validation	4	PVRIG_RFAb_v2_P3_ekg_S_bb007_mpn00;PVRIG_RFAb_v2_P3_ekg_S_bb007_mpn01;PVRIG_RFAb_v2_P3_ekg_S_bb007_mpn02;PVRIG_RFAb_v2_P3_ekg_S_bb007_mpn03
P3_qkg_L_bb000	P3_qkg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P3_qkg_L_bb000_mpn00;PVRIG_RFAb_v2_P3_qkg_L_bb000_mpn01;PVRIG_RFAb_v2_P3_qkg_L_bb000_mpn02;PVRIG_RFAb_v2_P3_qkg_L_bb000_mpn03
P3_qkg_L_bb001	P3_qkg_L	cdr3fam_2c99443d11e4c5cc	train	1	PVRIG_RFAb_v2_P3_qkg_L_bb001_mpn01
P3_qkg_L_bb001	P3_qkg_L	cdr3fam_66145dd0508e246a	train	2	PVRIG_RFAb_v2_P3_qkg_L_bb001_mpn00;PVRIG_RFAb_v2_P3_qkg_L_bb001_mpn02
P3_qkg_L_bb001	P3_qkg_L	cdr3fam_7e3daa8e6202bfc6	train	1	PVRIG_RFAb_v2_P3_qkg_L_bb001_mpn03
P3_qkg_L_bb002	P3_qkg_L	cdr3fam_c494700d5c100c30	train	3	PVRIG_RFAb_v2_P3_qkg_L_bb002_mpn00;PVRIG_RFAb_v2_P3_qkg_L_bb002_mpn01;PVRIG_RFAb_v2_P3_qkg_L_bb002_mpn03
P3_qkg_L_bb003	P3_qkg_L	cdr3fam_66145dd0508e246a	train	4	PVRIG_RFAb_v2_P3_qkg_L_bb003_mpn00;PVRIG_RFAb_v2_P3_qkg_L_bb003_mpn01;PVRIG_RFAb_v2_P3_qkg_L_bb003_mpn02;PVRIG_RFAb_v2_P3_qkg_L_bb003_mpn03
P3_qkg_L_bb004	P3_qkg_L	cdr3fam_adbd7c626350b752	train	4	PVRIG_RFAb_v2_P3_qkg_L_bb004_mpn00;PVRIG_RFAb_v2_P3_qkg_L_bb004_mpn01;PVRIG_RFAb_v2_P3_qkg_L_bb004_mpn02;PVRIG_RFAb_v2_P3_qkg_L_bb004_mpn03
P3_qkg_L_bb005	P3_qkg_L	cdr3fam_2714dcd990988f6f	train	3	PVRIG_RFAb_v2_P3_qkg_L_bb005_mpn00;PVRIG_RFAb_v2_P3_qkg_L_bb005_mpn01;PVRIG_RFAb_v2_P3_qkg_L_bb005_mpn02
P3_qkg_L_bb006	P3_qkg_L	cdr3fam_5a8a2dcdbefa3711	train	4	PVRIG_RFAb_v2_P3_qkg_L_bb006_mpn00;PVRIG_RFAb_v2_P3_qkg_L_bb006_mpn01;PVRIG_RFAb_v2_P3_qkg_L_bb006_mpn02;PVRIG_RFAb_v2_P3_qkg_L_bb006_mpn03
P3_qkg_L_bb007	P3_qkg_L	cdr3fam_24a0c2b58d0a0550	train	1	PVRIG_RFAb_v2_P3_qkg_L_bb007_mpn02
P3_qkg_L_bb007	P3_qkg_L	cdr3fam_8723d2423f8c2232	train	2	PVRIG_RFAb_v2_P3_qkg_L_bb007_mpn00;PVRIG_RFAb_v2_P3_qkg_L_bb007_mpn01
P3_qkg_S_bb000	P3_qkg_S	cdr3fam_6250cae5f36a422f	validation	3	PVRIG_RFAb_v2_P3_qkg_S_bb000_mpn00;PVRIG_RFAb_v2_P3_qkg_S_bb000_mpn01;PVRIG_RFAb_v2_P3_qkg_S_bb000_mpn02
P3_qkg_S_bb001	P3_qkg_S	cdr3fam_f1cf59d22f4f835f	validation	4	PVRIG_RFAb_v2_P3_qkg_S_bb001_mpn00;PVRIG_RFAb_v2_P3_qkg_S_bb001_mpn01;PVRIG_RFAb_v2_P3_qkg_S_bb001_mpn02;PVRIG_RFAb_v2_P3_qkg_S_bb001_mpn03
P3_qkg_S_bb002	P3_qkg_S	cdr3fam_6250cae5f36a422f	validation	1	PVRIG_RFAb_v2_P3_qkg_S_bb002_mpn01
P3_qkg_S_bb003	P3_qkg_S	cdr3fam_b3bcf70d86ca348c	validation	4	PVRIG_RFAb_v2_P3_qkg_S_bb003_mpn00;PVRIG_RFAb_v2_P3_qkg_S_bb003_mpn01;PVRIG_RFAb_v2_P3_qkg_S_bb003_mpn02;PVRIG_RFAb_v2_P3_qkg_S_bb003_mpn03
P3_qkg_S_bb004	P3_qkg_S	cdr3fam_6250cae5f36a422f	validation	4	PVRIG_RFAb_v2_P3_qkg_S_bb004_mpn00;PVRIG_RFAb_v2_P3_qkg_S_bb004_mpn01;PVRIG_RFAb_v2_P3_qkg_S_bb004_mpn02;PVRIG_RFAb_v2_P3_qkg_S_bb004_mpn03
P3_qkg_S_bb005	P3_qkg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P3_qkg_S_bb005_mpn00;PVRIG_RFAb_v2_P3_qkg_S_bb005_mpn01;PVRIG_RFAb_v2_P3_qkg_S_bb005_mpn02;PVRIG_RFAb_v2_P3_qkg_S_bb005_mpn03
P3_qkg_S_bb006	P3_qkg_S	cdr3fam_445c63f4195c5686	validation	1	PVRIG_RFAb_v2_P3_qkg_S_bb006_mpn03
P3_qkg_S_bb006	P3_qkg_S	cdr3fam_7693828ba783cc7c	validation	3	PVRIG_RFAb_v2_P3_qkg_S_bb006_mpn00;PVRIG_RFAb_v2_P3_qkg_S_bb006_mpn01;PVRIG_RFAb_v2_P3_qkg_S_bb006_mpn02
P3_qkg_S_bb007	P3_qkg_S	cdr3fam_06e917d48c2d8cde	validation	4	PVRIG_RFAb_v2_P3_qkg_S_bb007_mpn00;PVRIG_RFAb_v2_P3_qkg_S_bb007_mpn01;PVRIG_RFAb_v2_P3_qkg_S_bb007_mpn02;PVRIG_RFAb_v2_P3_qkg_S_bb007_mpn03
P3_qrg_L_bb000	P3_qrg_L	cdr3fam_51fda309c69e25e7	train	1	PVRIG_RFAb_v2_P3_qrg_L_bb000_mpn00
P3_qrg_L_bb000	P3_qrg_L	cdr3fam_935cbc2769d2fea7	train	1	PVRIG_RFAb_v2_P3_qrg_L_bb000_mpn02
P3_qrg_L_bb000	P3_qrg_L	cdr3fam_9d5489c661e4b6c2	train	2	PVRIG_RFAb_v2_P3_qrg_L_bb000_mpn01;PVRIG_RFAb_v2_P3_qrg_L_bb000_mpn03
P3_qrg_L_bb001	P3_qrg_L	cdr3fam_66145dd0508e246a	train	3	PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn01;PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn02;PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn03
P3_qrg_L_bb001	P3_qrg_L	cdr3fam_6fbf6dd84aa9a641	train	1	PVRIG_RFAb_v2_P3_qrg_L_bb001_mpn00
P3_qrg_L_bb002	P3_qrg_L	cdr3fam_c494700d5c100c30	train	4	PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn00;PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn01;PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn02;PVRIG_RFAb_v2_P3_qrg_L_bb002_mpn03
P3_qrg_L_bb003	P3_qrg_L	cdr3fam_46fd6a273c482d41	train	2	PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn00;PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn01
P3_qrg_L_bb003	P3_qrg_L	cdr3fam_5f24d9097560d383	train	1	PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn03
P3_qrg_L_bb003	P3_qrg_L	cdr3fam_9fcbe0cb7484be9e	train	1	PVRIG_RFAb_v2_P3_qrg_L_bb003_mpn02
P3_qrg_L_bb004	P3_qrg_L	cdr3fam_adbd7c626350b752	train	4	PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn00;PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn01;PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn02;PVRIG_RFAb_v2_P3_qrg_L_bb004_mpn03
P3_qrg_L_bb005	P3_qrg_L	cdr3fam_2714dcd990988f6f	train	3	PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn00;PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn01;PVRIG_RFAb_v2_P3_qrg_L_bb005_mpn03
P3_qrg_L_bb006	P3_qrg_L	cdr3fam_56a6e2bc0f6b72af	train	1	PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn00
P3_qrg_L_bb006	P3_qrg_L	cdr3fam_5a8a2dcdbefa3711	train	3	PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn01;PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn02;PVRIG_RFAb_v2_P3_qrg_L_bb006_mpn03
P3_qrg_L_bb007	P3_qrg_L	cdr3fam_4014404289c4a5bb	train	2	PVRIG_RFAb_v2_P3_qrg_L_bb007_mpn00;PVRIG_RFAb_v2_P3_qrg_L_bb007_mpn02
P3_qrg_S_bb000	P3_qrg_S	cdr3fam_6250cae5f36a422f	validation	3	PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn00;PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn01;PVRIG_RFAb_v2_P3_qrg_S_bb000_mpn02
P3_qrg_S_bb001	P3_qrg_S	cdr3fam_f1cf59d22f4f835f	validation	4	PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn00;PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn01;PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn02;PVRIG_RFAb_v2_P3_qrg_S_bb001_mpn03
P3_qrg_S_bb002	P3_qrg_S	cdr3fam_6250cae5f36a422f	validation	2	PVRIG_RFAb_v2_P3_qrg_S_bb002_mpn01;PVRIG_RFAb_v2_P3_qrg_S_bb002_mpn03
P3_qrg_S_bb003	P3_qrg_S	cdr3fam_7ad6fcd87c928c1d	validation	1	PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn03
P3_qrg_S_bb003	P3_qrg_S	cdr3fam_9d0c702ba1ed44d9	validation	1	PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn02
P3_qrg_S_bb003	P3_qrg_S	cdr3fam_b3bcf70d86ca348c	validation	2	PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn00;PVRIG_RFAb_v2_P3_qrg_S_bb003_mpn01
P3_qrg_S_bb004	P3_qrg_S	cdr3fam_6250cae5f36a422f	validation	3	PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn00;PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn01;PVRIG_RFAb_v2_P3_qrg_S_bb004_mpn03
P3_qrg_S_bb005	P3_qrg_S	cdr3fam_9421d3e3572c34ff	validation	4	PVRIG_RFAb_v2_P3_qrg_S_bb005_mpn00;PVRIG_RFAb_v2_P3_qrg_S_bb005_mpn01;PVRIG_RFAb_v2_P3_qrg_S_bb005_mpn02;PVRIG_RFAb_v2_P3_qrg_S_bb005_mpn03
P3_qrg_S_bb006	P3_qrg_S	cdr3fam_445c63f4195c5686	validation	3	PVRIG_RFAb_v2_P3_qrg_S_bb006_mpn00;PVRIG_RFAb_v2_P3_qrg_S_bb006_mpn01;PVRIG_RFAb_v2_P3_qrg_S_bb006_mpn03
P3_qrg_S_bb006	P3_qrg_S	cdr3fam_a32b2732e646391f	validation	1	PVRIG_RFAb_v2_P3_qrg_S_bb006_mpn02
P3_qrg_S_bb007	P3_qrg_S	cdr3fam_06e917d48c2d8cde	validation	4	PVRIG_RFAb_v2_P3_qrg_S_bb007_mpn00;PVRIG_RFAb_v2_P3_qrg_S_bb007_mpn01;PVRIG_RFAb_v2_P3_qrg_S_bb007_mpn02;PVRIG_RFAb_v2_P3_qrg_S_bb007_mpn03
P4_ekg_L_bb000	P4_ekg_L	cdr3fam_7613b1d45053a428	train	4	PVRIG_RFAb_v2_P4_ekg_L_bb000_mpn00;PVRIG_RFAb_v2_P4_ekg_L_bb000_mpn01;PVRIG_RFAb_v2_P4_ekg_L_bb000_mpn02;PVRIG_RFAb_v2_P4_ekg_L_bb000_mpn03
P4_ekg_L_bb001	P4_ekg_L	cdr3fam_38dc3f95222ec414	train	1	PVRIG_RFAb_v2_P4_ekg_L_bb001_mpn00
P4_ekg_L_bb001	P4_ekg_L	cdr3fam_66145dd0508e246a	train	1	PVRIG_RFAb_v2_P4_ekg_L_bb001_mpn02
P4_ekg_L_bb001	P4_ekg_L	cdr3fam_d16a01d6e3a092df	train	1	PVRIG_RFAb_v2_P4_ekg_L_bb001_mpn03
P4_ekg_L_bb001	P4_ekg_L	cdr3fam_da33ecf2357a0d41	train	1	PVRIG_RFAb_v2_P4_ekg_L_bb001_mpn01
P4_ekg_L_bb002	P4_ekg_L	cdr3fam_437693d92536fdcc	train	4	PVRIG_RFAb_v2_P4_ekg_L_bb002_mpn00;PVRIG_RFAb_v2_P4_ekg_L_bb002_mpn01;PVRIG_RFAb_v2_P4_ekg_L_bb002_mpn02;PVRIG_RFAb_v2_P4_ekg_L_bb002_mpn03
P4_ekg_L_bb003	P4_ekg_L	cdr3fam_66145dd0508e246a	train	3	PVRIG_RFAb_v2_P4_ekg_L_bb003_mpn00;PVRIG_RFAb_v2_P4_ekg_L_bb003_mpn02;PVRIG_RFAb_v2_P4_ekg_L_bb003_mpn03
P4_ekg_L_bb003	P4_ekg_L	cdr3fam_d8383ab2d21bb8d5	train	1	PVRIG_RFAb_v2_P4_ekg_L_bb003_mpn01
P4_ekg_L_bb004	P4_ekg_L	cdr3fam_2352b3129f9fcd51	train	4	PVRIG_RFAb_v2_P4_ekg_L_bb004_mpn00;PVRIG_RFAb_v2_P4_ekg_L_bb004_mpn01;PVRIG_RFAb_v2_P4_ekg_L_bb004_mpn02;PVRIG_RFAb_v2_P4_ekg_L_bb004_mpn03
P4_ekg_L_bb005	P4_ekg_L	cdr3fam_2714dcd990988f6f	train	3	PVRIG_RFAb_v2_P4_ekg_L_bb005_mpn00;PVRIG_RFAb_v2_P4_ekg_L_bb005_mpn01;PVRIG_RFAb_v2_P4_ekg_L_bb005_mpn02
P4_ekg_L_bb006	P4_ekg_L	cdr3fam_4deb5a20c4b19f49	train	3	PVRIG_RFAb_v2_P4_ekg_L_bb006_mpn00;PVRIG_RFAb_v2_P4_ekg_L_bb006_mpn01;PVRIG_RFAb_v2_P4_ekg_L_bb006_mpn02
P4_ekg_L_bb007	P4_ekg_L	cdr3fam_21e02fde12429677	train	1	PVRIG_RFAb_v2_P4_ekg_L_bb007_mpn01
P4_ekg_L_bb007	P4_ekg_L	cdr3fam_aa1af4e743fb3423	train	1	PVRIG_RFAb_v2_P4_ekg_L_bb007_mpn00
P4_ekg_L_bb007	P4_ekg_L	cdr3fam_bea34732587222c1	train	1	PVRIG_RFAb_v2_P4_ekg_L_bb007_mpn02
P4_ekg_S_bb000	P4_ekg_S	cdr3fam_6250cae5f36a422f	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb000_mpn00
P4_ekg_S_bb000	P4_ekg_S	cdr3fam_8915e987345ce211	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb000_mpn03
P4_ekg_S_bb000	P4_ekg_S	cdr3fam_97f8c83e31a1a854	validation	2	PVRIG_RFAb_v2_P4_ekg_S_bb000_mpn01;PVRIG_RFAb_v2_P4_ekg_S_bb000_mpn02
P4_ekg_S_bb001	P4_ekg_S	cdr3fam_23936c54a921c57d	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb001_mpn02
P4_ekg_S_bb001	P4_ekg_S	cdr3fam_d58db9e2493ba0c2	validation	3	PVRIG_RFAb_v2_P4_ekg_S_bb001_mpn00;PVRIG_RFAb_v2_P4_ekg_S_bb001_mpn01;PVRIG_RFAb_v2_P4_ekg_S_bb001_mpn03
P4_ekg_S_bb002	P4_ekg_S	cdr3fam_1c3bdfdee9350ade	validation	3	PVRIG_RFAb_v2_P4_ekg_S_bb002_mpn00;PVRIG_RFAb_v2_P4_ekg_S_bb002_mpn01;PVRIG_RFAb_v2_P4_ekg_S_bb002_mpn02
P4_ekg_S_bb003	P4_ekg_S	cdr3fam_022026148fcb3d26	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb003_mpn03
P4_ekg_S_bb003	P4_ekg_S	cdr3fam_34167aa664ca4668	validation	1	PVRIG_RFAb_v2_P4_ekg_S_bb003_mpn02
